	sample1	sample2	sample3	sample4
NCDN	1633	1927	2123	948
TFAP2E-AS1	5	1	1	11
TFAP2E	13	10	6	29
PSMB2	3280	2060	2256	3583
LOC105378646	0	0	0	0
C1orf216	451	461	562	326
CLSPN	3289	403	443	2240
AGO4	1054	2342	3107	1123
AGO1	10091	3442	3103	11878
AGO3	1314	1513	1607	2043
LOC105378647	8	1	4	14
TEKT2	34	8	12	42
ADPRS	1164	1058	1428	1222
COL8A2	176	14	1	206
TRAPPC3	1199	1450	1691	1204
MAP7D1	2537	4857	5415	2077
THRAP3	11331	6275	5889	11256
SH3D21	649	443	1339	1063
EVA1B	10	8	26	27
STK40	1297	2268	2319	1001
LOC124904012	78	37	60	70
LSM10	464	531	573	612
LOC124904013	4	5	8	6
OSCP1	72	212	260	69
SNORA63C	0	6	4	0
LOC107984940	0	1	0	3
MRPS15	2977	1590	1835	2473
CSF3R	0	67	45	1
LOC107984941	0	0	0	0
LOC105378648	0	0	0	0
LOC124904023	1	2	1	0
GRIK3	79	7	5	36
LOC124904027	0	0	0	0
MIR4255	0	0	0	0
LOC107984942	1	0	0	2
ZC3H12A-DT	33	10	12	16
ZC3H12A	397	187	223	328
MIR6732	2	0	0	0
MEAF6	929	956	1216	758
MIR5581	6	1	3	8
LOC105378649	2	2	1	0
SNIP1	1004	608	652	900
DNALI1	286	398	494	297
GNL2	5002	2138	2673	4126
RSPO1	1	10	0	3
C1orf109	1489	600	739	1152
CDCA8	2201	275	230	1965
EPHA10	38	4	11	41
LOC124904835	0	0	0	0
LOC105378650	0	0	0	0
MANEAL	474	85	140	318
YRDC	1026	289	299	732
C1orf122	741	1147	1266	524
MTF1	407	272	262	452
INPP5B	1835	611	729	1596
LOC124904043	8	3	4	14
LOC105378651	7	5	9	10
SF3A3	8786	2175	2882	7088
FHL3	823	710	659	749
UTP11	2130	944	1279	1646
POU3F1	634	8	2	1040
MIR3659HG	38	3	3	79
MIR3659	0	0	0	1
LINC02786	7	0	0	8
LOC105378654	4	1	0	8
LINC01343	0	0	0	0
LOC105378657	96	0	0	116
LOC107984943	25	0	0	38
LINC01685	2	0	1	0
LOC105378658	0	0	0	0
LOC105378660	4	0	0	1
RRAGC	325	360	382	360
GJA9-MYCBP	1	4	1	8
MYCBP	0	1	0	2
LOC105378663	0	0	0	0
GJA9	0	0	0	0
RHBDL2	10	4	4	19
LOC105378662	1	2	5	1
AKIRIN1	9518	5740	6416	8155
NDUFS5	6257	3888	4959	5254
LOC124904088	31	24	25	54
MACF1	20377	46542	37420	29476
LOC124904101	16	6	6	29
BMP8A	77	33	35	93
OXCT2P1	24	3	5	14
PPIEL	93	47	67	108
PABPC4	7174	3278	2843	6856
PABPC4-AS1	40	7	7	24
SNORA55	42	4	4	23
HEYL	75	24	26	68
NT5C1A	1	198	136	1
HPCAL4	28	3	7	32
PPIE	1039	883	1175	1127
BMP8B	54	18	15	67
OXCT2	20	1	1	20
BMP8B-AS1	2	0	0	2
LOC101929536	2	0	0	1
LOC105378667	0	1	1	3
TRIT1	830	290	434	877
MYCL-AS1	18	3	3	12
MYCL	1799	239	245	1647
MFSD2A	1059	15	18	998
LOC105378669	36	10	10	36
CAP1	6656	2339	1975	5213
PPT1	4910	1127	1266	4927
LOC105378671	2	1	0	2
RLF	3630	3300	4459	5136
TMCO2	1	2	0	0
ZMPSTE24	2257	956	893	1347
COL9A2	144	55	46	148
SMAP2	364	708	966	358
ZFP69B	287	94	132	269
ZFP69	281	150	184	235
EXO5-DT	17	13	13	15
EXO5	208	248	277	171
LOC124904149	9	5	7	11
ZNF684	240	144	208	207
LOC105378673	0	1	2	0
RIMS3	1877	1033	1648	1925
LOC105378675	32	13	10	23
NFYC-AS1	135	49	68	130
NFYC	1217	3163	3689	1087
MIR30E	4	3	4	3
MIR30C1	3	2	5	2
KCNQ4	103	9	22	130
LOC105378676	0	0	0	0
CITED4	421	1260	1190	411
LOC124904157	0	0	1	0
CTPS1	4137	786	1165	3297
SLFNL1-AS1	50	10	13	51
SLFNL1	15	5	6	33
SCMH1	454	2741	2699	490
LOC102723924	15	27	10	7
LOC124904158	3	10	7	5
LOC124904159	0	0	0	0
FOXO6	88	210	271	153
FOXO6-AS1	4	0	1	8
LOC105378678	0	0	1	1
EDN2	2	7	5	10
HIVEP3	22	67	72	35
LOC128125817	0	0	0	0
LOC124904160	0	0	0	0
LOC124904161	0	0	0	0
GUCA2B	0	0	0	0
GUCA2A	0	0	0	0
FOXJ3	3149	2706	3347	3195
RIMKLA	1203	1472	3470	2398
ZMYND12	16	31	63	10
CCDC30	38	121	130	47
PPCS	658	819	1034	653
LOC124904162	13	0	7	14
PPIH	772	231	226	692
YBX1	30911	19525	24798	29462
CLDN19	563	142	247	537
P3H1	2907	961	833	2620
C1orf50	577	959	1264	465
TMEM269-DT	2	0	5	3
TMEM269	8	12	27	19
LOC107984946	1	3	4	3
SVBP	397	353	408	354
ERMAP	187	526	699	193
LOC124904163	64	44	84	47
ZNF691	754	331	459	530
LOC339539	1	1	2	4
SLC2A1	28579	10818	20449	55515
SLC2A1-DT	96	26	59	178
CFAP144	21	34	23	40
EBNA1BP2	3838	953	1460	2619
MIR6733	2	1	0	1
CFAP57	7	12	15	20
LOC105378685	9	1	3	13
LOC124904164	5	0	1	1
TMEM125	674	111	97	481
C1orf210	268	42	1	238
TIE1	309	105	80	330
MPL	21	20	14	26
CDC20-DT	17	1	6	19
CDC20	6961	466	348	5316
ELOVL1	728	690	773	516
MIR6734	0	0	0	0
LOC112268225	69	30	28	50
MED8	596	581	703	403
MED8-AS1	10	2	0	3
SZT2	727	1299	1336	718
SZT2-AS1	0	0	0	0
MIR6735	0	0	0	0
HYI	0	0	0	0
HYI-AS1	0	1	1	3
PTPRF	9742	6885	7094	13992
KDM4A	3242	2535	2654	3566
LOC124904165	37	11	20	45
KDM4A-AS1	60	24	30	54
ST3GAL3	290	694	910	301
ST3GAL3-AS1	6	5	5	3
LOC124904166	0	0	0	2
MIR6079	0	0	0	0
ARTN	438	244	262	368
LINC02918	26	7	3	35
LOC101929609	9	5	8	13
IPO13	1234	1589	1743	1019
DPH2	2577	815	940	1601
LOC124904167	11	15	21	9
ATP6V0B	3405	3262	3328	2351
B4GALT2	2492	2080	3043	2217
CCDC24	283	267	376	266
SLC6A9	482	408	766	310
LOC107984948	13	39	85	22
LOC124904168	23	2	3	13
KLF17	0	0	0	1
LOC124904169	0	0	0	0
KLF18	0	0	1	1
LOC124904170	0	6	1	0
DMAP1	696	914	860	547
ERI3	2301	2267	2327	1828
ERI3-IT1	21	14	28	47
SNORA110	2	2	1	4
RNF220	2110	899	1167	1750
MIR5584	1	0	0	0
LOC107984950	150	56	71	132
TMEM53	169	166	174	121
SNORD145	1	0	0	3
ARMH1	7	22	27	17
LOC105378690	1	0	2	1
RNU5F-1	19	11	10	45
RNU5D-1	24	13	26	51
KIF2C	4673	381	383	4609
SNORD160	17	0	0	4
RPS8	41757	15237	19700	41802
SNORD55	185	63	55	190
SNORD46	304	51	70	209
SNORD38A	24	1	6	23
SNORD38B	52	3	10	52
BEST4	74	49	90	76
PLK3	300	152	156	392
DYNLT4	22	9	5	21
BTBD19	58	24	17	40
PTCH2	49	32	32	70
LOC107984952	2	0	3	3
EIF2B3	1314	811	1296	1107
HECTD3	1501	722	926	1166
UROD	2804	2412	2495	2155
ZSWIM5	349	621	967	604
LOC105378691	2	0	1	11
LINC01144	31	15	27	10
HPDL	542	42	65	285
MUTYH	1289	216	278	1101
TOE1	608	214	235	315
TESK2	630	405	328	682
CCDC163	97	58	57	80
MMACHC	714	681	779	529
PRDX1	18510	3205	4202	15046
AKR1A1	5351	1375	1922	4772
NASP	25935	3798	4072	22643
CCDC17	94	38	52	119
GPBP1L1	6123	3500	4681	5587
RPS15AP10	31	13	9	37
TMEM69	1291	898	1015	1077
IPP	195	515	729	213
LOC105378693	1	1	3	5
MAST2	1923	1930	2879	1843
LOC105378694	3	0	1	13
P3R3URF-PIK3R3	0	0	0	0
PIK3R3	66	54	69	63
LOC124904171	0	1	0	1
LOC101929626	6	4	5	1
TSPAN1	15	3	5	11
P3R3URF	0	0	0	0
POMGNT1	1567	2653	3255	1307
LURAP1	47	31	50	24
RAD54L	1489	86	98	1193
LRRC41	2082	3797	5031	1895
UQCRH	8805	5161	6963	7283
NSUN4	872	737	1022	1015
FAAH	189	252	354	135
FAAHP1	9	0	5	10
LINC01398	0	0	0	1
DMBX1	3	0	0	1
TMEM275	0	0	0	1
MKNK1-AS1	15	8	10	24
KNCN	0	0	0	0
MKNK1	447	522	645	408
MOB3C	148	176	182	118
LOC105378697	0	0	1	0
ATPAF1	2770	3032	3566	2033
TEX38	2	1	7	9
EFCAB14-AS1	5	2	2	3
EFCAB14	2571	3362	3978	2299
LOC105378698	16	3	4	12
LOC105378699	0	0	0	0
CYP4B1	1	0	0	1
CYP4Z2P	0	0	0	1
CYP4A11	0	0	1	1
CYP4X1	81	39	28	61
LOC124904172	3	0	0	4
CYP4Z1	1	0	3	4
CYP4A22	2	0	0	9
LOC105378701	17	4	4	23
LINC00853	0	6	4	1
PDZK1IP1	0	0	0	0
TAL1	6	37	38	2
STIL	2877	317	306	2355
CMPK1	1445	1191	1424	1507
LINC01389	3	4	5	9
FOXE3	1	2	0	2
FOXD2-AS1	4	0	0	3
FOXD2	1	0	0	2
LOC124904173	0	0	0	0
LINC01738	2	0	0	0
LOC124904174	0	0	0	0
TRABD2B	115	126	37	159
LINC02794	0	14	4	8
SKINT1L	2	0	1	11
SLC5A9	33	22	9	33
SPATA6	354	251	307	369
LOC124904175	1	0	0	0
AGBL4	12	10	7	7
BEND5	289	260	523	463
LOC105378706	0	0	0	0
AGBL4-AS1	0	0	0	1
AGBL4-IT1	0	0	0	0
LOC107984954	0	0	0	0
LOC105378708	1	0	0	0
ELAVL4	11	2	1	22
LOC105378709	0	0	0	0
ELAVL4-AS1	0	0	0	1
LOC105378711	0	0	0	1
LOC105378710	0	0	0	0
LINC02808	0	0	0	0
DMRTA2	3	0	5	0
LOC105378714	0	0	0	0
FAF1	2355	1782	2535	2306
FAF1-AS1	27	22	23	58
LOC124904727	1	0	0	1
LOC124904176	0	0	1	0
CDKN2C	2	3	1	1
MIR4421	0	0	0	0
MIR6500	0	0	0	0
C1orf185	0	0	0	0
LINC01562	2	6	3	2
LOC124904818	0	0	0	0
RNF11	1971	2241	2738	1773
TTC39A	252	485	1088	256
LOC124904177	6	6	2	4
TTC39A-AS1	0	0	3	1
EPS15	2568	4997	7267	2637
OSBPL9	4089	7330	9800	3695
EPS15-AS1	0	2	1	0
CALR4P	0	1	6	0
LOC105378719	0	1	0	0
LOC124900447	0	1	0	2
NRDC	5971	3722	3960	6880
MIR761	0	0	0	0
RAB3B	3559	936	789	3752
TXNDC12	3749	1543	1819	3341
KTI12	0	0	0	0
TXNDC12-AS1	15	0	3	15
BTF3L4	3484	1687	2697	3163
LOC107984956	8	6	7	11
ZFYVE9	2403	2269	2915	2278
CC2D1B	871	629	712	853
ORC1	3675	133	131	3168
PRPF38A	2156	1132	1212	2204
TUT4	2639	3303	3420	2712
LOC105378723	5	7	6	16
GPX7	298	1027	1486	229
LOC124904178	1	0	0	0
SHISAL2A	12	16	4	9
COA7	1796	739	902	1363
ZYG11B	2536	4310	5483	2045
ZYG11A	187	7	2	264
ECHDC2	273	381	425	396
SCP2	1208	2017	2210	1092
PODN	3	4	27	0
SLC1A7	2	1	0	1
LOC105379783	0	0	1	0
LOC105378724	0	0	0	0
CPT2	1602	1782	2308	1259
CZIB	968	500	658	868
MAGOH	1032	417	459	887
MAGOH-DT	8	18	9	13
LRP8	6145	343	497	5964
LOC105378728	264	9	3	258
LOC105378726	275	4	4	363
LRP8-DT	29	1	0	27
LOC105378731	13	0	0	14
LINC02812	1	0	0	1
SLC25A3P1	9	0	0	10
LOC105378733	0	0	0	1
DMRTB1	10	0	1	7
GLIS1	18	0	2	23
LOC124904179	5	0	0	8
NDC1	6924	1092	1337	5966
LOC124900439	3	0	1	0
YIPF1	1089	867	998	796
DIO1	9	8	0	7
LOC124904180	0	0	0	1
IFT25	622	317	330	590
LOC124904181	13	1	5	14
LRRC42	1793	1476	1695	1758
LDLRAD1	1	0	0	1
TMEM59	2869	4230	4054	2742
TCEANC2	562	563	841	466
MIR4781	1	0	0	0
CDCP2	0	1	0	2
CYB5RL	570	231	353	476
MRPL37	4513	1932	2376	3785
SSBP3	1798	2276	2136	1695
SSBP3-AS1	55	18	17	43
LOC105378735	2	0	0	0
LINC02784	0	0	0	0
ACOT11	178	554	685	184
FAM151A	25	38	28	22
MROH7-TTC4	1	3	4	1
MROH7	0	13	17	0
TTC4	23	8	9	17
PARS2	707	542	786	631
TTC22	25	0	3	21
LOC124904182	0	0	0	1
LEXM	15	0	1	15
LOC124904183	2	0	2	7
DHCR24	33979	2790	6493	25962
DHCR24-DT	15	6	16	17
LOC124904184	9	1	0	2
TRK-CTT7-1	12	0	0	0
LOC105378736	0	0	0	0
TMEM61	14	1	0	10
BSND	46	0	0	15
PCSK9	5072	65	21	4562
USP24	4920	5134	5406	5860
LOC100507634	21	10	16	24
MIR4422HG	0	0	1	0
MIR4422	0	0	0	0
LOC105378740	0	0	0	0
LINC01753	0	1	0	0
LINC01755	0	0	0	0
LOC105378737	0	0	0	0
LOC105378741	1	0	0	1
LOC124904591	0	0	0	0
LOC124904188	0	2	1	0
LOC124904187	1	3	6	1
LOC124904190	0	0	0	1
LOC124904186	9	18	5	9
LOC124904185	26	8	7	34
LINC01767	0	5	0	1
LOC124904189	1	2	1	3
PLPP3	1149	3858	2320	823
LOC101929935	0	0	1	0
PRKAA2	888	1444	2470	1378
FYB2	9	21	31	10
C8A	0	5	0	0
C8B	0	16	0	1
LOC112267900	56	98	185	52
DAB1	679	1912	1663	803
LOC105378748	13	11	5	11
LOC105378747	3	10	7	11
DAB1-AS1	0	0	0	0
LOC105378746	2	0	0	1
LOC107984960	2	14	5	6
OMA1	493	418	502	391
TACSTD2	48	48	3	26
MYSM1	3418	1022	1235	3329
LOC112268263	0	1	0	0
LOC124904191	0	0	0	0
LOC105378751	1	1	0	0
JUN	216	1153	2020	309
LINC01135	0	2	2	1
LOC101926907	13	5	0	9
LOC107984961	0	0	0	0
LINC02777	5	15	28	5
LINC01358	0	0	1	0
HSD52	0	1	0	0
FGGY-DT	9	6	9	15
FGGY	232	205	226	355
LOC124904192	0	0	0	0
MIR4711	0	0	0	1
LOC105378758	0	0	0	0
LOC101926944	0	1	0	0
HOOK1	1118	330	432	1246
CYP2J2	67	258	513	30
C1orf87	2	3	3	2
LINC02778	0	1	1	0
LOC107984963	0	0	0	0
LOC105378761	0	0	0	0
LOC107984962	0	1	1	0
LOC107985379	0	0	1	0
LINC01748	15	4	0	17
LOC124904193	7	0	0	10
LOC101926964	6	0	0	1
LOC105378764	1	0	0	2
NFIA-AS2	1	2	0	0
NFIA	85	538	536	182
NFIA-AS1	2	2	2	0
LOC105378766	0	0	1	3
LOC107984964	0	0	0	1
MGC34796	0	1	0	4
TM2D1	334	529	688	387
PATJ	4719	1546	1626	5392
MIR12132	0	0	0	1
LOC107984965	3	0	1	3
MIR3116-1	0	0	0	0
MIR3116-2	0	0	0	0
L1TD1	34629	120	9	23305
KANK4	38	288	114	42
LOC105378768	1	1	0	2
USP1	4214	1140	1617	3304
DOCK7	2620	3350	3307	3428
ANGPTL3	1	26	3	13
LOC124904194	67	0	1	41
ATG4C	941	307	474	894
LINC01739	0	0	0	0
LINC00466	1	0	0	3
LOC105378770	1	0	0	1
FOXD3-AS1	920	0	0	831
FOXD3	354	0	1	279
MIR6068	1	0	0	0
LOC124904741	0	0	0	0
ALG6	1009	224	265	711
ITGB3BP	828	151	155	745
LOC102724319	5	0	1	10
EFCAB7	184	288	342	193
DLEU2L	9	5	7	2
PGM1	6285	11145	13754	10495
LOC105378771	1	3	2	6
ROR1	3839	2707	2440	4033
LOC105378772	1	2	0	2
ROR1-AS1	12	11	5	28
LOC105378773	0	0	0	1
UBE2U	1	2	0	1
LOC105378774	0	0	0	0
LOC124904732	0	0	0	0
LOC107984966	6	11	12	6
CACHD1	5934	4990	5073	5570
LOC124904195	187	76	61	263
MIR4794	1	0	1	1
RAVER2	1682	1201	1615	1616
JAK1	2120	3341	3507	2269
LINC01359	6	0	0	9
MIR3671	16	1	6	8
MIR101-1	9	1	2	13
AK4	11154	4270	8008	10919
DNAJC6	314	3314	3513	627
LOC102724416	4	22	14	13
LOC112268227	4	22	13	16
LEPR	265	776	991	503
LEPROT	811	2152	2444	511
LOC124904827	0	0	0	0
PDE4B	196	158	216	130
PDE4B-AS1	0	0	0	0
LOC105378776	0	0	0	0
SGIP1	17	58	67	44
LOC124904196	2	8	2	3
MIR3117	0	0	0	1
DYNLT5	42	76	72	40
INSL5	0	0	0	0
DNAI4	24	199	248	34
MIER1	1916	1124	1437	2120
SLC35D1	419	965	890	364
C1orf141	0	0	0	0
LOC124900434	0	0	0	0
IL23R	1	6	0	2
IL12RB2	164	13	6	127
SERBP1	28604	9394	12234	30800
LINC01702	2	0	0	0
LOC105378780	0	0	0	0
LOC124904197	0	0	0	0
GADD45A	422	1200	1168	706
GNG12	1247	3745	4212	1061
LOC105378781	1	6	4	5
GNG12-AS1	8	56	46	5
LOC124900403	0	0	0	0
DIRAS3	2	34	60	1
WLS	331	6849	4399	428
MIR1262	1	3	0	0
LOC105378782	3	13	5	1
LOC124904198	0	0	0	2
RPE65	0	0	2	1
DEPDC1	4091	386	424	3448
DEPDC1-AS1	8	0	3	10
LOC107984967	0	0	0	0
LOC105378783	0	0	0	1
LINC01707	1	0	0	1
LOC105378787	0	0	0	0
LINC02791	0	0	0	0
LINC01758	0	0	0	1
LOC105378789	2	1	0	1
LRRC7	11	49	10	21
LOC124904199	0	0	0	0
PIN1P1	0	0	0	0
LRRC7-AS1	1	0	0	0
LRRC40	1952	920	1283	1761
SRSF11	4549	2603	3461	5270
ANKRD13C	1642	1193	1237	1566
HHLA3	115	149	152	179
HHLA3-AS1	4	3	1	7
CTH	912	148	221	819
LOC105378793	1	0	0	2
LOC105378794	0	0	0	0
LINC01788	4	0	2	1
LOC102724572	0	0	0	0
PTGER3	17	27	93	17
ZRANB2-AS1	3	1	0	4
ZRANB2	2196	1032	1392	2319
MIR186	4	0	0	5
ZRANB2-DT	7	9	8	1
LOC105378795	0	0	0	1
NEGR1	59	37	72	111
NEGR1-IT1	0	0	0	0
LOC105378797	26	18	31	60
LOC105378796	2	6	7	6
LOC105378798	39	24	19	40
LINC02796	2	0	0	5
LINC02797	5	1	0	8
LINC01360	0	0	0	2
LOC105378801	0	0	0	0
LOC107985391	0	0	0	0
LOC105378802	0	0	0	0
LINC02238	0	0	0	0
LRRIQ3	16	19	20	15
FPGT-TNNI3K	0	1	10	0
FPGT	129	300	384	138
TNNI3K	0	0	0	0
LRRC53	0	17	17	0
ERICH3	0	5	8	1
ERICH3-AS1	0	0	1	0
CRYZ	1945	2104	2774	1820
TYW3	2225	1113	1288	2108
LHX8	9	9	5	8
SLC44A5	321	502	630	332
ACADM	1758	2262	2605	1423
DLSTP1	50	34	45	42
RABGGTB	4304	1103	1396	4118
SNORD45C	88	11	7	80
SNORD45A	88	11	11	74
SNORD45B	64	8	11	37
MSH4	24	10	9	22
ASB17	0	0	0	0
LOC105378806	0	0	0	0
LOC101927342	0	0	0	0
LOC124904200	0	1	2	0
ST6GALNAC3	904	638	748	972
LOC105378807	0	0	0	0
LOC124904201	1	0	0	0
LINC02567	0	0	0	0
ST6GALNAC5	221	38	44	211
MIR7156	0	0	0	0
PIGK	1020	816	841	796
LOC105378808	145	40	71	122
AK5	133	0	9	114
LOC124904202	0	0	0	0
ZZZ3	3969	3114	3613	3816
USP33	4540	3471	4160	4003
MIGA1	380	421	607	482
NEXN-AS1	3	32	51	7
NEXN	129	4912	5719	97
FUBP1	7704	2986	3538	6882
DNAJB4	276	730	1089	352
GIPC2	55	18	2	34
LOC107984997	5	0	0	1
MGC27382	0	0	0	1
PTGFR	0	28	14	1
IFI44L	0	2	0	0
IFI44	0	0	0	0
LOC124904203	0	0	0	0
ADGRL4	56	73	101	75
LOC107984998	0	0	0	0
LOC105378810	2	0	0	3
LOC105378812	0	0	0	0
LOC105378811	0	0	0	1
LINC02792	0	0	0	0
LINC01781	0	0	0	0
LOC105378813	2	0	0	0
LOC107985018	0	1	1	3
ADGRL2	9392	9982	7487	9334
LOC101927434	1	1	0	0
LOC124904204	6	0	0	8
LOC105378814	9	0	0	5
LOC107985396	0	0	0	0
LINC01362	2	9	4	6
LINC01361	7	14	15	1
LOC105378816	3	10	7	2
LINC01712	0	0	0	0
LOC107985043	0	0	0	0
LINC01725	0	2	4	0
LOC101927560	0	1	1	2
TTLL7	160	196	286	154
TTLL7-IT1	1	0	4	2
LOC124904205	0	0	0	0
PRKACB	906	1565	1645	897
LOC124904808	0	0	0	0
SAMD13	78	51	62	74
UOX	0	1	1	2
DNASE2B	0	0	1	1
RPF1	1491	1212	1539	1068
GNG5	864	3235	4175	1024
SPATA1	8	11	11	13
CTBS	100	145	161	164
LOC105378819	0	0	4	3
LINC01461	2	3	12	3
LINC01555	2	4	4	0
LOC124904206	0	0	0	0
SSX2IP	1644	1329	1329	1423
LOC102724892	12	3	4	6
LPAR3	893	407	751	1028
MCOLN2	124	1	1	137
MCOLN3	141	37	46	158
DNAI3	25	194	197	42
MIR4423	0	0	1	0
SYDE2	898	1582	2081	826
LOC124904207	19	7	17	16
LOC105378821	0	1	1	1
C1orf52	901	660	828	702
BCL10	820	581	578	909
BCL10-AS1	6	4	10	6
DDAH1	2359	1695	2853	1991
LOC124904208	14	28	39	19
CCN1	522	659	541	698
LOC124900422	0	0	0	2
LOC112268231	8	2	1	7
LOC107985057	1	2	0	3
ZNHIT6	876	648	723	734
LOC105378823	0	0	0	0
COL24A1	53	28	32	57
LINC02795	0	3	5	1
LOC124904209	2	17	16	0
LOC105378825	0	4	11	2
ODF2L	709	596	665	638
MIR7856	2	0	0	0
CLCA2	0	0	0	1
CLCA1	0	0	0	0
LOC124904210	0	0	0	0
LOC105378827	6	13	11	15
LOC105378826	0	0	0	0
CLCA4	0	3	1	1
CLCA4-AS1	6	28	27	5
CLCA3P	2	0	0	0
SH3GLB1	1868	6295	7213	1753
LOC105378831	0	0	0	0
SELENOF	2823	1399	1503	2636
HS2ST1	1649	3101	3250	1698
LOC124904211	16	13	8	36
LINC01140	43	28	76	41
LINC02801	0	0	0	0
LMO4	2477	5140	6735	2109
LINC01364	1	7	7	1
LOC105378833	2	9	18	1
LOC105378834	1	4	4	5
LOC107985408	0	0	0	0
LOC105378835	0	0	0	0
LOC107985518	0	0	0	0
LOC124904212	0	1	1	0
LINC01773	0	3	0	0
LOC101927871	0	0	0	0
LOC105378836	0	0	0	0
LOC105378839	1	26	26	5
PKN2-AS1	8	19	39	5
LOC105378838	0	0	0	0
PKN2	2223	3861	4315	2307
LOC124904213	12	6	4	17
LOC124904214	89	28	25	108
GTF2B	726	900	1082	507
KYAT3	1998	475	517	1862
RBMXL1	1804	1468	1559	1028
LOC124904215	2	3	3	2
GBP3	1	33	12	5
LOC105378841	1	30	12	4
GBP1	1	110	30	1
GBP2	2	125	70	3
LOC112268267	0	97	56	0
LOC105378842	0	22	5	0
GBP7	0	48	18	0
GBP4	4	1459	735	0
LOC107985076	0	114	80	0
GBP5	0	17	9	0
LOC729930	1	1	1	0
GBP6	2	72	26	2
GBP1P1	6	16	4	6
LOC105378844	4	0	1	3
LRRC8B	1810	654	917	1602
LOC124904216	4	3	1	11
LOC128092251	0	0	0	0
LRRC8C	232	664	485	184
LRRC8C-DT	7	72	53	5
LOC107985743	0	0	1	0
LOC124904833	0	0	0	0
LOC107985744	0	0	1	2
LOC101927975	0	1	1	0
LRRC8D	2875	1067	1316	2121
LOC105378847	14	3	2	17
GEMIN8P4	79	48	71	91
ZNF326	812	590	746	781
LOC105378848	1	0	0	1
LOC105378849	36	2	5	29
LOC107985088	47	10	12	94
LOC105378850	0	0	0	0
LOC105378851	0	0	0	0
LINC02787	0	0	0	0
SNORD3G	0	0	0	0
BARHL2	0	0	0	2
LINC02609	9	13	22	18
LOC124904217	1	0	0	0
LINC01763	0	0	1	0
ZNF644	4428	4114	4520	3640
HFM1	108	99	139	98
LOC107985417	0	0	0	0
LOC105378856	11	4	0	3
CDC7	2871	229	257	2779
LOC102723436	6	0	1	6
TGFBR3	285	570	237	208
BRDT	12	0	0	2
LOC124904218	101	109	291	85
EPHX4	20	12	29	20
SETSIP	43	4	7	28
BTBD8	253	321	464	401
C1orf146	0	0	0	0
GLMN	1118	360	572	685
RPAP2	1368	2583	2696	1381
GFI1	4	5	4	4
EVI5	890	1799	2023	969
RPL5	41323	17581	22850	39601
DIPK1A	372	330	443	455
SNORD21	41	15	17	40
SNORA66	20	11	9	23
LOC124904219	0	0	0	0
MTF2	4394	1535	1757	4210
TMED5	999	777	954	962
CCDC18	896	176	183	800
LOC107985521	24	3	4	27
CCDC18-AS1	145	220	315	285
DR1	2722	1443	1602	2779
FNBP1L	7683	1303	1293	6500
TRC-GCA7-1	6	1	0	8
BCAR3	945	332	381	702
BCAR3-AS1	3	6	1	9
LOC102723480	0	1	1	2
MIR760	1	0	1	1
TRR-TCT1-1	0	0	0	0
DNTTIP2	3962	1749	2199	3204
GCLM	675	150	199	569
LOC124904221	7	4	2	7
ABCA4	10	17	0	13
LOC124904222	0	0	0	1
LOC105378858	0	1	0	0
LOC124904821	0	0	0	0
ARHGAP29	322	912	667	351
ARHGAP29-AS1	1	2	0	0
ABCD3	2251	2290	2537	1671
F3	362	163	132	285
LOC124904223	15	3	5	7
MIR12133	0	0	0	0
LOC105378861	0	2	1	1
SLC44A3-AS1	80	164	218	94
MIR378G	0	0	0	0
SLC44A3	122	109	76	87
CNN3	10155	3683	3644	8354
CNN3-DT	166	107	223	181
ALG14	105	169	164	66
LOC124904224	1	1	3	5
LOC105378863	0	0	1	0
ALG14-AS1	1	1	1	1
TLCD4	146	1058	1386	180
TLCD4-RWDD3	5	13	27	15
RWDD3-DT	8	8	11	12
RWDD3	98	113	166	104
LINC01760	0	0	0	0
LOC105378864	0	1	0	0
LOC105379825	1	1	0	0
LINC01650	0	0	0	0
LOC107985420	0	1	0	0
LINC01761	0	0	0	0
LINC02607	1	0	0	0
LOC101928219	0	1	0	0
LOC124904592	0	0	0	0
LINC02790	0	0	0	0
LINC01787	1	0	0	0
LOC105378866	1	0	0	0
PTBP2	2396	2023	2769	1945
DPYD	31	45	9	26
DPYD-AS1	0	0	0	0
LOC105378867	0	1	0	0
LOC124904226	0	0	0	0
LOC124904225	0	0	0	0
DPYD-AS2	1	0	0	0
LINC01930	0	1	0	0
LOC124904227	1	0	0	0
MIR137HG	0	0	0	0
LOC124904228	1	0	0	0
MIR2682	0	0	0	0
MIR137	0	0	0	0
LOC124900404	0	0	0	0
LINC01776	2	0	0	0
LOC124904229	0	0	0	0
SNX7	812	731	1097	685
PLPPR5	127	15	10	142
PLPPR5-AS1	0	0	0	0
PLPPR4	89	1134	1719	50
LOC107985093	0	0	0	0
LINC01708	0	0	0	0
PALMD	2	25	21	0
FRRS1	439	339	431	523
AGL	2140	10148	14542	2329
LOC124904230	21	2	7	18
SLC35A3	1079	442	522	963
MFSD14A	2391	1253	1519	2428
SASS6	775	166	191	756
TRMT13	425	219	255	318
LRRC39	7	510	557	11
DBT	1967	1776	2442	2202
RTCA-AS1	16	27	47	13
RTCA	1489	1210	1548	1334
MIR553	2	0	1	6
CDC14A	494	355	358	458
LOC105379827	18	15	7	51
GPR88	1	11	14	1
LINC01349	0	0	1	0
LOC124904231	0	0	0	0
VCAM1	3	9248	24565	1
