	SRX22253792	SRX22253793	SRX22253794	SRX22253795	SRX22253796	SRX22253797	SRX22253798	SRX22253799	SRX22253800	SRX22253801	SRX22253802	SRX22253803	SRX22253804	SRX22253805	SRX22253806	SRX22253807	SRX22253808	SRX22253809	SRX22253810	SRX22253811	SRX22253812
LOC124903839	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	2	1	0
CLSTN1	2878	2829	4438	5431	6633	4144	4370	5884	5719	4687	3521	7683	10124	9067	9184	6220	6987	3392	3875	3544	3689
CTNNBIP1	547	572	999	959	1326	789	869	1072	1094	1045	794	1493	1456	1568	1179	901	1584	534	682	591	727
LOC105376717	1	2	0	0	0	1	1	0	0	1	2	0	2	0	0	0	0	0	0	0	1
LOC124903838	5	12	1	4	7	0	1	1	4	5	3	3	5	3	3	3	1	8	8	5	16
LZIC	633	578	791	711	957	789	731	1213	1732	1222	1233	1563	1422	1234	1497	824	1558	453	466	535	714
NMNAT1	250	268	209	283	389	247	246	416	961	670	613	709	718	648	805	492	663	160	188	151	318
TMEM274P	0	0	0	1	2	2	2	0	1	1	4	1	0	0	0	0	6	2	1	1	0
MIR5697	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903840	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RBP7	81	68	17	18	47	43	23	43	19	19	7	33	9	15	20	12	16	77	65	98	100
UBE4B	3373	3222	2950	3599	4011	2356	2403	3458	2711	2543	2123	2825	3244	3132	3497	2245	3615	3473	3857	4091	3711
KIF1B	5138	4598	5940	7025	6932	4463	4581	5964	7048	6370	4492	4976	6399	6156	6463	4285	6568	4796	6425	5969	6126
PGD	8330	9312	7115	7657	8706	4758	4614	5921	4164	3766	2357	5165	5837	5641	5195	2775	5090	8024	8594	9809	9389
CENPS-CORT	2	1	0	0	0	3	0	2	1	2	4	2	0	2	3	0	2	0	1	5	2
CENPS	17	22	33	23	12	3	4	8	12	13	7	7	13	3	11	8	11	15	12	33	13
CORT	3	2	3	3	2	4	5	3	7	5	6	11	8	7	14	8	6	1	4	3	2
DFFA	5423	5339	3267	3768	4021	2908	2853	4160	2711	2259	1631	3536	3065	3157	4223	2399	2885	3210	3791	4431	5930
PEX14	445	389	456	544	724	488	474	601	669	572	463	935	1001	963	1102	636	810	340	401	433	494
CASZ1	379	219	175	179	215	79	151	235	3396	2801	2520	1825	2735	2431	2352	985	2492	135	231	178	349
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105376735	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
C1orf127	1	1	4	3	7	0	0	0	18	5	26	3	21	11	12	0	6	8	10	14	2
TARDBP	3807	4450	6185	5628	6809	3074	3026	4596	3838	2950	2491	4287	3966	3957	4108	2421	3470	5028	4618	6806	5162
MASP2	39	29	44	36	78	73	41	110	29	26	34	50	50	49	29	26	32	44	31	31	68
SRM	1772	2062	1324	1450	1459	777	874	1003	869	687	480	2021	1501	1353	1856	1307	978	1874	2040	2427	2236
EXOSC10	2625	2479	2661	3030	3343	1732	1707	2260	1898	1503	1247	2092	2115	2212	2154	1288	1937	1905	2204	2361	3263
EXOSC10-AS1	2	1	4	7	2	1	0	1	2	2	0	2	3	2	3	2	3	4	4	2	1
MTOR	5074	4721	4052	4582	4881	3105	3234	4141	3288	2964	2456	2669	3457	3424	3821	2398	3233	4538	5968	5666	5973
MTOR-AS1	8	1	1	3	0	1	0	2	1	0	2	0	0	0	0	0	3	0	2	1	1
LOC124904848	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	1	1	1	2	0	2	7	1	8	4	8	5	14	7	7	12	8	6	3	0	7
UBIAD1	814	672	623	713	792	539	471	660	919	624	576	948	892	817	975	530	726	847	1084	1086	1042
LOC105376737	0	0	0	0	2	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	3
LOC105376739	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105376740	0	0	3	0	0	0	1	0	0	0	3	0	2	0	2	0	1	0	1	1	0
LOC124903841	0	0	1	0	0	1	0	2	0	8	0	0	0	0	0	1	5	0	1	0	0
DISP3	54	42	415	339	620	43	67	63	2	5	3	19	42	17	12	9	20	106	109	113	37
LOC124903842	7	0	3	2	3	1	0	0	0	0	0	0	0	0	0	0	0	17	13	16	2
LINC01647	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
FBXO2	313	248	473	586	775	434	499	588	603	516	215	1333	1343	1731	1000	1273	1196	560	823	723	468
FBXO44	248	185	390	389	659	435	309	457	419	376	310	722	641	694	532	362	611	392	397	407	400
FBXO6	38	23	54	49	46	100	105	135	79	51	29	178	128	136	69	137	161	32	35	29	27
MAD2L2	1840	1140	1645	1649	1801	1059	982	1197	533	457	241	1114	1043	1028	614	634	875	1944	2618	2403	2907
DRAXIN	641	543	912	1070	1090	221	244	271	25	22	11	54	121	59	6	38	55	1075	997	1082	782
AGTRAP	484	444	559	513	743	397	403	456	354	308	171	472	499	556	528	391	565	355	524	439	681
C1orf167	1	4	10	7	12	3	3	6	1	0	2	0	0	1	0	1	1	14	18	13	9
C1orf167-AS1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	7	7	2
MTHFR	336	303	385	411	596	341	395	425	1908	2091	1316	1463	1670	1617	1867	1006	2155	292	405	357	452
CLCN6	582	543	495	509	797	518	525	740	813	940	802	887	935	923	1020	576	844	490	525	591	598
NPPA-AS1	2	2	2	3	7	4	0	2	10	4	8	2	2	4	2	5	1	3	2	3	7
NPPA	4	8	14	28	17	8	8	19	19961	5696	13006	2876	2629	6337	1813	1751	696	3	0	0	7
NPPB	0	0	143	461	150	1496	1358	2492	6086	3202	1378	2602	4070	4744	540	1520	848	25	7	49	0
RNU5E-1	1	8	0	2	10	1	25	13	13	22	0	2	0	0	3	0	0	2	10	6	9
LOC124903843	0	0	0	6	10	2	7	6	5	3	6	4	6	3	3	1	4	3	2	1	2
KIAA2013	852	801	948	1122	1279	864	936	1098	1252	1030	718	2382	1929	2049	1858	1508	1750	809	892	974	920
PLOD1	1022	1104	2093	2695	3473	1713	1816	2332	4110	4000	2493	13565	7288	7870	6571	8454	7402	1339	1549	1615	1289
MFN2	2297	2250	2220	2373	2665	1988	2103	2674	11009	9013	6767	6926	8063	7941	7619	4405	6695	2007	2062	2410	2768
MIIP	581	473	512	508	754	417	421	517	378	269	217	577	477	559	372	296	277	466	538	561	679
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	152	109	37	34	30	2	10	5	0	0	0	7	0	2	9	5	2	371	395	399	305
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	22	37	47	33	54	52	100	84	35	41	11	268	17	25	14	42	22	47	90	67	45
LOC124903844	0	1	0	0	6	3	0	0	2	0	0	2	0	0	0	0	0	0	4	2	1
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	2129	1651	1828	2093	1856	1751	2014	2297	3742	3350	2585	2427	3426	4051	2925	2509	4473	2441	3413	2997	2429
LOC124903845	1	4	0	0	2	1	1	1	0	1	0	0	0	0	0	0	2	2	2	0	1
SNORA59A	2	0	1	2	5	0	4	1	6	0	5	4	1	10	4	1	0	4	7	5	2
LINC02766	2	0	0	2	0	3	0	0	0	4	2	5	14	0	0	0	7	2	0	0	0
DHRS3	166	53	143	185	199	307	464	471	1436	1344	955	2900	2265	2712	4209	1368	1731	497	746	490	282
MIR6730	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0
LOC124903846	4	4	5	8	7	3	9	9	0	0	0	0	0	0	0	0	0	82	73	58	1
AADACL3	1	8	3	6	4	6	5	10	0	0	0	5	2	0	0	0	0	136	146	106	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0
CFAP107	0	0	0	1	0	0	1	3	0	0	0	4	4	1	0	1	6	2	2	3	0
PRAMEF12	14	25	0	0	0	2	0	3	3	0	2	0	3	0	0	0	4	11	26	19	10
PRAMEF1	7	4	0	0	0	1	1	1	1	0	4	0	1	1	0	0	0	2	6	9	11
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1
HNRNPCL1	1	2	4	5	5	0	1	7	1	1	6	1	1	0	0	1	0	1	3	3	0
PRAMEF2	11	15	0	0	0	0	0	0	6	1	2	0	1	2	0	0	1	8	4	6	0
PRAMEF4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
PRAMEF10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	2	2	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1
PRAMEF6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF27	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1
HNRNPCL3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	2	4	0	0	1	2	5	2	0	0	0	0	1	0	0	1	1	0	0	3
PRAMEF9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRAMEF13	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	1	0
PRAMEF18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	1	4	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0
PRAMEF33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRAMEF15	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0
PRAMEF14	1	3	0	0	0	0	0	0	1	0	1	0	0	1	0	2	0	1	0	1	1
PRAMEF19	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PRAMEF17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	1	10	0	0	0	0	0	0	1	3	0	0	0	3	0	0	0	0	1	1	1
LRRC38	3	0	7	21	8	0	0	0	1	1	1	2	0	0	0	0	0	1	7	4	7
LOC102724856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	1030	809	1192	1484	1382	634	923	982	783	671	863	833	913	380	2324	946	551	3366	3425	3571	1395
LOC105378612	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0
LOC105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRDM2	1062	966	1456	1667	1657	1230	1372	1773	2371	1864	1488	2045	2336	2354	2216	1801	2188	828	971	898	1196
KAZN	325	408	743	804	1043	481	470	777	276	259	191	527	532	419	669	433	673	238	350	340	165
LOC107985467	2	1	6	2	1	3	4	0	0	0	3	0	1	0	0	0	2	2	4	0	4
LOC124903847	1	0	1	0	0	1	2	0	0	1	1	5	2	0	0	0	0	4	2	0	0
KAZN-AS1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124903850	1	0	0	0	4	3	0	0	1	0	0	5	0	0	1	0	1	2	0	1	0
LOC105376759	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
LOC124903848	16	29	30	21	35	5	16	24	8	4	6	7	1	4	4	1	3	6	20	9	11
LOC107985469	2	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC124903849	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TMEM51-AS1	11	6	4	1	6	19	17	16	19	43	15	33	55	48	20	31	49	0	1	1	30
TMEM51	214	110	159	209	179	292	269	420	604	568	296	1175	996	1508	301	966	1214	134	146	152	365
TMEM51-AS2	2	2	0	1	0	0	1	1	2	1	0	0	1	0	0	1	2	3	2	3	3
FHAD1	7	9	43	19	54	14	9	18	19	10	8	24	10	73	3	27	64	16	28	14	8
LOC124903853	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2
LOC124903852	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0
FHAD1-AS1	0	0	1	0	0	1	0	1	0	1	0	2	1	11	0	1	3	2	2	4	0
LOC124903851	2	0	1	0	1	0	1	0	0	1	0	0	0	2	0	1	0	1	2	1	0
EFHD2-AS1	3	0	0	2	1	0	2	1	2	0	0	2	0	0	0	0	1	1	2	0	0
EFHD2	229	306	713	668	925	263	312	382	460	363	163	853	873	1295	383	808	765	374	389	405	428
CTRC	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	3	2	0	1	0
CELA2A	0	1	0	0	0	0	3	2	0	0	0	0	1	0	0	3	1	1	0	1	1
LOC105376767	0	1	0	1	2	2	0	2	2	0	0	0	0	0	0	0	1	1	0	1	0
CELA2B	3	4	4	5	14	4	6	4	11	5	9	9	14	14	11	8	13	1	3	6	1
CASP9	344	286	248	266	342	158	157	152	501	377	416	521	543	491	410	255	588	244	306	267	458
DNAJC16	862	729	1041	1056	1106	711	701	1030	1251	981	811	964	1292	1258	1169	859	1343	627	1071	773	1162
SCARNA21B	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
AGMAT	67	99	54	39	49	93	50	85	20	46	3	91	283	38	6	35	148	173	137	156	118
LOC124903854	0	0	1	1	0	0	0	1	0	0	0	4	0	1	0	1	0	1	2	1	0
DDI2	2441	1820	2261	1903	2050	1737	1943	2664	1592	1252	1012	1393	1591	1553	1185	1148	2056	1929	2194	2147	2627
RSC1A1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
PLEKHM2	1244	1198	1609	1671	2322	1552	1552	2354	2822	2224	2195	3714	3859	3870	4354	2573	3490	1306	1490	1459	1580
SLC25A34	2	0	3	4	8	2	1	10	11	12	27	27	17	18	20	14	19	1	2	9	7
SLC25A34-AS1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	5	5	2	2	8	9	8	4	0	9	0	8	36	5	0	0	12	2	6	3	7
FBLIM1	1109	1139	1428	1687	1829	1326	1337	1797	6445	4637	3940	6873	9289	8973	7666	5234	5149	1567	2075	2014	1186
UQCRHL	19	24	21	20	27	33	20	27	27	18	21	14	24	16	19	11	12	17	18	34	19
SPEN-AS1	54	41	99	123	127	74	92	102	140	163	147	241	188	206	182	75	217	70	60	58	60
SPEN	4107	3203	4167	4605	4942	3365	4029	4986	3139	2298	2047	2735	3327	3650	3939	2851	3388	2472	2759	2615	4604
LOC124904815	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ZBTB17	280	294	361	399	527	338	326	419	525	437	333	761	898	901	890	468	668	245	369	298	356
LOC124903855	7	15	19	8	5	9	9	19	17	5	43	15	8	16	9	3	16	13	17	8	17
SRARP	1	6	7	4	7	12	5	23	0	1	0	0	1	2	0	0	1	0	0	0	2
HSPB7	0	8	2	2	10	134	115	246	56074	37914	39343	45209	25941	33195	23654	16760	46723	5	3	3	3
CLCNKA	4	8	12	11	21	20	22	38	9	22	18	77	33	24	34	21	24	8	11	7	13
CLCNKB	27	12	34	40	75	65	60	119	90	113	55	143	87	86	93	53	207	31	41	27	33
FAM131C	9	8	18	14	26	24	18	23	53	63	20	100	53	94	50	66	101	7	17	23	15
EPHA2	1276	1530	1712	2322	2485	1116	930	1460	3602	2459	1767	2403	5295	6229	3595	3449	2166	701	1179	901	949
EPHA2-AS1	8	18	5	9	12	23	29	41	64	51	41	78	99	126	34	90	111	7	25	4	23
ARHGEF19	445	393	720	759	778	311	291	422	207	214	44	837	744	1138	148	549	997	849	874	855	706
ANO7L1	6	3	1	11	8	5	7	2	13	24	10	34	8	21	10	22	30	6	15	3	5
CPLANE2	29	21	46	46	56	48	55	80	103	95	74	126	134	142	162	102	126	19	35	29	39
FBXO42	667	537	823	905	1028	645	667	936	1353	1024	901	1620	1485	1418	1831	1042	1405	603	779	666	812
SZRD1	1469	1915	1874	2119	2620	1238	1314	1666	3505	2840	2126	3995	4018	3817	4831	2452	3258	1756	1772	2126	1454
SPATA21	0	0	2	1	3	4	1	0	2	0	1	4	1	0	0	2	4	1	2	0	0
NECAP2	490	640	840	1013	1105	831	836	1041	840	606	378	1646	1301	1701	2098	1427	963	370	512	478	514
LINC01772	14	22	19	21	11	12	17	21	16	15	24	27	17	19	20	20	26	15	24	14	8
CROCCP3	46	41	64	59	84	58	21	64	52	49	84	48	57	50	59	49	71	38	41	31	58
RNU1-1	0	1	0	0	1	1	2	1	3	3	0	0	0	0	0	0	1	1	3	0	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	1	0	3	1	1	2	3	8	0	0	0	2	2	0	0	1	2	0	1	1	5
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRG-CCC1-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
NBPF1	552	322	271	259	278	266	204	369	516	289	389	421	482	465	482	265	377	135	295	138	672
LOC124900584	132	116	165	178	250	105	123	186	80	83	68	186	159	159	121	112	152	117	133	163	142
CROCCP2	30	26	49	34	80	55	36	73	32	44	26	50	64	89	45	32	52	19	36	10	33
MST1P2	33	19	45	28	68	50	34	61	3	7	5	66	66	18	14	14	37	8	10	13	26
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ESPNP	2	3	5	6	13	3	10	14	0	2	1	3	1	11	2	10	3	3	4	3	9
LOC124903858	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	2	1	2	1	0	0	0	0	1	1	1	2	2	1	1	0	0	0	0	1	1
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	24	15	34	20	57	49	36	82	1	4	1	18	22	10	3	10	21	25	16	10	28
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	8	5	5	7	8	10	14	25	4	6	4	9	1	4	5	11	13	4	16	2	7
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	77	86	67	77	113	65	82	102	19	18	9	77	12	15	47	19	42	78	123	110	107
TRN-GTT4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	1	1	0	1	1	0	2	6	3	0	2	0	0	0	0	0	1	1	0	1	0
CROCC	509	474	601	516	785	321	239	394	139	87	95	537	285	343	634	275	258	692	715	794	624
MFAP2	520	607	925	1021	1331	612	515	675	502	336	469	4336	1373	1836	3607	2440	1723	677	749	851	709
LOC105376806	15	9	50	29	64	26	17	37	5	8	20	74	30	52	35	35	25	11	21	15	6
ATP13A2	1425	1527	1558	1740	2124	1139	1247	1678	1288	990	903	2362	2519	2545	3128	1529	2048	1715	1947	1868	1701
SDHB	980	1190	655	808	901	456	526	728	1728	1558	1000	1308	1304	1353	1469	866	1438	969	1122	1228	914
PADI2	62	72	81	187	125	68	62	78	38	18	30	60	82	117	186	52	53	457	391	389	77
LOC124903861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
LOC105376808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02783	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
PADI1	0	0	2	2	1	20	30	26	0	4	3	5	0	4	17	3	8	22	11	13	0
PADI3	5	8	16	14	24	4	13	5	0	0	0	0	2	1	0	1	0	44	46	17	9
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	2	0	2	1	0	0	0	1	0	3	0	0	0	0	0	0	0	2	4	1	2
PADI6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RCC2	8261	9106	9864	11147	11557	3845	3838	5029	2547	1937	1194	5239	5025	6063	6041	3686	4183	11589	12557	14445	10054
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	18	5	1	2	0	1	2	0	8	3	1	0	9	8	2	7	3	1	0	2	7
LOC124904837	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	276	185	752	645	1019	481	393	580	1025	834	751	1374	1374	1909	1321	836	1611	641	873	658	492
LINC02810	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	0	0	0
ACTL8	8	4	2	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	3	5	0
LOC105376809	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	80	101	35	43	38	29	10	22	0	0	0	2	0	1	0	0	1	360	440	405	92
IGSF21-AS1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	11	5	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
LOC124903863	79	77	10	8	4	0	0	1	0	0	0	0	0	0	0	0	0	205	162	131	47
LOC124903865	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	9	1	4	3	3	0
KLHDC7A	31	13	213	259	209	38	41	35	48	39	26	25	100	135	32	28	87	615	561	700	35
PAX7	1	18	83	63	124	2	5	4	0	0	0	0	0	1	0	0	0	1	3	0	4
TAS1R2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH4A1	702	735	685	610	834	301	662	634	1076	1224	813	1048	1935	1124	1474	353	1508	743	869	787	973
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903866	1	2	2	0	0	0	1	0	1	1	4	5	2	3	2	0	2	0	2	1	2
IFFO2	300	303	567	610	637	421	372	491	757	696	250	1288	2111	2233	749	1216	900	493	542	621	337
LOC105376815	0	0	1	0	0	0	0	0	0	1	0	3	0	3	0	1	1	0	0	0	0
UBR4	13385	8552	8622	9404	7400	8336	8291	11140	14543	13030	15004	8038	13705	10324	12687	8847	12408	10326	16584	13930	12971
EMC1-AS1	9	10	11	2	11	10	11	14	13	18	16	12	16	12	13	6	4	0	0	3	9
EMC1	2465	2162	2393	2900	3116	1668	1903	2382	2462	1798	1453	2942	3111	3113	3472	2394	2481	2008	2159	2218	2766
MRTO4	1504	1509	1270	1239	1245	703	510	755	917	685	475	1057	1144	1007	1203	504	697	1097	1115	1440	1784
AKR7L	18	8	5	22	20	21	9	10	4	8	4	24	8	12	6	10	11	6	2	7	11
AKR7A3	14	3	15	10	31	20	11	15	1	2	8	15	5	8	10	4	3	6	8	6	9
LOC124903867	58	66	79	88	100	71	84	125	93	65	65	70	69	70	76	53	96	44	49	32	58
LOC100506730	129	131	173	189	206	186	182	289	211	180	144	246	217	229	223	162	247	72	88	89	154
AKR7A2	444	528	569	617	825	518	555	688	535	419	320	980	795	766	934	525	848	287	336	356	469
SLC66A1	261	230	338	346	379	284	289	384	477	395	294	571	822	715	843	401	571	211	221	226	300
CAPZB	4613	4925	5334	6415	6731	3973	4243	5481	6335	5162	3916	8594	8366	7790	8594	5123	6103	5591	5941	6542	5443
LOC124903868	0	1	0	2	0	2	0	1	0	1	1	0	0	1	1	0	1	0	3	0	2
LOC124903869	0	1	4	0	1	3	0	0	3	3	4	0	0	0	1	0	0	0	0	1	1
LOC105376819	2	2	3	0	1	1	2	2	9	6	3	6	8	3	3	7	0	2	5	5	4
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376817	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	0	0	0	0	0	1	1	3	0	2	1	1	0	0	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	308	411	386	347	423	194	179	204	846	621	502	672	829	707	682	325	659	403	390	470	376
RPS14P3	54	68	61	61	71	69	83	97	68	64	27	44	32	35	33	18	37	51	72	44	75
NBL1	2	1	5	6	5	0	1	1	1	1	1	0	2	0	0	0	0	0	1	0	3
HTR6	9	5	10	7	2	4	2	3	4	1	1	37	2	3	7	7	1	13	16	22	11
TMCO4	52	64	85	83	132	69	111	102	75	64	21	124	145	179	25	138	229	65	104	97	105
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	594	626	853	751	1027	545	585	842	685	537	477	592	873	654	676	584	591	521	634	595	595
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G2A	19	17	3	1	5	2	6	1	0	10	3	125	105	107	292	62	171	2	7	3	27
PLA2G5	3	1	1	1	0	0	0	0	0	0	1	19	2	1	26	1	0	1	0	0	5
PLA2G2D	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	1	1	3	4	0	3	6	17	0	7	3	0	0	0	0
LOC117779438	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PLA2G2C	0	0	6	0	1	1	0	1	0	2	1	0	1	0	1	0	0	1	0	0	0
