	SRX2023641	SRX2023642	SRX2023643	SRX2023644	SRX2023645	SRX2023646	SRX2023647	SRX2023648	SRX2023649	SRX2023650	SRX2023651	SRX2023652	SRX2023653	SRX2023654	SRX2023655	SRX2023656	SRX2023657	SRX2023658	SRX2023660	SRX2023661	SRX2023662	SRX2023663	SRX2023664	SRX2023665	SRX2023666	SRX2023667
LOC124903833	4	3	4	1	2	4	6	10	7	16	11	11	8	0	2	2	2	0	17	11	4	3	17	15	22	11
UTS2	0	0	0	0	0	1	1	4	1	2	1	0	2	0	3	2	6	10	1	1	0	0	0	0	0	0
TNFRSF9	0	0	0	0	0	0	22	8	113	95	28	28	27	0	2	4	1	4	7	4	6	9	11	4	0	2
PARK7	817	689	761	386	792	657	1198	1403	1636	1646	1975	2249	1768	0	1226	703	1191	1026	543	550	457	639	721	866	898	897
LOC124903834	4	2	9	4	11	9	40	49	66	70	61	73	61	0	13	21	20	18	13	4	5	7	3	9	2	5
ERRFI1	347	389	517	228	630	523	485	520	2969	2597	3766	3928	3409	0	1515	1722	3476	3365	571	592	638	682	240	238	191	224
ERRFI1-DT	0	1	1	0	3	0	3	3	3	8	8	11	8	0	0	13	9	19	6	3	3	2	2	3	1	2
LOC107984915	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0
LINC01714	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376695	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903835	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
SLC45A1	5	4	6	2	6	5	4	1	8	8	7	7	7	0	3	3	4	4	2	6	1	3	2	3	7	9
RERE	971	914	982	454	1140	968	1788	1956	4642	3756	3967	4164	3569	0	4018	3734	4168	4092	1666	1883	1997	2110	1573	1633	1600	1683
RERE-AS1	6	3	1	3	0	4	20	27	54	30	31	36	29	0	16	17	17	28	9	7	10	16	17	15	13	21
SNORD128	0	1	0	1	0	1	8	5	16	11	12	2	11	0	1	3	2	7	6	5	3	3	3	5	1	1
LOC124900452	1	0	0	0	0	0	3	2	3	7	2	2	2	0	1	2	3	2	1	0	1	5	1	1	2	1
ENO1	3905	4911	4166	1848	4973	4142	5211	5908	6722	6381	8224	8621	7349	0	4814	3285	4600	4496	5712	5826	1919	1922	1195	1233	1292	1287
MIR6728	0	0	0	1	0	0	0	2	1	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0
ENO1-AS1	3	2	2	1	2	0	0	6	5	4	1	3	1	0	4	1	4	3	3	0	1	0	3	4	1	2
LOC112268261	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0
CA6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
SLC2A7	1	1	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	1
SLC2A5	0	0	0	0	2	1	2	9	3	2	3	3	3	0	0	0	0	0	0	0	2	1	2	1	2	0
LOC124900441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR157	31	27	29	4	26	21	24	18	97	80	81	68	73	1	33	35	59	49	71	68	200	181	14	19	24	23
MIR34AHG	75	27	18	7	53	19	53	54	257	263	282	293	267	0	14	5	5	7	25	17	6	10	23	35	26	27
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	13	2	3	0	7	2	6	2	18	21	15	17	15	0	1	1	1	1	2	1	2	0	4	6	1	1
H6PD	164	51	30	25	50	52	215	248	385	361	375	348	354	0	247	252	267	208	167	171	215	214	169	194	177	164
LOC124903836	3	3	1	0	2	2	10	15	20	12	15	25	13	0	21	8	17	9	7	8	4	10	5	10	9	11
SPSB1	17	26	16	11	24	20	83	74	631	641	1112	1315	1037	0	132	112	245	240	20	44	65	56	12	23	16	14
LINC02606	1	1	0	0	0	0	0	0	5	0	3	3	1	0	4	1	1	3	4	2	0	0	3	1	3	3
SLC25A33	133	106	129	57	140	133	156	162	300	271	310	313	284	0	157	128	179	140	109	92	64	92	64	69	64	58
TMEM201	108	127	117	50	120	102	163	219	265	200	233	246	217	0	323	330	242	234	119	146	128	100	93	98	116	109
LOC124903837	0	3	0	1	1	1	2	3	4	2	2	0	2	0	4	6	6	6	1	3	2	1	3	3	1	0
PIK3CD	94	132	96	28	132	99	61	53	109	128	68	84	66	0	33	30	45	25	11	29	19	21	25	18	6	23
LOC105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS2	23	17	22	8	21	14	5	8	4	2	6	11	7	0	15	5	13	3	6	8	4	5	0	2	2	1
LOC124903839	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
CLSTN1	566	476	362	198	486	372	993	1102	1675	1512	1456	1610	1349	0	1008	1004	1038	948	379	454	408	354	339	345	365	368
CTNNBIP1	181	150	133	62	152	132	130	171	231	206	247	259	234	0	233	228	249	220	199	200	221	263	128	131	200	188
LOC105376717	0	1	0	0	0	1	1	4	5	3	3	0	3	0	1	2	0	1	1	1	0	3	2	0	3	0
LOC124903838	3	8	6	3	8	5	44	40	20	24	21	37	21	0	33	37	26	33	16	26	14	20	18	13	14	21
LZIC	246	137	144	67	211	159	386	363	722	576	626	642	578	0	497	389	391	352	440	497	444	562	506	532	545	491
NMNAT1	44	34	31	12	41	19	101	137	219	220	227	232	220	0	92	107	113	101	151	148	198	241	203	212	234	233
TMEM274P	0	1	2	1	1	1	7	12	12	8	10	11	10	0	7	6	8	4	7	6	6	8	12	6	4	5
MIR5697	0	0	1	0	0	0	5	2	2	0	1	3	1	0	2	0	1	1	0	0	2	1	1	4	1	1
LOC124903840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
RBP7	10	26	17	5	24	18	2	6	27	35	43	31	43	0	11	11	13	14	11	8	35	58	4	0	1	3
UBE4B	1520	1423	1473	662	1806	1466	2633	2850	4571	3921	4351	4756	3925	0	1759	1664	1611	1578	1660	1649	3313	3198	1271	1394	1477	1392
KIF1B	2634	1841	1841	904	2282	1960	3880	4243	5778	4966	5712	5996	5244	0	1762	1950	1834	2314	3638	3431	5196	5891	2689	2964	3547	3390
PGD	2401	2193	1935	869	2492	1935	3110	3319	5388	5160	4490	5460	4023	0	2789	2271	2670	2650	934	1121	1031	975	907	868	993	1024
CENPS-CORT	2	0	2	0	2	2	2	2	2	2	5	7	5	0	2	4	0	1	3	1	1	2	1	0	5	2
CENPS	4	4	3	3	7	4	13	24	20	17	19	21	20	0	11	9	14	14	4	7	1	4	11	15	12	19
CORT	0	1	0	0	3	0	2	3	4	3	7	2	7	0	8	4	3	1	4	1	4	2	5	4	4	3
DFFA	761	640	561	257	799	622	782	890	1178	970	1079	1142	967	0	671	596	635	569	823	767	571	672	539	609	500	468
PEX14	122	90	54	43	109	60	128	152	198	192	227	212	216	0	159	174	188	176	83	78	117	95	80	96	110	74
CASZ1	49	33	28	10	37	28	56	73	407	281	132	128	120	0	202	240	53	50	476	441	897	740	837	878	769	859
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
C1orf127	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	3
TARDBP	4481	2783	3558	1643	3890	3182	6683	7441	6816	5693	7137	7571	6379	0	3587	2717	3227	3478	2052	2071	1743	2083	2227	2431	2418	2450
MASP2	112	40	87	37	59	45	221	240	281	200	309	268	285	0	189	209	177	272	179	186	111	131	159	114	134	112
SRM	1149	1218	1261	600	1392	1179	1157	1217	1732	1486	2031	2203	1706	0	1687	1663	1514	1377	408	456	721	598	322	379	408	507
EXOSC10	844	636	733	298	901	686	1834	1932	2049	1691	1687	1892	1522	0	1670	1504	1575	1482	828	832	598	689	652	744	617	655
EXOSC10-AS1	0	1	0	0	3	0	6	4	2	6	1	6	1	0	6	1	2	3	1	3	2	0	0	0	3	1
MTOR	1613	1348	1326	621	1584	1228	2666	3042	2902	2468	2545	2675	2336	0	2391	2228	2133	2165	1209	1263	1442	1284	1176	1255	1228	1133
MTOR-AS1	4	6	4	1	4	3	28	46	29	32	42	31	38	0	32	40	50	30	11	13	11	14	11	13	8	13
LOC124904848	2	0	2	0	1	1	4	4	5	3	5	2	3	0	4	10	3	13	3	3	3	4	1	2	4	1
ANGPTL7	8	4	19	6	11	11	88	83	79	69	85	72	76	0	81	83	61	73	37	39	22	49	42	48	21	29
UBIAD1	159	222	222	93	247	185	212	206	316	252	279	283	254	0	443	435	455	412	155	148	155	146	135	115	128	136
LOC105376737	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	1	1	0	0	0	0
LOC105376739	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376740	1	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	2	0	0	0	0
LOC124903841	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
DISP3	19	12	13	9	21	19	39	79	1	8	1	0	2	0	21	22	21	19	3	2	1	0	2	0	0	0
LOC124903842	8	8	3	1	6	9	9	11	0	0	0	0	0	0	2	5	8	9	0	0	0	0	0	0	0	2
LINC01647	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0
FBXO2	74	156	96	41	133	101	55	57	101	80	173	158	162	0	47	32	53	53	47	61	27	38	56	60	41	41
FBXO44	88	44	42	30	86	54	35	29	52	46	70	60	65	1	31	25	30	35	81	79	50	58	69	46	77	75
FBXO6	8	10	5	6	14	7	26	22	11	14	22	22	21	0	16	31	27	24	12	9	14	7	16	11	10	6
MAD2L2	811	880	739	393	988	796	399	453	241	200	314	284	292	0	400	302	409	371	145	153	128	132	111	152	127	107
DRAXIN	105	124	117	66	186	129	377	447	60	57	50	53	49	0	40	39	29	22	11	10	1	0	0	2	1	1
AGTRAP	124	113	70	36	111	90	74	90	114	99	120	160	115	0	88	71	81	74	38	27	48	48	49	54	40	46
C1orf167	4	2	0	1	0	0	2	3	0	1	1	0	0	0	0	0	1	0	1	0	0	0	4	1	1	2
C1orf167-AS1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MTHFR	61	72	48	28	105	65	85	114	187	161	164	217	147	0	194	190	131	125	204	178	214	192	222	216	190	190
CLCN6	234	143	204	121	219	171	445	472	1534	1536	1477	1570	1366	0	431	356	352	327	365	384	551	592	361	418	410	369
NPPA-AS1	1	3	1	0	1	2	10	15	56	54	45	42	40	0	8	8	8	12	10	5	0	0	1	3	2	0
NPPA	1	1	2	1	2	2	16	8	201	150	54	65	52	0	155	165	63	56	2828	2867	1850	2051	5921	6842	1530	1730
NPPB	12	2	1	1	2	6	11	5	14562	15867	10779	11917	8688	0	1871	1325	4167	3683	1060	1086	10307	10684	1527	1831	103	109
RNU5E-1	1	2	0	1	3	0	0	0	0	1	1	0	1	0	6	2	3	1	2	1	2	1	2	2	1	2
LOC124903843	0	3	1	0	6	0	4	3	10	5	10	10	9	0	8	3	4	2	7	6	2	3	9	12	5	6
KIAA2013	141	154	146	72	160	139	224	203	610	450	489	562	458	0	411	419	351	340	268	304	197	167	197	207	151	193
PLOD1	245	226	184	81	261	199	431	508	2272	2361	1915	2237	1714	0	601	587	508	501	704	813	585	443	533	473	559	550
MFN2	732	631	586	277	732	653	994	1064	2785	2240	2565	2707	2310	0	2093	1643	2080	1890	1601	1714	2311	2556	2234	2329	2274	2386
MIIP	96	94	102	47	135	96	53	81	118	135	130	127	111	0	126	115	140	132	49	26	61	47	30	18	21	28
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	34	66	74	38	81	77	16	11	1	3	4	6	5	0	0	3	2	1	0	1	1	0	0	0	0	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	10	11	2	7	5	9	20	21	3	3	4	0	4	0	8	10	35	42	1	4	4	10	2	3	1	1
LOC124903844	0	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
VPS13D	849	557	622	276	667	603	1623	1817	2061	1720	2071	2145	1939	0	735	801	904	1091	1046	982	1124	1302	1063	1105	1227	1183
LOC124903845	0	0	1	0	0	0	6	5	12	6	8	3	7	0	1	2	4	1	7	9	5	4	4	4	3	3
SNORA59A	1	1	1	1	1	0	0	1	3	0	4	2	4	0	2	0	1	0	2	1	0	2	0	1	3	1
LINC02766	0	0	4	0	0	0	4	8	3	3	10	7	10	0	2	2	2	1	0	0	0	0	2	4	9	5
DHRS3	140	144	178	65	145	140	30	34	370	386	621	784	584	0	404	352	838	782	104	121	285	266	69	86	107	110
MIR6730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	0	0
LOC124903846	2	6	8	2	6	11	4	0	3	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0
AADACL3	1	1	9	1	2	5	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP107	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	2	0	0	0	1	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	1	1	0	0	3	4	2	3	4	1	2	2	2	4	0	4	3	7	1	2	1	1	0	1	0	2
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	0	2	3	3	0	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1
LOC102724856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	367	685	676	275	739	631	390	357	798	1079	1906	2385	1695	0	203	180	259	237	163	155	102	83	307	349	245	227
LOC105378612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124900446	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0
PRDM2	801	455	586	289	598	477	2426	2672	3645	2940	3555	3650	3236	0	1766	1761	1617	1965	1251	1382	1370	1486	1383	1474	1249	1357
KAZN	116	41	52	32	83	65	229	255	470	405	475	511	438	0	419	397	289	284	147	160	117	126	76	89	74	88
LOC107985467	40	9	5	8	9	11	84	103	20	18	28	25	28	1	9	11	7	18	106	110	12	28	14	15	12	18
LOC124903847	24	2	8	2	2	5	33	52	11	12	16	12	12	0	7	2	7	10	51	53	6	21	9	5	10	10
KAZN-AS1	1	0	0	0	1	0	5	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2
LOC124903850	5	0	0	0	1	1	5	7	2	6	3	4	3	0	1	1	0	0	12	12	0	2	1	5	1	3
LOC105376759	0	0	0	0	0	0	6	6	6	3	2	4	2	0	6	4	3	1	1	2	1	1	1	2	1	2
LOC124903848	8	3	11	2	5	7	110	114	72	65	64	63	62	0	122	127	91	115	33	43	19	26	56	35	45	37
LOC107985469	0	1	0	0	1	1	6	22	11	2	10	7	11	0	9	4	15	12	4	3	7	3	5	3	4	1
LOC124903849	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0
TMEM51-AS1	2	2	0	0	1	1	13	14	2	5	2	1	2	0	5	6	1	6	14	26	1	5	9	9	10	8
TMEM51	89	76	46	36	86	76	182	193	59	69	79	72	77	0	232	131	112	75	186	180	60	75	142	176	216	202
TMEM51-AS2	3	2	0	1	3	0	23	31	5	5	3	4	2	0	5	8	9	3	15	10	4	6	11	14	18	10
FHAD1	5	6	7	2	6	11	21	20	1	4	0	4	0	0	19	14	3	8	32	41	1	3	16	8	26	18
LOC124903853	0	1	1	0	0	1	0	3	2	0	0	0	0	0	1	2	0	0	0	2	0	0	0	2	1	0
LOC124903852	1	1	0	0	0	0	2	3	0	0	0	0	0	0	1	2	0	2	1	2	1	1	2	1	1	3
FHAD1-AS1	4	1	1	0	4	3	4	4	1	0	0	0	0	0	2	3	2	2	2	2	1	2	3	1	0	0
LOC124903851	2	0	1	1	1	1	6	4	0	0	0	2	0	0	1	5	2	1	1	5	2	0	1	2	2	1
EFHD2-AS1	2	0	0	0	1	0	2	2	0	0	2	2	2	0	3	2	2	2	1	4	0	0	1	1	1	1
EFHD2	64	66	75	30	74	57	176	177	56	45	127	121	120	0	94	120	92	102	84	74	15	21	47	65	62	76
CTRC	3	0	0	0	0	0	1	0	2	0	1	0	1	1	1	3	1	0	6	3	0	1	1	0	0	0
CELA2A	1	0	0	0	1	0	1	1	1	1	2	1	2	0	0	0	0	0	10	11	0	0	0	0	0	2
LOC105376767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	2	0	0	0	1
CELA2B	3	4	0	1	1	4	4	5	9	3	15	2	13	0	1	8	2	5	12	10	2	3	5	4	7	6
CASP9	68	81	52	35	102	47	95	87	172	160	172	201	165	0	112	107	104	103	167	159	50	66	85	142	131	148
DNAJC16	318	231	276	157	340	279	854	847	1803	1724	2265	2347	2055	0	627	607	528	566	409	380	389	374	344	324	365	404
SCARNA21B	0	0	0	0	0	0	2	0	1	4	1	3	1	0	0	2	2	0	1	0	1	0	1	1	0	1
AGMAT	49	28	16	10	52	43	17	25	35	20	30	43	27	0	28	14	26	26	7	6	6	5	3	10	6	1
LOC124903854	2	0	0	0	0	2	3	2	0	0	1	0	1	0	3	2	0	0	1	0	0	1	0	0	0	0
DDI2	625	513	755	337	749	651	1803	1875	1887	1616	2960	2962	2726	0	389	491	425	628	853	871	629	691	611	570	652	660
RSC1A1	1	0	0	1	4	2	7	10	3	5	4	5	3	0	4	3	3	5	4	6	1	0	1	4	3	0
PLEKHM2	141	127	92	44	93	67	166	195	416	314	342	344	311	0	421	451	343	364	239	224	263	249	245	239	209	226
SLC25A34	7	7	1	0	2	2	9	11	37	27	11	16	11	0	19	39	25	27	5	4	13	9	6	6	4	8
SLC25A34-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM82	4	3	2	1	8	5	2	0	0	0	0	0	0	0	0	2	4	2	0	0	0	0	0	0	1	0
FBLIM1	319	269	272	146	351	276	335	371	1456	1243	973	998	909	0	287	289	520	437	356	328	472	463	402	419	581	670
UQCRHL	3	0	2	1	4	1	7	13	11	13	8	18	5	0	12	5	4	6	29	16	7	7	13	16	10	10
SPEN-AS1	23	7	9	6	8	12	27	27	32	42	47	43	41	0	24	28	35	34	53	56	17	30	32	43	35	41
SPEN	1431	901	1063	514	1278	1075	4458	4783	4338	3474	3985	4058	3648	0	2619	2838	2146	2868	1778	1894	1759	1806	1665	1760	1737	1872
LOC124904815	0	0	0	0	0	1	4	1	0	0	2	4	2	0	1	0	0	0	0	2	0	1	1	0	0	0
ZBTB17	46	29	41	11	32	35	74	59	137	114	113	126	108	0	113	97	112	84	67	78	85	73	71	62	58	57
LOC124903855	56	50	42	29	60	38	234	234	246	247	366	308	334	1	232	246	206	180	99	92	83	95	98	128	114	100
SRARP	0	0	0	0	1	0	2	0	0	0	1	0	1	2	3	3	15	11	0	2	0	1	0	1	1	0
HSPB7	6	2	1	3	1	1	0	5	195	179	89	85	82	0	653	703	240	206	5429	6556	7416	5420	9541	9406	8045	7966
CLCNKA	6	0	3	3	4	3	3	7	8	30	8	5	7	0	62	68	27	37	78	74	43	58	18	28	15	16
CLCNKB	11	2	3	0	5	3	9	8	12	12	10	18	9	0	48	60	46	46	87	90	30	44	46	57	54	49
FAM131C	1	0	2	2	0	1	0	0	1	1	3	1	3	0	1	1	3	0	4	5	1	5	3	3	4	6
EPHA2	164	92	97	40	150	105	430	461	1629	1838	1938	1967	1717	0	168	161	256	210	165	173	301	343	169	215	132	128
EPHA2-AS1	5	3	3	0	2	1	18	12	27	31	27	43	25	0	13	14	22	12	23	19	13	8	16	16	8	6
ARHGEF19	146	109	120	42	123	114	47	38	33	32	33	40	32	0	47	44	97	74	9	3	2	6	2	2	5	2
ANO7L1	1	1	4	2	3	0	3	5	1	5	2	1	2	0	13	10	8	2	4	8	2	1	4	6	0	6
CPLANE2	1	1	2	1	2	2	4	4	8	7	4	13	4	0	5	6	6	7	7	9	8	14	2	8	7	4
FBXO42	165	172	181	82	202	147	516	572	831	696	962	1050	893	0	530	511	480	406	240	272	210	245	345	332	271	258
SZRD1	567	563	476	194	569	454	512	616	1174	990	913	859	832	0	1086	884	969	891	452	504	595	603	505	499	567	586
SPATA21	5	1	1	3	4	1	19	7	23	7	7	12	6	0	20	11	21	15	5	6	5	2	7	4	3	5
NECAP2	172	108	128	58	144	121	231	246	503	455	384	415	350	0	456	404	452	413	125	141	135	124	83	78	73	82
LINC01772	16	1	5	6	2	7	12	14	22	14	25	18	23	0	22	24	16	8	16	10	7	8	9	10	7	8
CROCCP3	51	10	29	13	36	13	154	135	110	87	124	116	119	0	94	106	78	65	78	80	32	53	55	52	48	59
RNU1-1	1	1	1	0	1	0	3	1	2	3	6	2	5	0	2	2	0	3	0	2	1	1	1	1	0	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	3	2	1	0	1	0	0	0	1	1	0
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	1	2	1	2	0	0	0	0	0	1	0	0
NBPF1	106	49	93	38	68	54	372	367	679	638	702	738	618	0	461	575	416	416	274	284	146	163	236	264	251	240
LOC124900584	111	42	82	41	47	31	151	176	183	154	230	200	208	0	192	175	202	207	127	136	73	90	83	98	71	76
CROCCP2	7	3	1	0	1	3	6	5	13	12	17	5	17	0	8	15	9	17	8	7	2	3	5	3	5	1
MST1P2	16	3	4	2	4	9	11	12	1	5	6	4	8	0	23	18	29	38	19	14	5	3	2	1	3	3
RNU1-3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPNP	1	1	0	0	1	0	0	2	0	0	0	2	1	0	0	1	2	2	1	0	0	0	0	0	0	0
LOC124903858	0	0	0	0	0	0	1	3	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
MST1L	4	3	6	0	2	1	5	5	5	3	10	4	8	0	13	6	19	21	7	4	1	0	0	3	1	4
