	day30_rep1_gfp_oe	day30_rep1_control	day30_rep1_epi	day30_rep2_gfp_oe	day30_rep1_hey2	day30_rep2_hey2_ge	day30_rep2_hey2	day30_rep1_hey2_ge	day30_rep2_hey2_oe	day30_rep1_hey2_oe	day30_rep1_tbx5	day30_rep3_tbx5_ge	day30_rep2_tbx5	day30_rep1_tbx5_ge	day30_rep2_tbx5_ge	day30_rep1_tbx5_oe	day30_rep2_tbx5_oe	day30_rep1_nr2f_ge	day30_rep2_nr2f_ge	day30_rep1_nr2f	day30_rep2_nr2f	day30_rep3_nr2f_ge	day30_rep4_nr2f_ge	day30_rep1_nr2f_oe
LOC105376691	2	2	13	8	10	3	83	4	10	0	7	0	11	2	0	0	11	9	0	6	3	2	10	1
LOC105376689	53	14	55	19	16	23	17	23	21	44	10	32	62	12	45	64	25	9	50	16	20	35	12	80
VAMP3	2295	924	2560	2675	3125	1817	2476	1900	3031	2325	2304	3000	2479	1497	2583	2313	2956	1231	1725	2082	2155	2312	1268	1986
PER3	446	369	325	552	806	198	1274	205	779	481	299	113	540	183	59	593	686	68	120	286	152	103	245	481
LOC124903833	3	4	9	12	11	2	10	0	13	4	2	3	5	0	2	4	6	5	2	5	5	0	0	10
UTS2	1	0	7	2	2	2	1	5	0	0	0	2	0	1	9	0	1	1	0	0	1	4	3	0
TNFRSF9	22	5	32	16	230	104	109	56	31	8	20	14	37	1	873	10	17	5	11	16	10	192	78	9
PARK7	6327	2193	6708	6014	7438	5330	7406	4969	6530	5983	5578	6280	7520	4656	5378	6303	6371	4736	4554	4927	5896	5835	2053	5383
LOC124903834	12	2	19	11	6	19	8	9	4	8	14	33	13	14	76	10	10	12	16	7	7	5	2	16
ERRFI1	1271	686	2094	1375	1480	1067	736	548	1878	813	2232	3106	2001	3787	12523	831	1847	468	1988	766	1220	1050	481	1617
ERRFI1-DT	4	0	6	2	7	5	12	6	0	2	4	11	12	6	16	5	2	9	5	1	8	8	5	4
LOC107984915	3	0	1	0	2	3	1	2	0	0	1	7	0	0	1	1	1	1	1	2	5	0	0	0
LINC01714	0	0	2	1	0	0	0	2	0	0	0	2	4	4	1	1	1	1	0	0	0	0	0	0
LOC105376695	1	0	8	0	0	4	0	3	3	0	2	6	0	0	1	1	1	0	0	4	0	0	0	0
LOC124903835	0	0	2	0	0	2	0	1	0	3	2	2	0	0	1	0	0	0	0	0	1	0	0	0
SLC45A1	65	60	137	75	103	47	197	47	56	59	177	63	217	174	84	49	77	123	188	52	127	117	73	69
RERE	3863	5090	11292	4955	6456	3883	7617	4703	6045	3849	10289	5509	10122	6694	8230	4400	6498	2182	6949	6287	7820	5513	4360	5566
RERE-AS1	7	5	2	9	1	1	1	2	3	1	0	3	2	0	0	6	3	4	0	1	3	1	2	5
SNORD128	0	0	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0
LOC124900452	1	0	3	0	0	2	0	2	1	1	0	5	1	0	1	0	0	0	0	3	5	0	0	1
ENO1	24300	31764	65289	18923	28911	32951	92062	21479	24409	16873	25480	28556	34298	18475	45678	18942	20856	29769	22260	18817	23002	28973	57441	23708
MIR6728	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENO1-AS1	29	14	38	23	61	74	50	62	38	18	46	46	69	21	38	16	33	9	39	41	50	75	27	30
LOC112268261	2	0	1	2	0	2	1	1	0	2	0	1	0	0	4	3	0	7	0	0	1	1	0	1
CA6	0	0	0	0	0	1	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	1	0
SLC2A7	4	0	0	0	0	7	0	3	1	5	2	12	3	2	6	1	1	1	0	0	0	1	0	2
SLC2A5	9	12	26	11	13	10	21	3	13	8	17	12	42	4	48	8	9	16	10	4	15	14	5	2
LOC124900441	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR157	135	99	291	125	125	380	194	286	192	84	248	631	208	155	494	81	175	56	140	104	233	209	309	125
MIR34AHG	592	174	231	423	205	165	289	204	565	393	295	745	271	373	302	440	489	100	309	85	501	244	147	458
MIR34A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LNCTAM34A	137	39	53	83	32	33	45	27	132	94	31	35	51	40	39	77	82	13	75	27	116	49	31	149
H6PD	1310	2945	7451	2425	4261	2191	5889	2734	2056	1388	4561	598	6446	3449	1647	1555	3154	1716	3593	2727	3389	2466	2181	1446
LOC124903836	5	8	20	8	19	7	13	2	3	8	15	6	15	6	9	4	6	0	6	9	6	7	3	2
SPSB1	272	900	2363	1295	1230	204	1298	332	1048	140	3256	1802	3509	3385	4418	152	1623	1269	4522	508	3473	695	351	232
LINC02606	16	15	51	27	31	16	35	16	20	14	49	9	75	53	17	17	43	23	43	12	37	29	24	16
SLC25A33	925	156	403	641	612	457	384	383	913	623	488	818	563	266	515	639	603	90	432	456	413	483	170	811
TMEM201	696	1087	1537	755	1776	1124	2170	1005	898	599	911	517	1670	502	623	700	833	658	753	921	1369	932	843	694
LOC124903837	7	0	8	2	1	4	3	4	7	4	3	14	6	1	2	4	5	4	0	2	4	1	0	2
PIK3CD	288	299	448	318	321	180	446	258	507	280	422	299	334	343	678	266	393	71	228	291	493	164	156	318
LOC105376712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PIK3CD-AS1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0
PIK3CD-AS2	52	33	137	41	58	23	115	82	50	48	62	62	103	55	37	54	43	93	79	71	57	85	11	44
LOC124903839	0	0	0	0	0	0	4	0	0	0	1	0	1	0	3	0	1	0	1	0	0	0	0	1
CLSTN1	2506	3928	7527	2985	6479	2925	10822	3985	3571	2292	6829	4239	11606	6030	4304	2666	3761	3127	4794	4648	5162	4094	4258	3543
CTNNBIP1	1195	1167	1835	1267	1542	1479	1811	1500	1318	1402	1112	504	1851	863	843	1481	1461	1175	1302	1305	2084	1529	1262	1087
LOC105376717	1	0	2	2	1	5	3	3	0	1	0	1	2	0	0	1	1	2	0	2	4	0	6	2
LOC124903838	1	3	6	3	1	3	3	2	5	2	3	1	2	0	3	1	4	0	0	9	2	1	0	4
LZIC	1978	780	1769	1744	1871	1406	1647	1210	1988	1972	1164	1891	1419	808	1070	2051	1879	734	809	1624	1391	1054	648	1876
NMNAT1	786	225	674	702	748	637	792	648	872	595	540	1057	763	433	339	589	730	267	357	688	605	479	371	694
TMEM274P	1	3	6	1	5	3	1	1	3	5	3	3	3	2	0	3	7	0	0	2	7	0	15	6
MIR5697	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	1	0	0	0
LOC124903840	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
RBP7	66	15	43	26	20	90	67	82	59	63	19	147	14	95	26	23	28	4	112	12	31	40	23	26
UBE4B	1886	1760	3761	2493	2523	1722	2662	1542	2987	2354	2640	2571	3079	1843	1759	2292	2962	988	2013	2530	3124	1844	1729	2379
KIF1B	7149	1800	6517	7110	5015	4398	4757	3565	7944	6863	4329	6031	4677	2388	4085	8257	8625	721	3012	6615	4278	3130	1988	10858
PGD	4570	2213	6173	3535	6487	3795	5222	3330	4172	3859	4772	3432	6494	3597	4983	4090	4012	3331	4022	4093	6147	4939	2621	5112
CENPS-CORT	3	0	3	4	1	8	6	3	2	4	0	8	1	0	1	2	3	0	0	3	4	1	2	3
CENPS	21	2	12	14	12	15	12	8	19	23	6	19	17	3	12	12	27	1	7	7	4	17	0	17
CORT	13	6	19	13	7	10	16	13	22	15	13	46	13	6	8	14	23	16	3	9	9	6	7	7
DFFA	4114	1121	3366	2977	3153	2589	3085	2341	3608	2407	2633	5787	2737	1561	2820	2502	3104	1787	1818	2527	2557	2242	1711	2800
PEX14	1133	1132	1605	1192	1466	954	1908	1385	1661	1054	1164	1911	1907	827	911	969	1244	1219	1071	1152	1368	1270	973	758
CASZ1	3088	3954	4095	3193	5470	4821	5585	4905	4377	2794	2426	1497	5307	851	1007	3387	3521	421	812	5756	4563	3579	2995	2533
LOC105376733	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	15	22	11	15	37	12	9	21	22	24	8	11	46	9	3	17	23	9	16	14	72	11	19	6
TARDBP	6025	1781	5697	5418	5019	3465	4403	3092	5816	5312	4648	6515	3934	2833	5160	6432	6134	1357	2900	4491	4215	3679	1634	6811
MASP2	60	33	120	70	98	65	131	44	70	92	121	120	125	63	55	81	103	4	60	56	59	40	37	93
SRM	1687	1927	3270	1710	2248	2185	2885	1631	2038	1141	2916	5603	3995	2173	4463	1094	2058	2995	3492	1841	2913	2373	1346	1259
EXOSC10	2872	926	2224	2347	1848	1256	1748	1072	2679	2585	1317	2025	1527	1071	1936	2945	2388	860	1068	1674	1706	1508	856	3202
EXOSC10-AS1	6	0	3	3	0	6	5	5	7	3	4	8	5	2	2	7	2	4	0	3	2	6	7	9
MTOR	2543	1286	3428	2539	2960	2250	2668	2205	3615	2503	3078	4232	2996	1693	2297	2939	3108	480	1846	3309	2869	1983	1224	4049
MTOR-AS1	2	1	1	0	0	0	1	1	0	0	1	3	1	0	0	0	0	0	0	0	0	1	0	1
LOC124904848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL7	34	8	25	35	0	3	1	0	37	71	35	11	5	9	17	61	46	0	53	78	26	1	0	25
UBIAD1	1336	626	984	1143	1100	677	1044	638	1537	1100	836	1663	996	512	623	1059	1300	407	741	774	843	639	424	1240
LOC105376737	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	5	0	1	0	0	3
LOC105376739	1	0	0	0	0	1	0	2	0	1	0	2	0	0	0	1	0	0	0	1	0	0	0	4
LOC105376740	3	1	3	1	2	5	2	6	0	3	0	7	3	0	2	0	3	0	1	4	2	0	0	2
LOC124903841	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
DISP3	210	19	82	6	12	8	20	2	11	197	13	31	22	6	12	249	15	1	318	26	163	5	3	349
LOC124903842	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3
LINC01647	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0
FBXO2	267	577	1889	361	234	261	479	373	460	207	2006	5708	1332	1109	1702	160	396	911	2366	680	1401	800	782	127
FBXO44	848	1313	1766	820	1414	824	2430	1489	1001	749	1193	1001	2049	1099	624	846	885	1449	1191	961	1501	1389	1314	698
FBXO6	156	156	202	180	164	148	254	177	200	125	96	334	137	107	107	127	224	265	177	79	165	192	122	110
MAD2L2	1503	911	1773	872	2175	1338	2920	1446	1072	1296	873	1230	1792	815	1181	1279	945	1795	991	1104	1342	1739	1155	1144
DRAXIN	1019	24	103	50	38	30	41	20	42	866	17	18	30	8	34	1162	34	13	548	38	163	25	25	1887
AGTRAP	720	901	1303	618	818	611	1149	734	689	685	749	638	1242	732	567	651	648	1282	848	725	927	881	588	541
C1orf167	1	3	2	0	1	6	1	4	0	4	4	3	4	0	4	1	1	0	1	2	1	0	3	1
C1orf167-AS1	3	0	2	1	0	2	0	1	1	1	1	3	0	1	0	0	1	1	0	0	0	0	0	0
MTHFR	1653	2035	2433	1893	3150	1809	4765	2087	2338	1710	1593	685	3110	1259	651	2009	2277	672	926	2076	2060	1349	1716	1371
CLCN6	1221	765	1471	1121	1569	1067	1950	1196	1436	1179	878	1729	1509	522	950	1320	1188	281	605	1785	1189	871	850	1625
NPPA-AS1	3	0	2	8	3	2	2	2	6	6	9	10	3	1	18	7	23	5	5	6	3	3	0	6
NPPA	47779	4697	2041	24485	4168	756	3037	5966	30395	18342	1603	1412	5689	1085	766	31401	26974	1032	628	17233	14650	6303	2396	19943
NPPB	35548	4495	1162	13020	5487	3896	819	10698	14583	18525	1892	14641	3013	808	14603	23824	11661	835	1350	42017	15444	12987	2927	12509
RNU5E-1	14	1	4	3	5	3	2	2	19	15	3	5	3	1	4	12	3	0	1	2	2	1	2	7
LOC124903843	43	8	10	9	2	5	7	11	40	23	3	9	5	4	2	18	13	11	7	5	12	7	6	34
KIAA2013	1657	2781	4103	1685	3015	2058	4148	2902	2296	1354	3059	4423	4649	2331	2850	1464	1962	2363	3023	2797	4164	3178	2362	1497
PLOD1	3166	12016	17052	5972	10297	4193	19698	5171	5687	3213	22651	7387	23033	14714	9556	3536	7727	9318	13289	7610	13673	8530	8939	3166
MFN2	11110	6152	8088	13581	9607	8770	8251	9534	17893	10686	7173	9154	10139	4424	4565	11404	12216	1962	3526	15903	13339	6630	4878	9775
MIIP	1643	903	1073	933	946	956	1262	849	1174	1088	715	567	1309	601	1085	1120	784	1559	747	1003	1221	1015	602	877
MIR6729	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	4	52	32	7	5	7	18	4	11	4	14	12	4	15	10	3	9	0	10	10	2	7	0	6
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	34	92	116	41	29	24	70	22	51	30	14	25	72	70	72	25	50	206	31	12	14	130	169	30
LOC124903844	1	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	1724	5523	4616	3932	2556	1116	2953	1069	4530	2856	2647	1585	3283	1492	1198	2884	4658	228	1380	1702	1398	883	750	2538
LOC124903845	2	0	0	1	0	0	0	0	0	2	1	1	0	2	0	1	5	0	1	0	0	0	0	0
SNORA59A	8	23	21	7	18	1	15	2	19	7	10	3	13	5	2	5	11	8	3	2	2	2	0	6
LINC02766	4	8	8	4	4	4	10	7	3	4	11	12	3	6	4	5	3	1	0	0	1	0	1	2
DHRS3	2031	7623	10592	5628	8685	379	17912	1482	5498	2256	10586	2339	16249	10339	1518	2263	6636	1915	6900	1670	1419	2318	1337	1232
MIR6730	1	16	24	3	3	1	35	3	8	2	11	4	31	23	5	2	4	3	5	0	3	7	0	2
AADACL4	1	7	17	4	1	0	2	0	2	0	1	2	0	0	1	3	5	1	4	0	0	1	1	3
LOC124903846	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0
AADACL3	0	0	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	1	0	1	1	0	0	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP107	4	0	19	3	0	3	0	0	4	0	0	1	0	0	2	2	4	0	2	0	2	1	0	0
PRAMEF12	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	1	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0
HNRNPCL1	2	4	2	7	1	2	0	1	3	4	1	5	4	0	1	3	2	0	1	0	3	3	1	2
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	1	0	0	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0	0
PRAMEF10	2	0	2	0	0	2	0	1	0	1	0	3	0	0	2	3	1	1	0	0	0	0	0	1
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	1	1	2	1	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	3	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	2	2	0	2	1	0	1	0	0	1	0	0	4	0	0	1	0	0	0	1	0	3
PRAMEF36P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HNRNPCL4	2	0	0	1	0	1	0	0	2	1	1	0	0	0	0	3	4	1	0	1	0	0	0	1
PRAMEF9	1	0	1	0	0	1	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PRAMEF5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF33	1	0	0	0	0	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	0
PRAMEF15	0	0	1	0	1	2	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	1	1	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0
LRRC38	2	2	5	1	0	0	0	0	0	3	3	3	6	0	20	1	1	0	0	0	0	1	2	0
LOC102724856	1	2	0	0	1	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	3	0	1
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	2097	2583	3807	2307	1103	281	1615	912	2265	2253	3752	1722	1714	3952	3114	2214	2657	1061	4058	2581	3108	921	658	1926
LOC105378612	1	0	6	2	0	3	3	0	0	1	0	3	0	0	1	0	0	1	0	0	3	0	0	1
LOC105376756	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
LOC124900446	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PRDM2	1718	785	1915	1823	1886	1244	1332	1071	2166	1601	2118	2076	1578	1022	1703	1739	2057	427	1104	1587	1442	1167	932	2104
KAZN	665	290	1141	754	662	300	1086	496	981	531	1080	497	1080	1008	725	549	845	207	993	529	751	598	454	818
LOC107985467	12	0	11	5	1	15	1	8	4	9	5	22	0	1	5	11	5	3	0	2	3	0	0	5
LOC124903847	7	0	6	5	1	6	0	5	1	5	1	15	3	0	0	5	0	7	3	1	0	0	1	6
KAZN-AS1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	2
LOC124903850	4	1	3	3	0	4	2	1	1	5	0	7	1	0	3	2	2	1	2	1	0	1	0	3
LOC105376759	2	0	3	0	0	0	2	1	0	0	1	4	0	0	0	0	0	0	0	1	1	0	0	0
LOC124903848	21	3	6	11	11	9	11	17	1	19	14	9	9	16	10	13	4	14	11	6	13	19	16	26
LOC107985469	0	2	0	1	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	1
LOC124903849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
TMEM51-AS1	2	15	78	18	10	22	55	16	17	1	7	7	17	7	11	10	24	3	4	17	16	10	30	4
TMEM51	215	428	1447	501	675	562	859	589	570	234	484	238	606	474	758	268	592	790	410	728	725	610	644	211
TMEM51-AS2	1	0	3	2	0	0	0	0	2	0	1	1	2	0	0	2	1	3	0	3	1	0	0	1
FHAD1	5	3	66	16	16	7	15	11	12	14	10	10	6	7	10	13	27	10	18	10	10	11	17	5
LOC124903853	1	0	4	2	0	0	2	1	2	0	0	0	0	0	1	2	1	0	0	0	0	0	2	0
LOC124903852	0	0	4	2	6	0	5	3	2	0	0	1	0	1	0	0	5	1	0	1	0	0	0	3
FHAD1-AS1	1	3	5	3	2	9	0	0	2	6	0	4	1	0	2	3	5	3	0	6	2	1	0	3
LOC124903851	1	0	1	1	0	0	0	1	0	2	0	1	2	1	2	0	1	1	0	0	1	0	0	1
EFHD2-AS1	6	4	16	3	4	4	3	4	9	4	3	5	5	0	2	7	7	0	1	1	4	5	1	7
EFHD2	553	818	1898	763	825	311	962	559	949	448	1226	1817	1056	1030	1642	447	940	869	1368	836	1281	732	556	543
CTRC	5	2	1	2	0	8	0	1	0	2	1	11	2	0	3	3	0	0	0	2	3	0	1	6
CELA2A	2	1	3	6	0	1	1	0	0	3	0	1	2	0	3	2	1	0	0	2	1	0	6	3
LOC105376767	3	0	4	0	0	3	1	1	0	1	0	3	2	0	2	3	0	4	0	1	0	0	0	1
CELA2B	6	0	7	11	7	6	7	2	7	5	4	7	4	5	3	5	12	0	4	2	10	2	0	8
CASP9	461	460	947	582	803	473	1004	579	745	425	600	551	807	434	228	480	720	298	441	679	756	525	461	370
DNAJC16	552	369	1091	847	832	663	806	497	948	629	1076	773	1036	486	745	700	1036	141	611	843	801	538	325	579
SCARNA21B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGMAT	11	12	28	15	11	17	8	8	6	11	88	36	37	9	45	10	12	21	47	22	26	16	15	15
LOC124903854	2	5	18	2	4	8	8	5	5	2	0	5	6	7	4	1	1	1	3	2	9	3	0	6
DDI2	933	363	1253	1224	896	653	804	462	1314	800	975	1415	825	584	1086	958	1383	160	643	764	874	474	416	1218
RSC1A1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1
PLEKHM2	3958	4611	6343	4504	5712	3386	5851	4463	5902	3525	3976	7936	7427	2873	2993	3761	4837	3160	3381	4903	6435	4518	3595	3368
SLC25A34	51	63	190	82	99	61	148	47	86	47	99	59	225	55	53	53	85	23	34	57	90	68	46	49
SLC25A34-AS1	1	0	0	0	0	0	0	0	0	1	0	1	5	0	0	0	1	0	0	0	0	0	0	0
TMEM82	0	0	2	0	0	2	0	0	0	2	5	2	8	1	7	0	0	5	0	2	6	1	4	1
FBLIM1	3172	4298	6131	4357	8966	4824	6245	4720	5257	2954	5921	3756	13773	3260	6691	3134	5009	1921	3136	5346	5726	7621	3711	2464
UQCRHL	113	28	56	74	61	73	87	73	110	77	22	49	81	18	29	98	52	33	43	46	56	63	43	59
SPEN-AS1	598	449	751	522	806	373	1138	750	661	525	501	266	891	379	263	505	544	515	443	508	652	721	559	348
SPEN	1782	1014	3907	2382	2598	1736	2825	1413	2560	1814	2184	4951	2901	1121	2495	2207	2941	444	1697	1773	1669	1604	1251	3254
LOC124904815	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	1
ZBTB17	1266	984	1531	1338	1712	948	1750	1187	1796	1134	1212	1286	1845	891	1146	1077	1538	1307	1080	1225	1648	1478	906	1190
LOC124903855	23	12	31	19	29	26	35	13	15	21	26	40	40	4	18	32	20	11	9	31	24	15	12	16
SRARP	0	1	2	0	1	5	1	1	0	1	0	1	1	0	2	1	0	1	0	4	0	0	0	1
HSPB7	62224	97437	54230	64689	59734	38992	61887	54233	78230	66344	23753	5362	68645	16503	5423	63599	61396	20938	12721	103661	95084	45950	68926	40192
CLCNKA	116	148	184	86	91	98	190	103	113	98	48	22	134	53	27	129	110	146	45	151	147	103	166	91
CLCNKB	225	617	773	290	201	222	259	352	366	272	119	72	266	138	41	266	292	304	130	327	481	310	490	138
FAM131C	64	218	174	67	138	46	169	96	83	64	47	14	176	39	15	83	74	119	33	124	157	86	281	43
EPHA2	5715	1818	3881	5084	3263	2015	1891	3400	7646	3712	5011	11095	5379	2015	6479	3845	5317	1083	3230	3976	4624	3512	1636	3814
EPHA2-AS1	167	81	93	64	27	49	40	47	72	89	36	141	71	44	51	95	95	29	24	86	98	37	44	70
ARHGEF19	79	217	474	154	145	81	249	83	111	54	315	326	374	387	282	62	207	329	402	55	215	206	97	69
ANO7L1	12	27	34	10	12	4	24	14	20	11	11	11	12	13	13	12	13	8	31	28	18	22	37	16
CPLANE2	141	212	504	205	435	301	569	425	205	136	271	290	397	178	182	144	196	117	303	346	459	337	177	134
FBXO42	1782	793	1509	1688	1330	769	1397	924	1975	1590	1348	2462	1607	928	1069	1662	1769	567	1016	911	1132	910	783	1631
SZRD1	4840	2888	5425	4821	5874	4183	4579	5166	6102	4449	4150	7931	5916	3426	5071	3995	5090	2329	4069	4567	4757	6099	2431	3937
SPATA21	2	0	2	1	0	1	4	0	1	6	2	9	0	3	2	3	3	2	2	5	1	3	0	2
NECAP2	1060	597	1879	1219	1535	1075	1439	1107	1504	731	1663	3662	2021	1389	2494	765	1405	1281	1637	719	1297	1827	676	999
LINC01772	26	21	76	32	68	32	87	19	44	40	46	17	42	10	10	31	46	28	29	30	41	16	27	66
CROCCP3	162	222	565	219	542	233	682	242	221	152	355	74	415	223	102	175	251	46	233	244	314	184	202	167
RNU1-1	0	0	0	1	0	0	0	0	1	0	0	2	1	1	1	1	0	0	0	1	2	0	0	1
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	3	0	8	4	2	3	2	1	4	1	2	2	0	2	0	7	4	0	2	3	6	3	5	5
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NBPF1	447	383	1112	512	919	667	1002	323	571	455	1016	408	1043	833	616	488	612	69	612	702	623	582	288	711
LOC124900584	626	481	870	478	875	478	1036	577	490	524	561	751	848	432	438	476	473	248	501	483	563	558	336	610
CROCCP2	269	177	331	213	326	203	414	222	233	190	224	259	292	148	126	179	235	50	185	203	239	220	117	250
MST1P2	26	63	156	61	107	79	236	126	71	25	109	74	107	49	39	30	75	77	66	32	74	77	96	35
RNU1-3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPNP	1	0	4	0	0	1	2	0	1	0	2	5	0	0	1	0	0	0	0	2	3	0	12	5
LOC124903858	1	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	1	2	0	0	0	0	0	0	1	1	2	5	1	0	0	2	0	1	0	2	0	0	4
