	BOR_1	BOR_2	BOR_3	BOR_4	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4
PGD	3278	2698	1833	6222	5063	4633	2424	3698	1484	1977	2259	1057	2433	1748	4704	3036	1371	2053	2958	824
CENPS-CORT	0	0	0	1	2	2	1	2	2	2	1	1	0	2	9	7	1	1	6	2
CENPS	9	5	6	13	48	32	22	26	19	17	10	12	21	18	38	39	17	10	30	15
CORT	1	3	0	2	22	8	6	11	1	4	4	5	16	5	16	18	3	3	7	3
DFFA	870	785	921	1852	2738	2216	1100	1964	871	1022	999	880	1548	817	2274	1869	782	979	1575	581
PEX14	357	371	284	608	1046	678	367	705	382	388	412	259	489	237	832	762	302	395	456	187
CASZ1	775	875	907	1202	9741	6000	3101	8368	3868	4584	4406	2393	7209	2271	8172	9519	3347	4602	4625	2417
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf127	3	2	1	0	37	7	2	22	10	6	10	6	15	7	16	14	18	18	14	4
TARDBP	2305	2170	1731	5313	8659	5871	2954	7334	2635	3692	2920	2164	3873	2394	5943	5280	3032	3428	4248	1840
MASP2	30	36	42	120	181	138	72	126	74	80	71	108	107	38	167	138	120	137	146	55
SRM	397	351	116	530	918	1137	635	711	264	424	456	266	543	286	902	734	186	374	477	162
EXOSC10	490	534	461	1211	2839	1990	1059	1640	840	1154	1043	757	1280	598	1913	1834	859	1115	1214	551
EXOSC10-AS1	0	1	1	1	11	7	4	1	3	0	1	0	5	2	11	0	0	3	1	0
MTOR	1455	1877	829	4008	4323	3296	1808	3720	1587	1976	1695	1206	2875	1442	3626	3449	1420	1750	2343	898
MTOR-AS1	0	4	1	1	1	8	1	0	1	4	3	0	2	1	1	0	1	4	2	0
LOC124904848	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ANGPTL7	5	2	0	5	37	172	85	61	22	19	15	8	22	7	35	27	16	25	25	13
UBIAD1	237	279	138	595	901	733	326	598	330	356	373	271	524	282	737	760	333	408	455	226
LOC105376737	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	0	0	0	0
LOC105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376740	2	0	1	0	3	3	0	3	1	2	0	2	1	0	5	0	1	4	2	2
LOC124903841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DISP3	1	1	0	4	7	7	5	6	4	6	24	2	7	3	4	13	3	54	1	1
LOC124903842	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
LINC01647	4	10	1	25	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
FBXO2	4462	3981	2424	4449	145	102	40	177	51	51	61	80	34	34	135	36	45	140	64	12
FBXO44	311	284	293	451	653	526	279	832	283	312	295	339	336	138	639	520	325	390	390	139
FBXO6	73	52	32	98	129	97	57	147	39	56	62	33	77	38	102	117	68	102	50	30
MAD2L2	121	85	102	153	826	671	359	712	327	379	304	253	464	173	633	658	206	269	349	126
DRAXIN	2	2	0	7	2	16	6	1	4	11	8	4	7	3	4	11	3	14	1	1
AGTRAP	331	237	234	379	460	407	220	302	176	208	238	152	222	82	365	325	124	256	139	79
C1orf167	0	0	0	3	1	3	0	0	0	2	0	0	0	0	0	1	0	0	1	1
C1orf167-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1
MTHFR	671	796	582	1437	4148	2635	1341	3772	1593	1759	1731	1187	2441	1008	3060	3491	1735	2121	1829	968
CLCN6	1256	1321	1206	2235	1984	1470	802	1667	959	1077	1184	477	1240	600	1649	1479	934	1163	1032	413
NPPA-AS1	8	5	4	17	10	37	22	17	3	7	11	2	10	5	9	8	3	10	4	0
NPPA	4610	3648	1953	5701	42494	78016	38736	53213	16649	11585	10405	4140	32222	11820	30137	35217	2757	3105	8669	3692
NPPB	780	641	1282	2362	12812	26926	11180	13289	5837	2888	2558	1769	8655	3964	13866	10344	1247	869	3484	1802
RNU5E-1	2	1	0	5	3	2	0	6	1	2	1	1	0	1	0	2	0	2	1	0
LOC124903843	6	0	1	14	9	1	1	4	1	2	8	5	1	2	6	2	0	15	3	0
KIAA2013	426	370	261	635	2148	1469	701	1478	705	713	753	557	1075	429	1504	1324	595	744	757	311
PLOD1	2110	1945	1257	3491	9201	6657	3404	6540	3081	3568	3119	2690	3759	1289	4052	4433	1548	2407	2113	966
MFN2	2360	2512	1673	5611	18885	12547	6638	18341	7122	6194	5632	3377	11062	5035	12615	12335	5059	4885	8880	3671
MIIP	101	81	138	204	926	780	404	912	360	283	282	110	380	150	517	499	127	249	165	92
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	6	9	3	15	6	7	4	0	0	21	13	4	3	1	1	7	0	5	0	2
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	4	1	5	6	40	95	45	18	8	44	31	26	9	1	8	15	4	27	0	7
LOC124903844	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	988	1253	1511	2921	5101	4933	2567	4319	1710	3248	2556	3085	3153	1933	4716	7550	2678	3597	3680	2385
LOC124903845	1	1	6	2	14	8	3	8	2	9	4	6	2	2	2	8	3	6	7	2
SNORA59A	3	4	5	5	7	10	2	3	9	7	9	12	6	3	18	19	3	18	13	6
LINC02766	4	3	0	1	5	26	22	1	1	5	3	2	3	10	4	15	0	3	6	6
DHRS3	911	304	472	2565	1590	5329	2735	1432	498	1922	1613	1321	1531	1196	3393	5090	526	1498	2434	1524
MIR6730	1	0	0	0	4	5	1	0	1	3	3	2	1	2	3	4	0	3	3	1
AADACL4	0	0	0	3	1	6	2	0	0	3	9	2	1	2	2	14	3	13	3	5
LOC124903846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP107	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	2	0	5	1	0	3	0	0	0	0	3	0	2	1	1	0	0	0
PRAMEF2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRAMEF18	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
LRRC38	0	3	1	4	15	12	4	17	24	1	4	1	8	3	5	10	0	6	3	1
LOC102724856	3	0	1	0	19	6	3	16	6	9	4	1	7	1	13	6	0	3	3	1
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	882	633	322	2001	2288	2863	1236	1794	791	1065	985	395	1455	1226	3078	2695	649	896	2051	957
LOC105378612	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	1235	1577	1040	4904	2499	1889	927	1742	827	1084	967	720	1526	948	2234	1871	870	1090	1482	600
KAZN	40	27	44	80	272	425	192	240	99	98	106	96	180	113	327	162	89	106	271	65
LOC107985467	1	0	12	0	3	4	0	3	0	2	0	0	0	0	2	1	0	3	0	2
LOC124903847	2	0	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
KAZN-AS1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
LOC124903850	1	0	1	0	1	0	1	13	1	6	0	1	0	0	0	1	2	2	1	0
LOC105376759	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0
LOC124903848	1	1	0	0	7	4	6	4	5	4	3	4	2	5	17	5	5	5	14	4
LOC107985469	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	0	0	1	0
LOC124903849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	3	3	0	2	9	9	4	14	4	3	4	15	6	3	6	3	4	7	4	1
TMEM51	93	79	57	158	430	327	199	446	142	153	125	113	183	65	298	239	93	135	152	55
TMEM51-AS2	0	0	0	3	0	10	1	9	0	2	1	3	3	2	2	0	2	2	4	0
FHAD1	1	0	0	11	2	4	2	2	1	3	3	4	6	1	5	4	1	2	2	1
LOC124903853	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
LOC124903852	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
FHAD1-AS1	0	0	0	0	3	1	3	3	0	3	1	2	4	0	3	3	2	2	1	0
LOC124903851	0	0	0	0	2	1	0	2	2	3	0	1	1	1	0	1	3	1	1	1
EFHD2-AS1	1	2	2	5	4	2	0	5	1	3	1	3	0	0	0	6	1	1	1	1
EFHD2	175	151	119	176	482	512	253	492	191	230	199	107	240	80	347	329	142	196	168	83
CTRC	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	5	0	2	0	0
CELA2A	1	0	0	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LOC105376767	0	1	0	0	3	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0
CELA2B	3	4	3	1	13	10	7	0	6	16	4	6	6	7	5	5	4	7	6	2
CASP9	245	221	201	422	1249	683	348	1220	475	523	493	344	571	275	961	782	437	545	513	231
DNAJC16	612	660	405	1852	1978	1089	610	951	482	624	532	438	944	518	1290	1224	480	517	780	389
SCARNA21B	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0
AGMAT	3	0	4	6	25	17	23	17	7	8	12	13	19	8	16	9	12	7	9	2
LOC124903854	0	0	0	0	5	2	1	4	2	2	2	0	2	1	1	2	1	2	2	1
DDI2	306	358	253	1002	1885	1401	744	1773	716	787	650	604	1217	683	1450	1348	784	821	862	564
RSC1A1	0	2	1	0	3	3	0	3	1	0	1	1	2	0	1	2	0	4	1	0
PLEKHM2	1730	1647	1164	2760	5598	3796	1956	4566	2297	2252	2396	1283	3581	1136	3792	4246	1842	2406	2026	1128
SLC25A34	28	27	18	44	304	158	107	222	169	138	167	94	152	21	117	250	168	223	50	59
SLC25A34-AS1	0	0	0	0	0	2	0	5	1	0	0	0	0	0	0	0	0	1	0	0
TMEM82	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	2	0	0
FBLIM1	631	550	646	1171	10884	5055	2712	8387	3319	3544	3401	1767	5224	1500	4730	6193	3158	3573	2656	1808
UQCRHL	21	14	19	15	160	61	41	111	36	50	24	27	70	12	25	78	30	42	32	18
SPEN-AS1	12	7	6	27	514	291	140	555	180	162	172	115	230	93	406	375	146	220	213	91
SPEN	1501	2006	1520	4366	2967	2816	1452	3397	1364	1834	1592	1156	2542	1142	2539	2864	1208	1608	1614	765
LOC124904815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ZBTB17	440	436	290	607	1166	697	415	1113	407	432	442	244	641	236	864	994	342	501	458	263
LOC124903855	26	63	41	124	87	75	29	84	60	79	85	26	64	42	58	89	42	77	45	25
SRARP	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HSPB7	32447	32716	103602	37982	145940	82638	45765	66410	50427	57748	47405	38597	88233	41936	120316	97095	46956	54211	81034	30082
CLCNKA	22	39	12	20	125	35	32	108	65	53	104	47	42	37	91	69	53	107	33	23
CLCNKB	18	7	16	15	578	196	156	441	226	163	185	153	284	112	354	459	191	192	178	116
FAM131C	9	5	6	2	90	32	21	42	22	32	23	34	41	18	66	60	20	25	37	13
EPHA2	733	452	251	1136	3217	4860	2076	3699	1448	1039	1182	577	2699	1048	3308	2688	391	818	1171	530
EPHA2-AS1	7	7	16	21	88	58	40	62	41	29	49	20	51	21	83	72	22	50	66	32
ARHGEF19	29	18	9	19	82	131	54	39	16	51	52	34	32	19	55	57	14	33	30	5
ANO7L1	3	3	1	3	67	24	16	41	11	24	23	19	32	17	31	41	26	39	23	13
CPLANE2	26	29	9	60	117	81	56	134	56	63	57	44	90	37	136	130	44	77	66	24
FBXO42	496	481	393	1069	2100	1265	682	1431	575	809	633	673	1010	507	1470	1520	652	731	853	495
SZRD1	1056	910	635	2004	4540	3799	1905	3047	1427	1877	1690	1015	2572	1407	3539	3485	1185	1568	2203	945
SPATA21	0	0	1	6	2	4	1	1	1	2	6	0	0	0	1	5	0	1	1	1
NECAP2	242	168	205	558	969	916	458	588	297	413	382	237	411	196	645	609	323	426	354	200
LINC01772	12	11	12	19	119	85	44	43	53	69	70	52	83	41	153	119	73	96	91	43
CROCCP3	15	20	29	56	456	273	151	459	182	273	247	211	260	154	448	424	211	385	292	112
RNU1-1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	1	0	0	0	1	0	0	1	1	0	0	1	5	0	1	1	0	0	3	1
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	107	93	59	225	498	309	181	437	237	288	238	177	414	189	481	469	261	322	274	125
LOC124900584	279	195	260	464	746	491	238	639	272	333	306	214	369	146	671	551	261	379	351	155
CROCCP2	61	46	44	42	125	94	38	224	61	90	58	51	58	34	145	131	50	92	79	24
MST1P2	1	4	3	0	7	17	8	35	13	10	9	11	11	0	7	16	15	14	4	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ESPNP	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124903858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	0	0	0	0	5	0	0	3	0	2	0	1	2	0	0	1	0	0	1
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	5	1	1	0	14	5	5	23	8	9	8	7	12	3	13	24	5	10	3	6
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	6	1	12	5	208	77	44	171	68	85	62	36	61	21	94	93	55	71	39	27
TRN-GTT4-1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
CROCC	64	54	63	66	564	642	338	711	235	286	266	256	291	101	528	508	159	383	209	93
MFAP2	203	122	179	205	1338	1256	785	792	528	732	822	583	735	194	712	928	690	935	373	240
LOC105376806	50	40	58	45	266	144	56	411	101	131	101	80	105	19	137	190	169	176	69	42
ATP13A2	300	274	212	408	1366	1243	630	1366	551	714	649	409	835	343	1269	1034	397	608	656	252
SDHB	974	950	769	1980	4765	2622	1374	3025	1260	1366	1171	754	1968	1146	3205	2921	1239	1148	1882	821
PADI2	15	4	69	0	145	174	77	227	141	295	201	447	110	5	32	285	223	435	11	97
LOC124903861	0	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0
LOC105376808	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0
PADI1	0	2	0	7	3	18	12	19	4	3	2	3	3	1	13	6	3	3	9	2
PADI3	0	0	0	0	0	1	1	6	0	0	0	0	2	2	1	0	0	0	2	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
RCC2	915	733	673	1648	2205	2392	1197	1869	590	971	913	649	1230	632	2061	1676	531	904	977	435
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	0	0	0	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	1286	1358	1245	2383	3423	1758	1150	3583	1446	1540	1516	876	2000	826	2909	3112	1366	1727	1560	797
LINC02810	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ACTL8	2	2	0	0	3	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903865	1	0	0	5	3	2	0	0	0	7	0	2	0	0	0	0	1	1	0	0
KLHDC7A	0	0	0	0	0	0	0	0	0	1	2	4	0	8	51	2	3	0	27	0
PAX7	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0
ALDH4A1	406	441	122	809	2876	1711	914	2722	1256	998	1158	483	1872	1120	4052	2503	1099	1236	2109	673
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	1	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
LOC124903866	3	0	2	2	15	5	2	5	7	5	4	2	8	0	13	15	8	4	5	2
IFFO2	78	52	63	225	262	413	151	345	151	128	136	114	251	107	233	258	87	145	148	62
LOC105376815	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
UBR4	11731	17542	13065	35559	18551	11531	6814	23291	9721	12383	11148	5752	11942	7956	19859	18921	8197	11922	12085	5066
EMC1-AS1	5	12	3	1	32	23	4	47	24	19	18	15	18	9	34	26	10	17	16	7
EMC1	1792	2256	1025	5091	3169	2821	1409	2994	1224	1461	1428	846	2027	1074	2669	2569	990	1434	1716	796
MRTO4	578	516	252	1004	1185	1048	537	982	330	404	342	272	531	250	829	673	260	404	461	215
AKR7L	0	3	2	3	12	13	11	8	7	2	3	5	4	4	9	8	4	6	9	2
AKR7A3	3	0	1	2	11	14	6	6	1	3	3	4	7	2	12	8	1	6	9	0
LOC124903867	3	0	4	58	45	59	30	26	12	26	19	26	33	27	33	53	25	18	37	12
LOC100506730	12	14	4	42	176	216	90	78	59	70	45	85	107	87	187	160	79	61	139	56
AKR7A2	88	63	53	108	1151	922	471	721	433	455	437	371	565	247	988	913	355	503	505	206
SLC66A1	1325	1156	463	2186	759	524	296	509	258	255	322	135	377	147	519	552	275	347	289	133
CAPZB	2149	1907	1312	4658	10599	7490	3794	7780	3130	3903	3595	1910	5100	2074	5710	6534	2621	2995	3839	2078
LOC124903868	1	0	4	0	0	2	0	4	1	1	1	0	0	3	2	1	3	1	2	2
LOC124903869	1	3	2	15	2	0	2	0	2	2	3	0	6	0	3	4	4	1	1	6
LOC105376819	2	0	4	12	8	5	8	12	3	3	6	3	2	0	11	12	8	6	0	1
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376817	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MICOS10-DT	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	2	1	1	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	423	319	158	643	3085	1688	825	2004	768	834	739	364	942	687	1795	1547	652	665	1015	417
RPS14P3	4	9	7	44	59	36	10	35	6	15	7	9	12	19	22	16	13	23	15	12
NBL1	0	0	0	0	3	1	0	1	0	0	2	0	0	0	1	0	0	0	1	1
HTR6	2	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0
TMCO4	71	72	46	94	333	235	139	288	125	162	152	139	218	60	151	275	101	201	97	68
RNF186	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTUD3	291	384	176	1084	1273	851	386	974	391	430	373	247	672	432	985	801	405	411	545	207
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	0	0	0	0	4	2	0	0	3	8	1	2	0	0	1	2	4	0	0
PLA2G5	0	0	0	0	2	11	5	17	5	4	6	0	5	0	0	13	3	2	0	2
PLA2G2D	0	0	0	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LOC117779438	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
PLA2G2C	0	0	0	0	3	0	0	0	0	0	2	2	0	0	0	0	0	2	1	0
UBXN10	3	2	0	6	35	55	22	28	20	24	16	29	16	5	17	29	17	15	9	9
LOC105376825	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	2	1	0	0	0
LOC105376826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	1	10	2	1	0	0	0	0	0	0	0	0	0	2	0	0
LOC124903870	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LOC124903871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	1	0	5	13	35	97	49	32	8	25	32	33	30	1	5	18	7	21	3	3
MUL1	519	512	214	1027	2105	1224	585	1545	692	683	694	408	1008	556	1583	1360	597	711	924	427
FAM43B	8	5	3	9	123	82	49	77	25	57	42	28	35	4	11	112	21	70	4	22
CDA	0	0	2	0	3	9	5	0	0	13	7	2	2	0	1	4	2	6	1	1
PINK1	368	451	251	688	1654	1056	506	1531	647	760	589	304	858	342	1277	1334	564	726	828	327
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	78	67	24	149	242	197	107	139	72	116	93	69	138	71	216	141	58	125	171	54
DDOST	2165	2467	1279	3706	7618	6313	3378	6242	3215	3696	3955	1743	4335	1893	5559	5927	2670	3553	3127	1512
KIF17	5	8	12	10	21	19	12	23	3	5	17	10	9	2	9	12	6	6	14	2
SH2D5	31	28	14	135	11	105	45	24	6	6	30	1	12	13	17	12	6	21	7	7
HP1BP3	2527	2410	2139	7931	8270	6705	3347	6145	2567	3489	2908	2420	4989	2615	6623	5861	2851	2934	3982	1823
EIF4G3	605	617	676	1567	5645	5084	2397	4264	1893	2572	2044	1487	3533	2230	5189	4221	1755	1970	3338	1280
LOC105376830	0	2	1	1	1	0	1	3	1	2	1	1	1	2	0	3	1	1	3	0
LOC105376829	0	2	2	7	0	0	0	0	0	0	2	2	0	0	0	0	1	1	3	0
MIR1256	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	1
ECE1	1255	867	641	1681	7766	6373	3231	7730	3393	3894	3660	1763	5285	1601	4477	5801	2158	3267	2292	1422
LOC124903872	3	2	1	16	7	7	7	15	6	10	10	5	10	5	4	6	5	12	3	2
ECE1-AS1	1	3	1	2	6	17	8	21	5	13	6	5	5	8	11	14	8	22	7	5
