	SRX3375391	SRX3375392	SRX3375393	SRX3375394	SRX3375395	SRX3375396	SRX3375397	SRX3375398	SRX3375399	SRX3375400
PAX7	2	3	26	44	47	21	0	0	3	1
TAS1R2	2	0	0	0	0	0	0	0	0	0
ALDH4A1	875	874	701	894	1320	882	2170	2569	1633	1190
MIR4695	0	0	0	0	0	0	0	0	0	0
MIR1290	1	0	0	0	1	2	0	0	0	5
LOC124903866	1	4	5	3	7	6	6	3	17	13
IFFO2	876	771	428	501	538	400	596	481	412	376
LOC105376815	0	0	0	0	0	1	0	0	1	0
UBR4	12868	8144	7352	5749	9411	10475	10951	12710	22720	14841
EMC1-AS1	21	16	10	25	35	29	14	18	33	42
EMC1	2231	2330	1964	2478	3595	2547	1717	1810	1921	1996
MRTO4	1239	2039	794	973	1089	913	453	664	646	629
AKR7L	14	12	9	16	13	22	3	7	10	8
AKR7A3	18	15	11	20	29	32	2	6	18	9
LOC124903867	53	39	50	60	85	75	55	60	72	81
LOC100506730	74	68	85	108	153	143	112	132	98	100
AKR7A2	857	942	1009	1211	1473	1011	978	1153	922	617
SLC66A1	357	591	327	484	504	406	414	405	305	312
CAPZB	2247	2073	1751	1977	2408	1594	1831	1791	2353	2150
LOC124903868	6	2	3	6	7	10	1	0	26	24
LOC124903869	5	2	2	2	9	8	2	0	15	19
LOC105376819	5	4	3	12	7	7	2	4	13	14
LOC105376818	0	1	0	0	0	0	0	2	2	1
LOC105376817	0	0	0	0	1	0	0	0	0	2
LOC124904816	0	0	0	0	0	0	0	0	0	1
MICOS10-DT	0	0	0	0	1	0	0	2	4	6
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0
MICOS10	664	755	266	343	412	242	808	932	818	647
RPS14P3	128	130	125	154	213	187	59	76	50	58
NBL1	0	10	0	0	0	0	1	0	6	8
HTR6	9	6	1	1	3	0	0	0	0	3
TMCO4	173	176	133	146	91	60	126	247	246	231
RNF186	0	0	0	0	0	0	0	0	0	1
LOC105376823	0	0	0	0	0	0	0	0	0	0
OTUD3	1133	918	719	1021	1166	1210	417	419	768	1031
PLA2G2E	0	1	1	0	0	0	0	0	0	0
PLA2G2A	19	16	0	0	0	0	0	0	30	64
PLA2G5	1	2	4	3	0	0	0	0	836	615
PLA2G2D	0	1	0	0	0	0	0	0	0	0
PLA2G2F	0	1	0	0	1	0	0	0	0	3
LOC117779438	0	0	1	0	0	0	0	0	0	1
PLA2G2C	2	0	2	7	3	1	0	3	0	2
UBXN10	44	59	190	238	103	71	88	69	50	65
LOC105376825	0	0	2	3	1	0	4	0	3	3
LOC105376826	5	3	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	1
LOC105376828	0	0	0	0	0	0	0	0	0	0
VWA5B1	38	24	7	12	33	16	0	0	4	1
LOC124903870	3	2	0	2	3	1	0	0	0	0
LINC01141	1	0	0	0	0	0	0	0	0	1
LOC124903871	0	0	1	0	1	0	1	0	0	0
CAMK2N1	33	34	22	55	122	48	29	5	89	92
MUL1	509	616	375	517	702	453	1177	1216	842	616
FAM43B	78	94	19	18	22	20	17	37	26	30
CDA	136	101	432	494	33	19	0	2	3	9
PINK1	339	485	161	131	262	157	1053	993	551	296
MIR6084	0	0	0	0	0	0	0	0	0	0
PINK1-AS	85	82	80	99	154	82	164	116	132	106
DDOST	6408	6854	6216	7981	9425	6494	4167	3935	3465	2821
KIF17	300	256	251	421	284	237	31	97	82	35
SH2D5	226	278	49	50	91	63	12	47	12	3
HP1BP3	2144	2221	1998	3152	5989	4620	2190	2103	5790	6134
EIF4G3	3789	3924	2713	2736	5539	4497	3370	3807	3746	3576
LOC105376830	7	5	4	3	4	9	0	2	13	18
LOC105376829	8	5	6	2	6	13	0	1	12	15
MIR1256	1	0	0	0	6	5	2	1	3	9
ECE1	1574	1772	1678	2266	6284	3999	2641	3080	4397	3395
LOC124903872	8	4	6	4	24	15	4	4	22	33
ECE1-AS1	8	7	8	6	34	30	6	16	27	22
LOC105376832	0	0	0	0	0	0	0	0	0	0
NBPF3	234	231	196	249	355	282	124	154	94	250
ALPL	4124	4132	2451	3000	1453	941	20	4	65	81
LINC02596	1	0	0	0	1	0	0	0	0	0
RAP1GAP	358	327	522	629	277	173	178	429	367	333
USP48	2894	2924	1545	1918	1638	1317	1329	1547	2053	2151
LDLRAD2	10	12	7	11	21	18	6	8	46	39
HSPG2	6202	3941	10217	11797	8439	6944	5698	6648	37350	33514
CELA3B	1	0	1	0	0	0	0	0	0	0
CELA3A	0	1	0	0	0	1	0	0	0	0
LINC01635	14	12	4	4	18	10	0	2	9	4
LINC00339	352	382	265	320	421	248	206	250	154	162
CDC42	4529	5164	3910	5169	7252	5469	5455	6156	5578	4837
WNT4	32	19	110	266	36	29	25	7	61	96
LOC105376845	0	2	6	8	0	1	1	1	0	5
LOC105376850	3	1	3	4	2	0	2	3	4	3
LOC107985377	0	0	0	0	0	0	0	0	0	1
MIR4418	0	0	0	0	0	0	0	0	0	0
LOC105376856	1	0	0	0	0	0	3	6	8	7
ZBTB40	1809	2013	1290	1462	1806	1611	1463	1505	2248	1854
EPHA8	139	111	51	54	20	11	7	9	0	0
MIR6127	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	188	121
C1QC	0	0	0	0	0	0	0	0	175	206
C1QB	0	0	0	0	1	0	0	0	185	128
EPHB2	572	621	342	370	13054	8440	2940	2361	459	1497
MIR4684	2	0	0	0	4	6	0	0	1	0
MIR4253	0	0	0	0	1	1	0	0	0	3
LOC124903874	1	0	0	1	17	19	1	1	2	10
LACTBL1	0	0	0	0	2	0	0	0	0	0
TEX46	1	1	0	1	1	0	0	0	1	1
KDM1A	11733	13930	6721	7776	11446	8967	4173	4972	4329	3478
MIR3115	2	2	0	4	1	1	0	0	4	3
LUZP1	2562	3104	1233	1380	2804	2659	3041	3207	3960	3625
HTR1D	27	30	13	35	32	20	2	0	5	1
LINC01355	88	31	80	102	151	296	29	36	323	556
HNRNPR	4430	5549	3900	3670	8819	7640	2619	2534	4478	5179
ZNF436	81	64	455	522	471	335	2299	3647	3935	2219
ZNF436-AS1	18	13	232	297	249	214	75	101	285	136
TCEA3	4	1	85	112	137	113	1378	1578	3031	1749
LOC124903875	10	16	7	14	19	13	3	5	48	38
ASAP3	1791	2136	1500	1585	1897	1257	1419	2133	2180	1872
E2F2	207	377	60	23	429	333	53	47	416	426
LOC101928163	6	6	2	2	10	3	0	0	5	10
LOC124903876	6	7	5	4	8	2	1	0	1	1
LOC105376859	40	24	13	20	52	30	8	7	7	11
ID3	3085	3970	2628	3566	7333	5163	2258	2058	1636	1405
LOC107984928	1	0	1	1	9	12	17	22	1	1
MDS2	1	0	2	4	1	1	0	0	0	0
RPL11	21722	20866	20561	24912	33634	26480	7321	9537	14621	11198
ELOA	1922	2429	1326	1582	2012	1584	1754	2118	1908	1515
ELOA-AS1	15	29	12	24	55	32	15	23	28	32
PITHD1	1232	1611	1059	1184	1583	1151	951	1213	769	731
LOC105376860	6	2	1	4	7	8	1	3	1	10
LYPLA2	1902	2673	1001	998	1790	1273	1056	1152	612	570
GALE	493	665	732	800	762	639	488	716	459	371
HMGCL	700	400	1194	1689	967	646	685	929	469	388
LOC105376861	4	4	2	12	6	0	0	2	0	0
FUCA1	352	374	327	491	660	411	602	662	314	405
CNR2	0	0	0	0	0	0	0	0	0	5
MIR378F	0	0	0	0	0	0	0	0	0	0
LOC124903877	0	0	1	3	1	0	0	0	0	0
PNRC2	2131	2698	1570	1887	4265	3098	1164	1314	1988	1900
SRSF10	3253	4105	2226	2466	4472	4145	1689	1797	2995	3826
LOC105378615	0	0	0	0	0	0	0	0	0	0
LOC105376863	0	1	0	0	1	0	2	1	0	2
LOC107984931	0	0	0	0	0	0	0	0	0	0
MYOM3	7	10	2	4	18	9	39	22	64	28
MYOM3-AS1	0	0	0	0	0	0	0	0	1	0
LOC124903878	6	4	0	0	0	0	28	25	1	0
LOC105376864	8	3	1	0	0	1	54	25	0	0
IL22RA1	12	9	1	1	1	1	5	0	5	6
LOC124903879	229	258	45	47	256	162	267	264	262	123
IFNLR1	173	224	161	248	213	128	86	117	88	74
LINC02800	0	0	0	0	0	0	0	0	0	1
GRHL3-AS1	2	2	4	3	35	10	3	6	24	19
GRHL3	31	18	4	11	31	20	24	16	11	25
STPG1	149	145	203	231	242	174	117	181	133	157
NIPAL3	336	399	141	175	617	428	1096	1281	1010	680
RCAN3AS	2	2	4	8	3	2	0	0	0	2
RCAN3	671	743	1061	1469	875	699	355	411	518	609
NCMAP-DT	1	0	0	0	0	0	0	0	0	0
NCMAP	9	6	1	5	5	3	0	0	15	11
SRRM1	3910	3098	2429	2744	3649	3546	1218	1402	2633	3297
LOC124904829	2	4	0	2	2	2	0	0	2	4
CLIC4	8661	8089	4192	5101	7363	6347	6990	12771	16813	12767
LOC105376876	0	0	0	0	0	0	0	0	0	3
RUNX3	53	13	20	34	6	3	0	1	7	44
MIR6731	1	0	0	0	0	0	0	0	0	0
RUNX3-AS1	2	1	4	1	0	0	0	0	0	5
MIR4425	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	0	1	1	0	0	0	1
LOC124903880	0	0	0	0	0	0	0	0	1	0
SYF2	859	977	799	1244	1168	779	748	875	798	635
LOC124903881	15	18	23	26	40	32	7	21	42	47
RSRP1	786	759	622	858	1217	1049	672	702	1595	2755
LOC105376882	0	1	0	1	0	1	0	0	0	1
RHD	19	6	11	9	14	17	5	4	55	35
TMEM50A	1288	1487	1310	1678	2107	1447	1442	1721	1312	1033
LOC124904823	1	1	0	0	1	2	0	0	1	5
RHCE	10	2	11	23	18	21	14	32	44	70
MACO1	523	754	428	585	1031	831	647	664	747	763
LDLRAP1	385	558	216	249	364	256	368	393	500	403
MAN1C1	275	248	36	40	64	44	1037	1542	728	476
SELENON	2285	2027	1939	2210	2760	1849	2468	2468	3036	2535
MTFR1L	293	342	339	568	732	528	2453	3071	1822	984
LOC646471	46	45	73	155	128	85	225	258	233	225
AUNIP	645	722	291	401	553	542	74	95	83	99
PAQR7	289	302	594	1291	476	413	491	673	268	432
STMN1	7842	9391	5877	7814	14798	11399	4518	5246	10696	10154
MIR3917	0	0	0	0	0	0	0	0	0	0
LOC105376885	1	1	0	1	4	3	0	0	0	0
PAFAH2	333	389	327	404	808	587	476	494	297	302
LOC124900433	0	0	0	0	0	0	0	0	1	1
EXTL1	55	50	78	100	167	121	235	246	164	212
SLC30A2	8	6	9	10	23	20	46	133	25	28
LOC105376910	0	0	0	0	0	0	0	3	20	13
TRIM63	1	0	4	0	3	2	512	960	4835	2156
PDIK1L	204	198	162	178	518	440	270	318	413	455
FAM110D	25	41	13	35	121	68	268	213	93	42
C1orf232	2	2	2	5	8	5	1	0	0	1
ZNF593OS	9	19	11	13	20	18	6	4	16	5
ZNF593	128	133	74	107	106	78	61	90	61	43
CNKSR1	165	175	181	252	334	250	82	121	88	104
CATSPER4	9	11	9	15	9	6	0	2	0	2
LOC124903882	2	2	3	2	2	0	6	14	5	1
ZPLD2P	30	31	15	21	7	3	29	40	7	13
CEP85	1736	1964	824	855	1918	1462	752	1025	1254	974
SH3BGRL3	832	579	848	1270	919	560	400	334	408	393
UBXN11	86	113	136	163	285	225	93	115	210	222
CD52	18	21	6	10	10	10	1	1	5	16
CRYBG2	304	329	60	55	164	101	41	7	19	3
ZNF683	0	0	3	4	1	0	0	0	1	1
LIN28A	48123	53228	29188	41191	42883	29797	1518	968	2	0
LOC124903883	10	8	5	8	17	7	1	1	2	6
DHDDS	635	802	565	700	983	755	754	1124	807	771
DHDDS-AS1	6	9	9	13	38	22	5	0	52	61
HMGN2	3121	3844	2593	2926	6368	4233	1779	2208	5082	4768
LOC124903884	19	14	12	17	19	15	1	5	0	6
RPS6KA1	1983	2197	945	1198	1153	842	565	772	291	268
MIR1976	1	0	0	0	0	0	0	0	0	0
LOC124904769	0	0	0	0	0	0	0	0	0	0
LOC124904813	0	0	0	0	0	0	0	0	0	0
LOC105376888	1	0	0	0	2	1	0	0	1	2
LOC124900417	26	31	28	22	82	61	21	21	39	54
LOC101928728	0	0	0	0	0	0	0	0	0	0
ARID1A	3742	3054	3168	3408	5736	5544	3356	3245	6181	5273
PIGV	352	343	496	651	671	417	228	350	251	218
ZDHHC18	911	1091	1143	1866	1448	1074	376	454	558	464
SFN	119	119	71	79	19	6	5	1	5	12
GPN2	604	712	514	767	742	520	780	1054	607	471
GPATCH3	250	260	222	253	279	225	193	250	204	144
NUDC	2628	3040	1532	1508	1906	1602	1373	1666	1176	976
NR0B2	0	1	3	4	0	0	8	6	13	3
KDF1	407	489	257	375	286	192	29	18	5	13
OSTCP2	2	1	2	1	5	2	1	0	1	1
TRNP1	603	829	218	246	98	49	506	846	531	347
TENT5B	1829	2499	308	313	200	133	170	183	105	55
LOC101928391	36	28	1	2	3	3	1	0	3	4
SLC9A1	248	191	152	145	317	276	209	160	338	450
LOC102723760	0	0	0	0	0	0	0	0	0	0
WDTC1-DT	0	0	1	0	0	1	0	1	0	0
WDTC1	836	941	630	873	1893	1318	1427	1595	1634	1159
TMEM222	329	430	377	584	663	465	576	617	498	399
ACTG1P20	54	58	31	55	109	89	16	24	76	104
SYTL1	248	218	200	303	352	284	251	385	68	233
MAP3K6	248	279	249	297	344	244	239	364	481	452
FCN3	12	6	7	6	13	19	12	28	17	10
CD164L2	47	37	53	70	19	12	0	1	0	4
GPR3	206	222	86	117	50	31	24	33	23	17
WASF2	2546	1685	1997	2922	2033	1677	1419	1660	3702	3503
LOC105376892	2	1	12	7	15	11	9	18	8	8
AHDC1	839	723	1032	1431	2148	1637	1876	1818	1849	1861
FGR	12	10	4	7	3	0	0	1	15	31
LINC02574	0	0	2	0	1	1	0	0	0	0
IFI6	61	78	26	49	76	42	142	113	275	245
FAM76A	387	417	301	313	422	346	263	358	489	473
STX12	285	268	333	503	683	621	565	612	867	901
LOC124903885	4	6	5	5	12	9	0	2	10	11
PPP1R8	1165	1407	1191	1492	1940	1454	1015	1310	1021	890
SCARNA1	16	11	7	12	24	47	33	12	16	19
THEMIS2	322	400	158	163	180	105	13	21	48	44
RPA2	1113	1714	884	1105	1867	1515	972	1440	1039	778
SMPDL3B	686	970	114	75	193	127	180	186	18	36
XKR8	448	545	454	686	469	308	477	539	250	224
EYA3	1643	1751	1003	1188	1867	1584	1519	1499	1533	1297
PTAFR	148	161	63	88	27	20	4	5	60	58
DNAJC8	3089	3481	2533	2889	3601	2450	1778	2174	1650	1313
ATP5IF1	1830	2274	1245	1457	1977	1302	2457	2657	1737	1264
SESN2	914	1155	245	465	571	460	1399	2452	235	182
MED18	360	361	265	384	473	335	400	409	239	172
PHACTR4	1404	1203	862	1062	1395	1229	790	807	1564	1572
SNHG3	2627	2494	1189	1812	1250	1181	137	168	399	529
RCC1	2678	2654	2103	3035	2236	1800	614	656	573	536
SNORA73A	4439	2936	3159	5182	5534	7000	4086	3856	2090	2750
SNORA73B	2255	1359	1456	2683	2787	4397	2315	2282	822	1594
LOC124904836	12	12	4	10	11	10	0	1	1	9
TRNAU1AP	378	469	513	720	833	633	351	495	443	435
SNHG12	628	725	171	283	353	308	44	68	175	244
SNORD99	32	35	7	9	12	11	0	3	9	11
SNORA61	0	0	0	0	0	0	0	0	0	0
SNORA44	0	4	0	1	0	1	0	0	1	2
SNORA16A	153	172	84	96	100	84	34	40	50	52
RAB42	128	176	58	86	99	102	53	86	123	169
TAF12	506	526	455	524	652	516	314	385	338	319
TAF12-DT	8	8	8	13	21	17	0	6	11	12
RNU11	0	0	0	0	0	0	0	0	0	0
GMEB1	1177	1092	677	779	1047	729	483	478	646	613
LOC124904809	2	2	1	1	3	0	0	0	0	1
YTHDF2	3733	4324	1787	2251	4250	3213	2361	2828	1753	1763
OPRD1	105	138	18	30	44	59	45	21	58	77
EPB41	4115	4420	2481	3371	3846	2887	1896	2070	1054	1346
LOC124903886	5	1	1	1	1	5	0	0	2	8
TMEM200B	174	296	751	1446	627	487	803	967	124	193
SRSF4	3252	2618	2482	3054	3158	2800	1666	1904	1742	2293
MECR	607	577	389	458	727	577	356	495	465	477
LOC124903887	18	14	6	6	13	21	2	6	24	39
PTPRU	2193	1802	1674	2478	2217	1574	651	866	663	872
LINC01756	3	1	4	0	7	2	0	0	2	6
LOC107984933	0	0	0	0	14	6	0	0	0	0
LOC107984934	0	0	0	0	2	2	0	0	0	0
LINC01648	0	0	1	0	1	0	0	0	0	2
LOC105378617	0	0	3	6	0	0	0	0	0	2
LOC105378618	0	0	0	1	0	0	0	0	0	0
LOC124903888	0	0	0	0	0	0	0	0	0	1
MATN1	5	5	2	3	4	6	1	13	7	169
MATN1-AS1	8	2	3	8	5	6	8	17	16	23
LAPTM5	9	7	8	11	38	58	11	15	261	253
MIR4420	0	0	0	0	0	0	0	0	0	0
LOC105378620	1	0	2	0	2	1	0	0	1	8
LOC105378621	0	1	0	0	1	0	0	0	0	0
LINC01778	0	0	0	0	0	0	1	1	2	2
LOC400748	1	0	0	0	0	0	0	0	0	0
SDC3	1061	1053	715	943	1995	1475	2642	3437	2237	2372
PUM1	5945	5484	4415	5268	8026	6837	4311	4851	4377	3869
SNORD103A	0	0	0	0	0	0	0	0	0	0
SNORD103B	10	6	6	4	10	7	0	4	10	7
SNORD103C	8	12	4	3	9	14	3	4	10	7
LOC124904579	0	0	0	0	0	0	0	0	0	0
LOC107984935	7	4	5	3	12	7	2	2	6	4
NKAIN1	889	956	253	220	207	231	65	69	47	63
SNRNP40	2495	3094	1713	1832	2696	1988	873	1077	972	907
ZCCHC17	1169	1604	692	761	1267	923	864	1176	978	729
FABP3	310	244	121	114	125	89	3171	6590	19675	10799
LOC124903892	1	4	5	1	9	3	3	3	1	8
LOC105378623	0	0	0	1	0	0	0	0	2	2
SERINC2	366	389	171	172	185	124	102	118	92	183
LOC124903900	7	11	1	5	7	1	1	1	5	14
LOC105378625	3	0	1	0	0	0	1	1	3	1
LOC105379772	0	0	0	0	0	0	0	0	0	0
LDC1P	0	0	2	0	1	0	0	0	0	26
LINC01226	1	0	0	0	0	0	0	0	0	24
LOC124903917	2	0	0	0	2	0	0	0	0	4
LOC105378626	1	3	1	2	3	3	0	3	12	35
TINAGL1	218	208	40	50	44	47	71	117	796	1159
HCRTR1	27	26	11	21	53	56	9	15	67	102
PEF1	452	682	504	622	940	735	720	896	778	700
PEF1-AS1	5	9	5	5	3	14	3	4	46	113
COL16A1	377	500	288	413	654	646	467	455	4481	7157
LOC101929444	16	12	10	9	26	23	7	5	95	154
ADGRB2	748	772	605	886	982	845	2007	3050	2136	1574
MIR4254	0	0	0	0	0	0	0	0	0	0
LOC124903930	2	1	3	1	2	2	0	1	0	2
SPOCD1	32	21	64	95	39	54	10	14	1	13
PTP4A2	3804	4310	2942	4069	5031	4126	3705	5110	4230	4283
LOC128031832	0	0	0	0	0	0	0	0	0	0
KHDRBS1	5631	4503	4412	5605	6779	5450	2852	2761	4442	4601
TMEM39B	300	313	321	422	329	269	131	142	255	289
MIR5585	2	1	0	0	0	2	0	1	4	3
KPNA6	5951	6539	4072	4613	5642	4361	4537	5389	4275	3003
TXLNA	1475	1594	853	1158	1588	1239	1122	1242	1199	1360
CCDC28B	286	230	221	283	417	277	342	463	376	342
IQCC	71	59	85	91	181	150	43	49	188	199
DCDC2B	11	6	14	30	44	42	12	18	77	65
TMEM234	128	175	181	236	380	242	295	287	275	265
EIF3I	5357	6109	3871	5008	5074	3493	2925	3944	2936	2041
MTMR9LP	159	159	87	80	389	268	52	78	249	331
FAM167B	32	27	8	6	27	36	1	10	22	13
LCK	1512	1692	508	354	90	53	2	0	10	165
HDAC1	2461	2813	3636	4898	5743	4127	1298	1299	1600	1431
MARCKSL1	5990	7568	3396	3778	6708	4474	2888	3202	2854	2584
LOC124903949	12	9	14	15	39	17	2	6	2	5
LOC105378629	0	0	0	3	3	4	1	2	5	4
LOC124903933	75	44	63	68	87	74	28	37	195	288
FAM229A	17	23	21	34	42	42	17	60	49	41
TSSK3	36	43	32	52	67	61	17	21	49	70
BSDC1	974	1469	934	1334	1837	1340	1484	1636	1787	1504
ZBTB8B	385	427	269	370	735	676	241	319	209	471
ZBTB8A	503	509	499	799	1011	955	208	323	799	1404
LOC124903952	1	2	2	3	11	8	0	0	5	10
LOC102723870	15	13	14	12	27	15	13	10	10	22
ZBTB8OS	576	732	530	744	602	488	395	540	373	337
RBBP4	5558	5807	5424	7036	10452	7725	3648	4095	4618	3955
SYNC	1	6	5	2	7	3	30	25	149	166
KIAA1522	1571	1592	1488	2115	1356	845	224	162	292	456
YARS1	7297	8241	3093	3775	3490	2509	3053	5976	1167	1099
S100PBP	1721	1804	1308	1507	2466	1813	1123	1417	1210	1384
FNDC5	26	35	61	85	299	125	105	219	356	529
LOC105378631	5	2	4	3	0	4	0	0	0	1
HPCA	15	7	14	12	15	24	2	1	3	10
TMEM54	107	79	163	188	632	416	109	86	23	50
LOC105378632	0	1	17	15	4	3	0	4	0	0
RNF19B	608	547	611	1122	544	339	351	554	463	348
LOC107984936	2	2	1	3	2	0	0	1	3	9
AK2	2910	2767	2122	2997	2258	1781	1762	2811	2853	2335
LOC124903969	0	0	0	0	0	0	0	0	0	0
LOC105378635	1	2	1	3	5	4	1	0	1	1
AZIN2	55	36	25	54	150	79	83	129	103	134
ZNF362	387	465	277	355	889	549	722	678	1046	1095
TRIM62	251	270	59	68	154	67	138	176	127	163
A3GALT2	0	0	2	0	3	1	0	0	2	2
PHC2	353	336	1401	2153	2741	1826	1569	1358	2688	1827
MIR3605	1	2	4	1	4	5	2	0	5	7
PHC2-AS1	2	0	2	4	15	14	1	2	1	10
ZSCAN20	422	257	412	461	569	429	418	454	459	400
CSMD2	474	418	348	243	62	50	11	14	12	62
LOC124903976	8	4	9	6	0	0	0	0	0	1
HMGB4	5	2	1	0	0	0	0	0	0	1
CSMD2-AS1	6	2	5	0	0	0	0	0	0	0
C1orf94	78	99	16	20	3	3	0	0	0	1
LOC105378639	0	0	0	0	0	0	0	0	0	0
LOC105378641	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0
LOC105378642	1	0	0	0	0	0	0	0	5	3
GJB5	6	6	2	4	3	1	0	0	0	3
GJB4	2	9	3	2	12	6	0	0	0	5
GJB3	23	18	11	6	7	0	0	2	10	20
GJA4	13	17	43	111	55	32	16	17	776	645
SMIM12	616	865	389	479	713	582	673	781	879	690
DLGAP3	142	236	66	87	74	57	10	18	9	5
GPR199P	15	24	18	19	67	48	9	19	32	43
TMEM35B	133	136	289	412	383	286	97	140	142	144
ZMYM6	464	494	363	386	612	468	530	750	623	761
LOC124903990	0	1	2	2	2	1	0	0	0	0
ZMYM1	1775	1696	1084	1447	2097	1901	510	652	781	1076
LOC105378644	7	2	1	3	3	0	2	1	2	11
SFPQ	10201	16919	11967	14916	21339	22527	4634	2487	11281	14645
ZMYM4	5017	5021	4268	4910	6075	4722	3225	3906	3942	3780
LOC124900419	4	0	0	0	0	1	0	0	1	6
ZMYM4-AS1	8	1	2	7	2	3	1	1	12	12
KIAA0319L	1790	1679	1500	1784	2866	2099	2750	3445	2807	2056
NCDN	645	1098	454	525	518	389	1224	1415	818	712
TFAP2E-AS1	11	2	5	3	7	6	1	0	6	8
TFAP2E	15	8	17	13	10	19	5	4	12	25
PSMB2	2469	2255	1347	1336	1592	1376	1382	1556	1417	1402
LOC105378646	0	0	0	0	0	0	0	0	0	0
C1orf216	224	338	95	96	213	245	304	385	329	389
CLSPN	1626	2271	567	406	2119	1935	279	309	1371	1395
AGO4	778	745	951	1381	2816	2573	1591	2226	2844	2031
AGO1	8104	6775	4055	4017	5048	4755	2287	2033	1985	1779
AGO3	1431	966	1081	1328	1843	2005	1079	1167	2092	2764
LOC105378647	10	7	2	12	19	22	1	2	25	67
TEKT2	27	20	91	155	126	82	4	7	22	44
ADPRS	821	768	540	617	743	532	705	977	599	437
COL8A2	143	116	36	59	54	35	10	1	186	667
TRAPPC3	818	842	818	971	1153	773	1013	1209	820	695
MAP7D1	1262	1548	1256	1654	3181	2316	2933	3353	2962	2152
THRAP3	7846	7665	5588	6267	8812	6741	4285	4035	5322	4878
SH3D21	629	400	1049	1968	501	425	275	831	537	589
EVA1B	19	5	17	47	16	8	7	20	18	20
STK40	668	828	321	450	817	655	1463	1501	1372	1183
LOC124904012	51	59	29	43	45	34	27	44	16	38
LSM10	424	331	157	149	208	164	359	401	119	117
LOC124904013	1	2	5	4	12	10	5	5	0	3
OSCP1	45	47	222	282	200	135	149	167	127	105
SNORA63C	0	0	0	0	4	4	3	1	2	1
LOC107984940	3	0	1	1	1	3	0	0	2	2
MRPS15	1734	2051	1475	1609	1587	1028	1125	1335	913	758
CSF3R	0	0	44	55	68	54	46	27	66	35
LOC107984941	0	0	0	0	1	2	0	0	0	0
LOC105378648	0	0	0	0	2	0	0	0	0	1
LOC124904023	0	0	23	37	37	17	2	0	0	0
GRIK3	17	55	9	8	253	168	3	2	29	246
LOC124904027	0	0	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0
LOC107984942	2	0	0	0	0	0	0	0	0	0
ZC3H12A-DT	10	26	10	11	4	4	5	6	16	25
ZC3H12A	226	259	144	153	251	140	124	148	67	78
MIR6732	0	1	1	1	0	0	0	0	0	1
MEAF6	557	636	581	751	917	617	671	893	814	851
MIR5581	7	4	2	7	8	4	1	2	18	18
LOC105378649	0	2	2	3	8	1	1	0	0	3
SNIP1	616	685	558	775	858	615	419	437	451	380
DNALI1	209	187	444	576	666	461	259	332	208	232
GNL2	2963	3493	1926	2508	2695	2331	1520	1941	1352	1194
RSPO1	2	1	1	5	3	1	9	0	48	143
C1orf109	853	1040	564	736	1029	789	422	532	372	272
CDCA8	1365	1494	959	1204	2013	1328	183	137	740	600
EPHA10	28	23	4	12	16	6	1	7	1	4
LOC124904835	0	0	0	0	0	0	0	0	0	0
LOC105378650	0	0	0	0	0	0	0	0	0	0
MANEAL	210	325	141	112	60	47	52	98	37	68
YRDC	506	722	286	431	409	340	203	207	222	146
C1orf122	372	520	270	307	560	400	819	931	596	458
MTF1	303	281	194	296	407	389	186	179	510	489
INPP5B	1117	1280	892	1028	1276	987	415	531	559	682
LOC124904043	10	4	4	7	13	8	2	4	34	51
LOC105378651	8	5	4	3	11	10	4	5	8	22
SF3A3	4953	6108	2724	3261	3354	2648	1496	2046	1645	1605
FHL3	478	512	546	826	657	529	443	409	297	434
UTP11	1183	1527	715	726	1223	919	660	953	689	780
POU3F1	665	409	137	108	29	7	7	0	4	4
MIR3659HG	62	21	4	7	5	3	2	3	0	4
MIR3659	1	0	0	0	0	0	0	0	0	0
LINC02786	5	7	0	0	0	0	0	0	1	1
LOC105378654	6	3	4	2	0	1	0	0	0	1
LINC01343	0	0	0	0	0	0	0	0	0	0
LOC105378657	88	66	221	181	18	14	0	0	1	3
LOC107984943	23	15	16	23	1	0	0	0	1	1
LINC01685	0	1	0	2	0	0	0	1	0	0
LOC105378658	0	0	0	0	0	0	0	0	1	1
LOC105378660	0	3	0	0	0	0	0	0	0	0
RRAGC	262	226	209	308	286	271	235	274	594	591
GJA9-MYCBP	5	1	7	3	11	5	3	0	9	4
MYCBP	1	0	0	1	0	1	0	0	0	3
LOC105378663	0	0	1	0	0	0	0	0	2	3
GJA9	0	0	0	0	0	0	0	0	0	0
RHBDL2	11	6	11	7	6	7	4	1	32	30
LOC105378662	1	0	1	5	4	1	2	4	2	2
AKIRIN1	5605	6357	2715	3302	3789	2989	3861	4373	2147	1782
NDUFS5	3766	4426	2078	2104	3149	2214	2667	3528	4687	2694
LOC124904088	35	18	26	30	49	58	14	19	93	116
MACF1	20863	14332	8492	6153	18570	22884	33043	27059	55244	42269
