	day0_rep1	day0_rep2	day2_rep1	day2_rep2	day5_rep1	day5_rep2	day14_rep1	day14_rep2	fetal_rep1	fetal_rep2
LINC01654	0	0	0	0	0	0	0	0	0	0
IGSF21	484	386	619	1021	348	474	4	0	3	8
IGSF21-AS1	8	0	2	0	6	10	0	0	0	0
LOC124903864	3	1	0	0	0	8	0	0	0	0
LOC124903863	368	420	37	16	24	50	0	0	2	2
LOC124903865	19	15	1	2	10	10	3	3	6	5
KLHDC7A	516	852	64	35	28	10	7	3	5	3
PAX7	2	5	39	59	67	39	0	0	5	3
TAS1R2	2	0	0	0	0	0	0	0	0	0
ALDH4A1	1287	1393	1121	1408	2028	1414	3352	3964	2294	1768
MIR4695	0	0	0	0	0	1	0	0	0	0
MIR1290	1	0	0	4	1	2	0	0	0	7
LOC124903866	1	5	7	8	9	11	11	6	19	18
IFFO2	1309	1165	640	740	837	622	882	733	558	560
LOC105376815	0	1	0	0	1	1	0	0	2	0
UBR4	18673	11694	10717	8221	13587	15357	16061	18270	29242	20101
EMC1-AS1	32	29	17	36	53	44	18	24	47	53
EMC1	3264	3511	2935	3697	5359	3937	2573	2659	2522	2719
MRTO4	1864	3068	1153	1480	1636	1370	696	1000	860	860
AKR7L	23	18	12	30	17	32	5	11	11	13
AKR7A3	26	19	16	28	39	40	3	9	19	17
LOC124903867	77	60	72	84	106	107	77	84	87	91
LOC100506730	133	97	137	155	239	215	172	196	130	142
AKR7A2	1253	1400	1477	1789	2155	1549	1457	1671	1255	923
SLC66A1	540	899	500	682	757	599	634	658	425	439
CAPZB	3394	3119	2590	2883	3564	2380	2795	2662	3124	2956
LOC124903868	13	2	4	8	14	12	2	1	28	32
LOC124903869	6	2	2	2	10	11	2	0	19	28
LOC105376819	12	5	7	16	12	13	1	9	19	20
LOC105376818	0	1	0	0	0	1	0	2	2	2
LOC105376817	0	0	0	0	1	0	0	0	0	2
LOC124904816	0	0	0	0	0	0	0	0	0	1
MICOS10-DT	0	0	0	0	1	1	0	2	6	7
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0
MICOS10	874	974	384	438	549	331	1082	1217	1008	812
RPS14P3	197	248	194	219	365	286	98	122	72	83
NBL1	3	11	1	1	1	1	1	0	11	17
HTR6	19	6	2	1	4	1	0	1	1	3
TMCO4	269	253	202	204	133	89	202	352	321	322
RNF186	0	0	0	0	0	0	0	0	0	1
LOC105376823	0	0	0	0	0	0	0	0	0	0
OTUD3	1604	1299	1058	1447	1670	1703	606	581	973	1413
PLA2G2E	0	1	1	1	0	0	0	0	0	0
PLA2G2A	29	22	1	0	1	0	1	0	34	101
PLA2G5	2	3	6	3	0	0	0	0	1130	873
PLA2G2D	0	0	0	0	0	0	0	0	0	0
PLA2G2F	0	1	0	0	1	0	0	0	0	6
LOC117779438	0	0	0	0	0	1	0	0	0	1
PLA2G2C	3	0	4	9	4	2	1	5	0	2
UBXN10	62	79	266	349	157	100	130	116	73	93
LOC105376825	0	0	3	6	1	0	6	1	5	6
LOC105376826	5	5	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	1
LOC105376828	0	0	0	0	0	0	0	0	0	0
VWA5B1	65	39	8	15	44	21	1	0	4	3
LOC124903870	3	3	0	2	5	1	0	0	0	0
LINC01141	1	0	0	2	0	0	0	0	2	3
LOC124903871	0	0	1	0	1	0	1	0	0	0
CAMK2N1	43	51	39	77	172	74	39	8	117	131
MUL1	784	915	563	734	1053	692	1776	1856	1139	867
FAM43B	120	142	27	28	36	27	27	48	33	49
CDA	223	159	704	769	55	33	0	2	3	15
PINK1	486	680	245	213	371	220	1530	1471	795	435
MIR6084	0	0	0	0	0	0	0	0	0	0
PINK1-AS	118	122	112	133	191	141	234	177	165	145
DDOST	9679	10402	9556	11999	14115	9752	6367	5962	4731	3980
KIF17	440	406	393	630	425	389	45	144	108	53
SH2D5	346	417	78	71	127	96	13	67	19	4
HP1BP3	3041	3197	2888	4433	8319	6572	3112	2965	7395	8190
EIF4G3	5406	5715	3937	3868	7915	6471	4903	5473	4829	4797
LOC105376830	10	5	4	5	7	14	0	2	16	25
LOC105376829	10	6	8	3	9	22	1	1	12	22
MIR1256	4	0	0	0	8	7	2	1	4	12
ECE1	2414	2693	2562	3468	9625	6177	4204	4634	6002	4858
LOC124903872	9	7	7	4	38	29	6	6	27	45
ECE1-AS1	13	13	13	8	52	44	10	25	36	38
LOC105376832	0	0	0	0	0	0	0	0	0	0
NBPF3	341	335	294	377	558	417	187	224	121	381
ALPL	6449	6529	3987	4607	2223	1501	29	6	81	112
LINC02596	1	0	0	0	1	0	0	0	0	0
RAP1GAP	547	481	805	997	448	273	281	664	541	494
USP48	3906	3972	2184	2582	2206	1748	1808	2087	2538	2833
LDLRAD2	11	19	14	18	27	29	8	14	58	50
HSPG2	9660	6252	16078	17919	12895	10794	8925	10216	52282	49322
CELA3B	1	0	2	0	0	1	0	0	0	0
CELA3A	0	2	0	0	0	1	0	0	1	0
LINC01635	22	19	11	9	28	14	1	4	11	11
LINC00339	497	555	351	467	570	365	320	361	191	209
CDC42	7090	7983	6050	7927	11077	8509	8670	9412	7605	6928
WNT4	51	30	185	396	49	41	42	12	89	142
LOC105376845	0	2	11	14	1	1	1	2	0	10
LOC105376850	2	2	3	5	2	0	5	6	6	4
LOC107985377	0	0	0	0	0	0	1	0	0	2
MIR4418	0	0	0	0	0	0	0	0	0	0
LOC105376856	1	0	0	0	0	0	6	6	12	9
ZBTB40	2623	2986	1901	2075	2605	2353	2169	2194	2895	2529
EPHA8	220	173	74	82	29	17	11	13	0	0
MIR6127	0	0	0	0	0	0	0	0	0	0
C1QA	0	2	0	0	1	0	0	0	273	189
C1QC	0	0	0	0	0	0	0	0	279	298
C1QB	1	0	0	0	1	0	0	0	287	212
EPHB2	844	949	527	558	19730	12935	4548	3654	600	2045
MIR4684	2	0	0	1	5	8	0	0	1	1
MIR4253	0	0	0	0	2	1	0	0	0	4
LOC124903874	1	1	0	1	30	32	1	3	3	17
LACTBL1	1	0	1	0	2	0	0	0	1	0
TEX46	1	1	0	2	2	2	0	0	1	2
KDM1A	16786	20280	9823	11149	16398	12933	5943	7097	5685	4824
MIR3115	3	3	0	4	2	2	0	0	6	5
LUZP1	3685	4395	1864	1950	3982	3734	4338	4522	4973	4784
HTR1D	42	42	17	56	45	36	2	0	7	3
LINC01355	119	54	119	137	205	399	36	54	388	710
HNRNPR	6326	7975	5700	5166	12396	10947	3843	3661	5816	6949
ZNF436	124	99	664	710	686	509	3388	5324	4968	2946
ZNF436-AS1	29	18	336	425	342	316	129	155	393	189
TCEA3	7	1	133	180	186	163	2001	2291	4117	2499
LOC124903875	20	21	11	18	27	18	7	7	55	59
ASAP3	2655	3202	2223	2371	2777	1868	2170	3171	2906	2708
E2F2	301	587	90	39	674	517	73	79	535	630
LOC101928163	9	10	3	1	18	5	0	0	11	16
LOC124903876	10	9	6	5	11	6	1	0	2	1
LOC105376859	58	42	31	33	78	52	11	11	9	11
ID3	4962	6487	4365	5669	11705	8272	3642	3372	2479	2291
LOC107984928	1	0	2	4	15	15	26	28	3	1
MDS2	1	0	3	5	1	1	0	0	0	0
RPL11	31246	30217	30099	35717	48221	38161	10730	13704	18685	14761
ELOA	2723	3561	1910	2247	2804	2276	2615	3018	2446	2063
ELOA-AS1	25	38	19	39	71	46	18	29	38	36
PITHD1	1770	2348	1495	1735	2199	1658	1388	1750	1007	1012
LOC105376860	19	10	6	6	10	12	1	5	1	16
LYPLA2	3015	4357	1568	1565	2826	2148	1723	1810	843	870
GALE	713	1029	1107	1211	1119	923	755	1043	617	538
HMGCL	999	609	1687	2407	1370	949	999	1361	617	511
LOC105376861	6	6	6	15	7	1	0	2	1	0
FUCA1	520	521	471	681	945	576	851	916	389	528
CNR2	2	0	0	0	1	2	0	0	2	4
MIR378F	0	0	0	0	0	0	0	0	0	0
LOC124903877	1	0	1	4	2	0	0	1	1	1
PNRC2	3109	4021	2295	2774	6204	4635	1780	1838	2606	2634
SRSF10	4676	6034	3244	3516	6334	5849	2412	2553	3772	4897
LOC105378615	0	0	0	0	1	0	0	0	0	0
LOC105376863	0	3	0	0	1	0	2	1	0	3
LOC107984931	0	0	0	0	0	0	0	0	0	0
MYOM3	7	14	2	5	29	13	51	30	84	39
MYOM3-AS1	0	0	0	0	0	0	0	0	1	0
LOC124903878	7	5	0	0	0	0	36	28	1	0
LOC105376864	9	5	1	0	1	1	77	37	1	0
IL22RA1	17	16	1	1	2	2	5	0	7	8
LOC124903879	348	402	64	71	374	245	407	386	337	166
IFNLR1	262	317	259	362	293	192	131	155	114	98
LINC02800	0	0	0	1	0	0	0	0	0	1
GRHL3-AS1	1	3	5	5	46	14	3	7	31	23
GRHL3	46	27	8	21	46	26	38	24	22	36
STPG1	226	199	311	338	376	248	180	266	185	205
NIPAL3	482	596	220	252	922	649	1649	1885	1278	916
RCAN3AS	3	2	6	9	3	3	0	0	0	2
RCAN3	963	1093	1528	2153	1259	1049	517	589	670	751
NCMAP-DT	1	0	0	0	0	0	0	0	0	0
NCMAP	16	12	2	7	8	3	2	0	22	15
SRRM1	5823	4677	3771	4081	5421	5167	1824	2045	3444	4466
LOC124904829	2	8	0	3	3	3	0	0	3	4
CLIC4	11815	11260	5897	6994	10175	8773	9798	17551	21283	16806
LOC105376876	0	0	0	0	0	0	1	0	0	4
RUNX3	92	22	30	51	13	6	1	1	7	57
MIR6731	1	0	0	0	0	0	0	0	0	0
RUNX3-AS1	4	2	4	1	1	2	0	0	0	6
MIR4425	0	0	0	0	0	0	0	0	0	0
LINC02793	0	0	0	1	1	1	0	0	0	1
LOC124903880	0	0	0	0	0	0	0	1	1	0
SYF2	1128	1298	1106	1687	1528	1058	980	1151	955	774
LOC124903881	23	28	33	34	59	47	8	29	54	59
RSRP1	1121	1114	898	1237	1734	1521	949	1011	2073	3631
LOC105376882	0	1	0	1	0	0	0	0	0	1
RHD	22	13	20	12	24	25	5	5	78	52
TMEM50A	1816	2138	1915	2380	2944	2152	2064	2423	1695	1391
LOC124904823	1	2	0	0	1	5	0	0	1	5
RHCE	15	2	16	33	33	44	21	47	60	85
MACO1	735	1066	619	794	1472	1145	947	1004	977	1047
LDLRAP1	561	823	337	392	586	394	556	564	672	587
MAN1C1	412	359	65	55	108	69	1573	2296	967	736
SELENON	3460	3117	2986	3421	4153	2867	3810	3816	4149	3697
MTFR1L	447	489	494	847	1082	793	3643	4526	2286	1394
LOC646471	60	56	110	226	167	130	348	373	292	303
AUNIP	929	1069	446	581	782	755	101	139	114	125
PAQR7	447	472	917	1922	745	593	721	1020	351	582
STMN1	10656	13020	8132	10687	20247	15756	6289	7217	13290	13069
MIR3917	0	0	0	0	0	0	0	0	0	0
LOC105376885	1	1	0	1	5	4	0	0	1	0
PAFAH2	494	563	498	572	1123	803	698	710	382	413
LOC124900433	0	0	0	0	0	0	0	0	1	2
EXTL1	69	72	119	149	244	184	355	379	223	305
SLC30A2	12	8	15	12	39	32	72	212	40	40
LOC105376910	0	0	0	0	1	0	0	4	31	21
TRIM63	1	0	5	0	3	3	735	1350	6220	2856
PDIK1L	297	279	244	244	702	595	380	449	504	583
FAM110D	35	53	27	40	171	99	393	313	124	68
C1orf232	3	3	4	9	11	7	1	0	0	1
ZNF593OS	20	28	18	16	36	34	9	6	22	7
ZNF593	173	187	112	156	165	120	90	132	85	61
CNKSR1	264	289	329	438	542	438	150	192	128	171
CATSPER4	15	18	14	17	11	14	0	2	0	2
LOC124903882	4	5	4	4	4	0	14	23	6	1
ZPLD2P	46	56	27	30	10	6	47	58	14	15
CEP85	2504	2840	1168	1257	2734	2139	1123	1489	1640	1332
SH3BGRL3	1286	860	1380	1900	1422	900	639	562	590	615
UBXN11	133	171	206	246	411	335	147	163	292	346
CD52	29	40	7	19	20	14	1	1	7	22
CRYBG2	450	498	97	82	250	168	66	9	29	3
ZNF683	1	3	5	4	2	0	0	0	1	1
LIN28A	73202	82007	45224	63039	64723	45918	2286	1461	3	1
LOC124903883	16	14	6	12	24	9	2	1	3	7
DHDDS	959	1231	886	1008	1416	1118	1153	1655	1041	1045
DHDDS-AS1	11	13	11	19	46	29	8	3	66	83
HMGN2	5688	7170	4685	5207	11078	7656	3298	3951	7430	7159
LOC124903884	22	23	17	23	34	22	1	5	0	7
RPS6KA1	2970	3327	1475	1807	1681	1252	875	1148	388	373
MIR1976	1	0	0	0	0	0	0	0	0	0
LOC124904769	0	0	0	0	0	0	0	0	0	0
LOC124904813	0	0	0	0	0	0	0	0	0	0
LOC105376888	1	0	1	0	3	1	0	0	2	2
LOC124900417	40	46	43	38	125	87	29	31	50	72
LOC101928728	0	0	0	0	0	0	0	0	0	0
ARID1A	6074	4914	5234	5530	9195	8863	5506	5164	8725	7671
PIGV	522	499	719	923	948	622	342	492	332	281
ZDHHC18	1382	1634	1692	2796	2160	1651	597	679	726	675
SFN	200	191	129	117	31	12	11	4	5	18
GPN2	936	1048	770	1141	1109	747	1164	1585	797	640
GPATCH3	362	415	338	405	432	339	319	388	269	224
NUDC	4212	4836	2455	2315	3030	2553	2223	2565	1691	1444
NR0B2	0	3	4	6	1	1	9	11	17	7
KDF1	643	762	411	573	434	311	45	24	5	21
OSTCP2	5	2	5	3	4	2	2	2	0	3
TRNP1	948	1298	331	380	138	78	806	1281	773	529
TENT5B	2630	3704	473	458	281	222	266	272	140	80
LOC101928391	70	59	9	8	9	11	2	1	8	15
SLC9A1	399	317	258	255	548	436	313	244	467	664
LOC102723760	0	0	0	0	0	0	0	0	0	0
WDTC1-DT	2	0	1	0	0	1	0	1	0	0
WDTC1	1371	1484	1023	1338	2922	2040	2317	2469	2266	1724
TMEM222	481	629	610	867	998	713	907	903	710	591
ACTG1P20	80	78	55	82	152	138	24	40	94	151
SYTL1	380	311	292	437	553	425	383	591	107	348
MAP3K6	366	432	383	455	510	381	372	573	670	652
FCN3	18	10	9	12	23	31	20	41	22	15
CD164L2	77	65	81	109	33	13	0	1	1	5
GPR3	302	336	126	166	78	53	43	50	29	25
WASF2	3941	2671	3139	4552	3210	2704	2282	2588	5028	4944
LOC105376892	2	2	16	10	21	17	12	23	11	15
AHDC1	1333	1144	1685	2280	3435	2608	2915	2888	2702	2818
FGR	24	11	5	10	3	1	0	2	20	48
LINC02574	0	0	3	0	1	1	0	0	0	0
IFI6	97	114	48	69	118	65	214	172	387	377
FAM76A	560	597	424	446	621	497	376	545	651	662
STX12	400	376	477	679	979	890	809	865	1102	1234
LOC124903885	7	10	6	8	19	10	2	3	13	15
PPP1R8	1627	2003	1690	2084	2697	2095	1469	1827	1319	1180
SCARNA1	24	16	9	15	33	56	38	14	20	25
THEMIS2	505	627	226	268	272	181	21	35	67	59
RPA2	1569	2415	1260	1507	2630	2102	1390	1949	1323	1033
SMPDL3B	1011	1418	156	108	274	174	272	273	29	46
XKR8	719	787	673	1028	713	476	700	835	329	327
EYA3	2340	2519	1405	1688	2657	2228	2153	2101	1944	1725
PTAFR	209	241	101	141	41	30	6	6	78	77
DNAJC8	4326	4965	3601	4006	5011	3489	2568	3078	2104	1787
ATP5IF1	2517	3191	1714	1992	2719	1871	3386	3567	2209	1677
SESN2	1403	1746	411	725	874	735	2230	3770	317	278
MED18	521	522	385	565	672	455	560	602	296	227
PHACTR4	2095	1886	1336	1604	2173	1906	1214	1308	2047	2169
SNHG3	3816	3698	1808	2615	1867	1753	216	263	520	733
RCC1	4110	4169	3309	4674	3475	2773	943	983	794	780
SNORA73A	6031	4083	4548	7179	7646	9663	5727	5273	2570	3614
SNORA73B	3031	1821	2097	3592	3693	5944	3163	3047	1028	2035
LOC124904836	19	17	9	15	20	19	0	1	2	9
TRNAU1AP	548	706	752	1039	1191	920	525	736	586	597
SNHG12	852	1014	258	381	495	420	69	85	219	325
SNORD99	40	55	8	10	17	16	1	5	10	14
SNORA61	0	0	0	0	0	0	0	0	0	0
SNORA44	1	4	0	2	1	1	0	1	0	3
SNORA16A	223	245	113	134	132	129	47	51	60	66
RAB42	201	305	92	123	145	132	79	138	167	262
TAF12	750	823	705	774	989	801	489	640	450	435
TAF12-DT	17	18	13	26	63	52	1	6	14	18
RNU11	0	0	0	0	0	0	0	0	0	0
GMEB1	1670	1597	997	1154	1523	1128	716	689	827	859
LOC124904809	2	3	1	1	3	1	0	0	0	2
YTHDF2	5555	6395	2612	3306	6104	4700	3538	4123	2333	2496
OPRD1	149	198	24	45	67	96	66	41	81	105
EPB41	5873	6322	3588	4715	5517	4152	2782	2939	1331	1770
LOC124903886	7	1	1	1	4	8	1	0	2	10
TMEM200B	281	461	1146	2149	950	746	1179	1404	176	290
SRSF4	4768	3937	3773	4595	4662	4193	2571	2785	2310	3111
MECR	898	869	583	675	1071	861	522	740	608	655
LOC124903887	28	16	11	10	19	29	5	8	33	52
PTPRU	3313	2785	2615	3770	3439	2481	1005	1306	922	1295
LINC01756	4	2	6	4	7	4	0	0	3	11
LOC107984933	1	0	0	0	19	6	0	0	0	0
LOC107984934	0	0	0	0	3	3	0	0	0	0
LINC01648	0	0	1	0	2	0	0	0	0	2
LOC105378617	0	1	2	6	0	0	0	0	1	3
LOC105378618	0	0	1	1	0	0	0	0	0	0
LOC124903888	0	0	0	0	0	0	0	0	0	2
MATN1	7	6	3	6	4	9	5	15	7	242
MATN1-AS1	12	3	9	10	9	11	11	20	19	42
LAPTM5	12	12	17	18	56	85	16	21	342	332
MIR4420	0	0	0	0	0	0	0	0	0	0
LOC105378620	4	3	2	1	3	2	0	0	3	16
LOC105378621	0	1	0	0	1	0	0	0	0	0
LINC01778	0	0	0	0	1	0	1	1	2	3
LOC400748	2	0	0	0	0	0	0	0	0	0
SDC3	1713	1677	1165	1512	3244	2461	4410	5593	3225	3587
PUM1	8592	8126	6547	7693	11711	10134	6317	7133	5598	5232
SNORD103A	0	0	0	0	0	0	0	0	0	0
SNORD103B	14	12	9	9	19	12	3	5	11	11
SNORD103C	12	18	7	6	15	21	3	6	11	12
LOC124904579	1	0	0	1	0	0	0	0	0	0
LOC107984935	12	7	6	11	17	9	3	3	7	8
NKAIN1	1432	1485	398	344	334	367	95	127	58	105
SNRNP40	3616	4596	2528	2653	3812	2871	1265	1548	1245	1200
ZCCHC17	1694	2371	1008	1101	1808	1288	1244	1712	1207	954
FABP3	481	386	197	176	210	154	5082	10106	25604	14712
LOC124903892	4	6	6	2	12	6	5	3	3	9
LOC105378623	0	0	0	1	0	0	0	0	2	2
SERINC2	595	609	269	261	296	204	173	205	143	287
LOC124903900	11	20	4	6	7	5	1	1	6	23
LOC105378625	4	1	1	1	0	0	1	2	3	1
LOC105379772	0	0	0	0	0	0	0	0	0	0
LDC1P	1	0	2	1	1	0	0	0	0	34
LINC01226	2	1	0	0	0	0	0	0	0	32
LOC124903917	2	0	0	0	2	0	1	0	0	4
LOC105378626	2	6	1	4	4	5	1	3	20	52
TINAGL1	335	295	68	82	82	74	111	193	1134	1735
HCRTR1	38	33	25	25	73	77	12	19	87	133
PEF1	699	981	711	872	1345	1012	1073	1331	1015	943
PEF1-AS1	12	17	5	8	6	21	4	6	64	151
COL16A1	566	761	427	616	998	983	698	693	6408	10568
LOC101929444	25	20	15	11	33	36	10	10	141	233
ADGRB2	1175	1219	933	1357	1544	1316	3167	4633	2986	2378
MIR4254	0	0	0	0	0	0	0	0	0	0
LOC124903930	2	3	3	1	3	4	0	5	0	4
SPOCD1	48	35	82	137	75	74	10	20	4	23
PTP4A2	5663	6512	4462	6094	7623	6238	5685	7592	5533	5896
LOC128031832	0	0	0	0	0	0	0	0	0	0
KHDRBS1	7986	6431	6313	7871	9396	7712	4027	3917	5779	6250
TMEM39B	451	469	449	644	485	413	198	219	356	418
MIR5585	3	1	0	1	0	2	0	1	5	3
KPNA6	9088	10003	6300	6953	8543	6688	6967	8224	5601	4212
TXLNA	2113	2348	1272	1642	2298	1780	1646	1827	1596	1895
CCDC28B	444	348	307	412	608	423	554	677	544	491
IQCC	105	100	121	136	265	233	60	86	261	286
DCDC2B	20	16	31	50	75	57	15	20	106	129
TMEM234	196	251	262	359	532	368	438	420	381	395
EIF3I	8573	9898	6333	8008	8063	5558	4803	6159	4030	2989
MTMR9LP	239	248	110	106	556	404	75	117	325	465
FAM167B	44	50	15	15	47	52	5	14	34	22
LCK	2332	2548	800	564	137	81	2	1	11	239
HDAC1	3581	4172	5390	7098	8373	5996	1968	1902	2053	1927
MARCKSL1	9894	12691	5683	6187	11159	7332	4952	5342	4234	4164
LOC124903949	17	14	20	24	55	30	4	7	5	8
LOC105378629	1	1	0	5	7	5	3	4	8	4
LOC124903933	120	67	99	106	135	111	34	58	272	409
FAM229A	32	35	31	50	60	58	31	79	71	67
TSSK3	46	62	45	71	102	101	25	25	72	86
BSDC1	1532	2183	1400	1979	2757	2039	2250	2411	2403	2134
ZBTB8B	536	593	380	518	1029	936	351	449	258	624
ZBTB8A	745	733	721	1129	1457	1359	299	452	996	1851
LOC124903952	5	4	3	3	13	10	1	0	6	15
LOC102723870	22	24	17	15	37	22	15	14	13	29
ZBTB8OS	771	990	697	1028	819	681	551	784	477	450
RBBP4	8079	8446	7916	10029	14804	11100	5422	5831	5987	5327
SYNC	4	8	6	3	9	4	36	35	204	236
KIAA1522	2415	2426	2342	3291	2138	1348	378	255	402	658
YARS1	10647	12024	4509	5533	5099	3678	4490	8692	1515	1511
S100PBP	2436	2547	1834	2048	3451	2551	1608	1940	1525	1835
FNDC5	45	48	98	122	438	184	161	328	448	692
LOC105378631	11	2	4	4	0	7	0	0	0	2
HPCA	25	13	21	19	20	33	4	1	6	16
TMEM54	143	122	239	279	943	639	150	116	32	72
LOC105378632	0	1	23	21	8	4	0	4	0	1
RNF19B	945	848	901	1660	802	496	511	791	616	495
LOC107984936	3	2	1	3	2	0	0	1	4	13
AK2	4478	4253	3292	4562	3392	2757	2720	4221	3673	3281
LOC124903969	0	0	0	0	0	0	0	0	0	0
LOC105378635	1	2	1	7	6	7	2	0	2	1
AZIN2	73	63	55	81	220	122	123	190	142	178
ZNF362	672	810	486	577	1531	988	1272	1179	1535	1817
TRIM62	377	422	93	103	246	134	226	254	184	228
A3GALT2	1	0	2	1	5	5	0	0	3	4
PHC2	484	495	2111	3157	4006	2670	2327	1988	3589	2592
MIR3605	1	2	5	3	5	5	3	0	8	11
PHC2-AS1	2	1	2	5	27	24	2	3	2	12
ZSCAN20	656	377	630	661	833	640	629	681	589	559
CSMD2	717	611	510	377	95	75	20	20	16	93
LOC124903976	15	5	12	8	0	0	0	0	0	1
HMGB4	5	2	2	0	0	0	0	0	0	1
CSMD2-AS1	8	5	6	1	0	0	0	0	0	0
C1orf94	113	155	29	33	5	5	0	0	0	2
LOC105378639	0	0	0	0	0	0	0	0	0	0
LOC105378641	0	0	0	0	0	0	0	0	0	0
MIR552	0	0	0	0	0	0	0	0	0	0
LOC105378642	2	0	0	0	1	1	0	0	5	3
GJB5	10	9	2	5	5	1	0	1	0	4
GJB4	6	12	5	5	19	9	0	0	0	6
GJB3	32	27	12	13	7	3	1	3	14	25
GJA4	15	25	72	167	89	49	27	26	1115	970
SMIM12	912	1259	552	684	1081	882	998	1162	1142	925
DLGAP3	228	362	96	123	104	91	13	25	11	11
GPR199P	23	34	25	36	98	75	15	23	39	66
TMEM35B	185	208	419	586	558	400	128	193	178	189
ZMYM6	624	680	494	508	783	644	735	1021	753	994
LOC124903990	1	2	2	3	3	2	0	0	0	1
ZMYM1	2360	2311	1482	1907	2834	2545	705	913	961	1408
LOC105378644	7	2	0	3	2	1	2	2	2	12
SFPQ	14635	24902	17431	21355	30601	32736	6819	3527	14605	19729
ZMYM4	7048	7045	6111	6874	8440	6568	4664	5438	4994	4899
LOC124900419	3	0	0	0	0	2	0	1	1	7
ZMYM4-AS1	10	1	2	8	4	10	2	2	15	15
KIAA0319L	2658	2549	2276	2584	4262	3168	4165	5157	3695	2855
NCDN	948	1633	684	826	810	620	1927	2123	1155	1026
TFAP2E-AS1	11	5	6	3	13	10	1	1	7	13
TFAP2E	29	13	23	16	19	29	10	6	20	28
PSMB2	3583	3280	1984	1965	2293	2014	2060	2256	1815	1839
LOC105378646	0	0	0	0	0	0	0	0	0	0
C1orf216	326	451	134	152	332	362	461	562	420	507
CLSPN	2240	3289	801	562	2955	2766	403	443	1758	1844
AGO4	1123	1054	1358	2004	4050	3690	2342	3107	3589	2661
AGO1	11878	10091	6037	5922	7313	7046	3442	3103	2594	2453
AGO3	2043	1314	1529	1880	2530	2790	1513	1607	2606	3561
LOC105378647	14	8	4	16	22	32	1	4	33	74
TEKT2	42	34	132	213	183	124	8	12	29	65
ADPRS	1222	1164	786	871	1092	806	1058	1428	793	590
COL8A2	206	176	58	88	73	58	14	1	269	1054
TRAPPC3	1204	1199	1178	1369	1593	1134	1450	1691	1028	916
MAP7D1	2077	2537	2116	2693	5344	3925	4857	5415	4430	3259
THRAP3	11256	11331	8207	9101	12606	9991	6275	5889	6964	6777
SH3D21	1063	649	1840	3301	822	703	443	1339	810	944
EVA1B	27	10	28	70	21	10	8	26	23	29
STK40	1001	1297	481	660	1223	1022	2268	2319	1877	1683
LOC124904012	70	78	54	67	72	46	37	60	24	48
LSM10	612	464	218	205	289	243	531	573	155	153
LOC124904013	6	4	7	5	20	13	5	8	0	3
OSCP1	69	72	320	366	303	188	212	260	159	146
SNORA63C	0	0	0	1	3	6	6	4	3	2
LOC107984940	3	0	1	1	1	4	1	0	3	3
MRPS15	2473	2977	2117	2274	2230	1465	1590	1835	1205	1013
CSF3R	1	0	71	84	108	80	67	45	89	51
LOC107984941	0	0	0	0	2	1	0	0	0	0
LOC105378648	0	0	0	0	2	0	0	0	0	2
LOC124904023	0	1	39	50	52	26	2	1	0	0
GRIK3	36	79	13	12	391	242	7	5	40	350
LOC124904027	0	0	0	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0
LOC107984942	2	1	1	1	0	0	0	0	0	0
ZC3H12A-DT	16	33	13	14	6	8	10	12	22	33
ZC3H12A	328	397	214	230	363	213	187	223	91	117
MIR6732	0	2	1	1	0	0	0	0	0	1
MEAF6	758	929	837	1046	1268	897	956	1216	1034	1124
MIR5581	8	6	3	9	11	9	1	3	23	22
LOC105378649	0	2	4	3	9	6	2	1	0	4
SNIP1	900	1004	838	1110	1241	888	608	652	606	544
DNALI1	297	286	613	857	938	681	398	494	291	322
GNL2	4126	5002	2801	3456	3736	3251	2138	2673	1686	1575
RSPO1	3	1	4	10	6	4	10	0	66	201
C1orf109	1152	1489	794	997	1412	1132	600	739	476	381
CDCA8	1965	2201	1465	1709	2948	1923	275	230	945	810
EPHA10	41	38	9	15	25	9	4	11	3	7
LOC124904835	0	0	0	0	0	0	0	0	0	0
LOC105378650	0	0	0	0	0	0	0	0	0	0
MANEAL	318	474	203	164	87	65	85	140	51	93
YRDC	732	1026	440	617	575	494	289	299	278	218
C1orf122	524	741	372	446	750	556	1147	1266	858	679
MTF1	452	407	300	434	585	568	272	262	663	652
INPP5B	1596	1835	1289	1483	1850	1398	611	729	714	905
LOC124904043	14	8	4	9	16	18	3	4	43	69
LOC105378651	10	7	2	6	15	14	5	9	10	29
SF3A3	7088	8786	3973	4606	4817	3785	2175	2882	2056	2089
FHL3	749	823	885	1373	1117	826	710	659	407	651
UTP11	1646	2130	998	1030	1655	1283	944	1279	899	1012
POU3F1	1040	634	222	166	53	12	8	2	7	7
MIR3659HG	79	38	7	9	8	4	3	3	1	5
MIR3659	1	0	0	0	0	0	0	0	0	0
LINC02786	8	7	0	0	0	0	0	0	1	1
LOC105378654	8	4	6	6	0	1	1	0	0	1
LINC01343	0	0	0	0	0	0	0	0	0	0
LOC105378657	116	96	307	261	27	19	0	0	1	3
LOC107984943	38	25	31	39	1	0	0	0	1	1
