	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	GEF_1	GEF_2	GEF_3	GEF_4	IDA_1	IDA_2	IDA_3	IDA_4
PGD	3698	4704	1748	2433	1057	5063	2259	4633	2424	3036	1484	1977	824	2053	1371	2958	5744	1155	5082	2726
CENPS-CORT	2	9	2	0	1	2	1	2	1	7	2	2	2	1	1	6	7	0	4	3
CENPS	26	38	18	21	12	48	10	32	22	39	19	17	15	10	17	30	22	8	17	11
CORT	11	16	5	16	5	22	4	8	6	18	1	4	3	3	3	7	8	4	14	3
DFFA	1964	2274	817	1548	880	2738	999	2216	1100	1869	871	1022	581	979	782	1575	2904	1063	1703	1380
PEX14	705	832	237	489	259	1046	412	678	367	762	382	388	187	395	302	456	482	190	354	297
CASZ1	8368	8172	2271	7209	2393	9741	4406	6000	3101	9519	3868	4584	2417	4602	3347	4625	2612	1586	3124	2254
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	6	2
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1
C1orf127	22	16	7	15	6	37	10	7	2	14	10	6	4	18	18	14	64	3	66	35
TARDBP	7334	5943	2394	3873	2164	8659	2920	5871	2954	5280	2635	3692	1840	3428	3032	4248	4516	1596	4232	2489
MASP2	126	167	38	107	108	181	71	138	72	138	74	80	55	137	120	146	130	86	171	74
SRM	711	902	286	543	266	918	456	1137	635	734	264	424	162	374	186	477	549	150	449	261
EXOSC10	1640	1913	598	1280	757	2839	1043	1990	1059	1834	840	1154	551	1115	859	1214	1250	606	1255	674
EXOSC10-AS1	1	11	2	5	0	11	1	7	4	0	3	0	0	3	0	1	8	0	20	6
MTOR	3720	3626	1442	2875	1206	4323	1695	3296	1808	3449	1587	1976	898	1750	1420	2343	3244	1190	2135	1731
MTOR-AS1	0	1	1	2	0	1	3	8	1	0	1	4	0	4	1	2	5	2	9	6
LOC124904848	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
ANGPTL7	61	35	7	22	8	37	15	172	85	27	22	19	13	25	16	25	41	14	29	12
UBIAD1	598	737	282	524	271	901	373	733	326	760	330	356	226	408	333	455	530	190	574	296
LOC105376737	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	4	1	3	0
LOC105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
LOC105376740	3	5	0	1	2	3	0	3	0	0	1	2	2	4	1	2	5	2	1	1
LOC124903841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0
DISP3	6	4	3	7	2	7	24	7	5	13	4	6	1	54	3	1	56	4	433	51
LOC124903842	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	7	4	24	10
LINC01647	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1
FBXO2	177	135	34	34	80	145	61	102	40	36	51	51	12	140	45	64	800	145	1024	360
FBXO44	832	639	138	336	339	653	295	526	279	520	283	312	139	390	325	390	561	231	438	336
FBXO6	147	102	38	77	33	129	62	97	57	117	39	56	30	102	68	50	188	69	182	107
MAD2L2	712	633	173	464	253	826	304	671	359	658	327	379	126	269	206	349	255	169	273	192
DRAXIN	1	4	3	7	4	2	8	16	6	11	4	11	1	14	3	1	43	22	30	16
AGTRAP	302	365	82	222	152	460	238	407	220	325	176	208	79	256	124	139	291	122	373	239
C1orf167	0	0	0	0	0	1	0	3	0	1	0	2	1	0	0	1	6	2	4	1
C1orf167-AS1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	1	2	2	1
MTHFR	3772	3060	1008	2441	1187	4148	1731	2635	1341	3491	1593	1759	968	2121	1735	1829	1807	831	1337	1185
CLCN6	1667	1649	600	1240	477	1984	1184	1470	802	1479	959	1077	413	1163	934	1032	1098	411	1198	777
NPPA-AS1	17	9	5	10	2	10	11	37	22	8	3	7	0	10	3	4	15	4	22	11
NPPA	53213	30137	11820	32222	4140	42494	10405	78016	38736	35217	16649	11585	3692	3105	2757	8669	2452	2118	1353	3963
NPPB	13289	13866	3964	8655	1769	12812	2558	26926	11180	10344	5837	2888	1802	869	1247	3484	770	1109	276	1139
RNU5E-1	6	0	1	0	1	3	1	2	0	2	1	2	0	2	0	1	3	1	16	0
LOC124903843	4	6	2	1	5	9	8	1	1	2	1	2	0	15	0	3	55	2	118	7
KIAA2013	1478	1504	429	1075	557	2148	753	1469	701	1324	705	713	311	744	595	757	1066	462	899	785
PLOD1	6540	4052	1289	3759	2690	9201	3119	6657	3404	4433	3081	3568	966	2407	1548	2113	1703	1867	1669	1736
MFN2	18341	12615	5035	11062	3377	18885	5632	12547	6638	12335	7122	6194	3671	4885	5059	8880	9847	3445	6226	6991
MIIP	912	517	150	380	110	926	282	780	404	499	360	283	92	249	127	165	219	92	195	240
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	0	1	1	3	4	6	13	7	4	7	0	21	2	5	0	0	33	10	30	15
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	18	8	1	9	26	40	31	95	45	15	8	44	7	27	4	0	73	15	48	36
LOC124903844	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	4319	4716	1933	3153	3085	5101	2556	4933	2567	7550	1710	3248	2385	3597	2678	3680	3971	1888	2494	2062
LOC124903845	8	2	2	2	6	14	4	8	3	8	2	9	2	6	3	7	14	9	4	4
SNORA59A	3	18	3	6	12	7	9	10	2	19	9	7	6	18	3	13	2	2	6	1
LINC02766	1	4	10	3	2	5	3	26	22	15	1	5	6	3	0	6	44	5	9	5
DHRS3	1432	3393	1196	1531	1321	1590	1613	5329	2735	5090	498	1922	1524	1498	526	2434	1534	817	911	497
MIR6730	0	3	2	1	2	4	3	5	1	4	1	3	1	3	0	3	0	0	2	0
AADACL4	0	2	2	1	2	1	9	6	2	14	0	3	5	13	3	3	18	1	13	7
LOC124903846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	7	31	17
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	10	0	11	4
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
CFAP107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	5	3
PRAMEF12	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	5	0	1	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL1	3	2	0	3	0	5	0	1	0	1	0	0	0	0	1	0	0	0	1	0
PRAMEF2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0
PRAMEF18	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1
PRAMEF17	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0
PRAMEF20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	2
LRRC38	17	5	3	8	1	15	4	12	4	10	24	1	1	6	0	3	33	8	21	17
LOC102724856	16	13	1	7	1	19	4	6	3	6	6	9	1	3	0	3	16	1	16	8
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	1794	3078	1226	1455	395	2288	985	2863	1236	2695	791	1065	957	896	649	2051	1088	208	416	296
LOC105378612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0
LOC105376756	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	1742	2234	948	1526	720	2499	967	1889	927	1871	827	1084	600	1090	870	1482	2132	662	2110	1022
KAZN	240	327	113	180	96	272	106	425	192	162	99	98	65	106	89	271	259	77	144	101
LOC107985467	3	2	0	0	0	3	0	4	0	1	0	2	2	3	0	0	27	9	22	12
LOC124903847	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	7	4	3	1
KAZN-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	1
LOC124903850	13	0	0	0	1	1	0	0	1	1	1	6	0	2	2	1	17	0	6	6
LOC105376759	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1
LOC124903848	4	17	5	2	4	7	3	4	6	5	5	4	4	5	5	14	47	10	11	11
LOC107985469	3	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	5
LOC124903849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	14	6	3	6	15	9	4	9	4	3	4	3	1	7	4	4	10	9	22	13
TMEM51	446	298	65	183	113	430	125	327	199	239	142	153	55	135	93	152	157	109	185	121
TMEM51-AS2	9	2	2	3	3	0	1	10	1	0	0	2	0	2	2	4	10	3	5	0
FHAD1	2	5	1	6	4	2	3	4	2	4	1	3	1	2	1	2	52	10	28	12
LOC124903853	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	7	5	1	5
LOC124903852	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	2	1	0
FHAD1-AS1	3	3	0	4	2	3	1	1	3	3	0	3	0	2	2	1	4	1	4	6
LOC124903851	2	0	1	1	1	2	0	1	0	1	2	3	1	1	3	1	8	0	0	3
EFHD2-AS1	5	0	0	0	3	4	1	2	0	6	1	3	1	1	1	1	7	1	1	5
EFHD2	492	347	80	240	107	482	199	512	253	329	191	230	83	196	142	168	147	93	142	111
CTRC	0	0	1	2	0	0	0	2	0	5	0	0	0	2	0	0	1	0	10	2
CELA2A	0	0	0	0	0	5	0	0	0	0	1	1	0	0	0	0	5	1	1	0
LOC105376767	4	0	0	0	1	3	0	1	0	0	1	0	0	0	0	0	3	1	1	2
CELA2B	0	5	7	6	6	13	4	10	7	5	6	16	2	7	4	6	19	2	8	6
CASP9	1220	961	275	571	344	1249	493	683	348	782	475	523	231	545	437	513	846	292	505	438
DNAJC16	951	1290	518	944	438	1978	532	1089	610	1224	482	624	389	517	480	780	1411	411	756	642
SCARNA21B	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	2	0	0	0
AGMAT	17	16	8	19	13	25	12	17	23	9	7	8	2	7	12	9	40	5	28	21
LOC124903854	4	1	1	2	0	5	2	2	1	2	2	2	1	2	1	2	5	1	2	2
DDI2	1773	1450	683	1217	604	1885	650	1401	744	1348	716	787	564	821	784	862	1983	547	1314	1093
RSC1A1	3	1	0	2	1	3	1	3	0	2	1	0	0	4	0	1	12	0	1	3
PLEKHM2	4566	3792	1136	3581	1283	5598	2396	3796	1956	4246	2297	2252	1128	2406	1842	2026	3361	1077	3217	2445
SLC25A34	222	117	21	152	94	304	167	158	107	250	169	138	59	223	168	50	109	129	220	197
SLC25A34-AS1	5	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	3	0	1	0
TMEM82	1	0	1	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
FBLIM1	8387	4730	1500	5224	1767	10884	3401	5055	2712	6193	3319	3544	1808	3573	3158	2656	2172	1016	1786	2055
UQCRHL	111	25	12	70	27	160	24	61	41	78	36	50	18	42	30	32	25	22	34	35
SPEN-AS1	555	406	93	230	115	514	172	291	140	375	180	162	91	220	146	213	369	129	427	255
SPEN	3397	2539	1142	2542	1156	2967	1592	2816	1452	2864	1364	1834	765	1608	1208	1614	2551	1046	2571	1704
LOC124904815	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0
ZBTB17	1113	864	236	641	244	1166	442	697	415	994	407	432	263	501	342	458	596	226	477	474
LOC124903855	84	58	42	64	26	87	85	75	29	89	60	79	25	77	42	45	109	43	74	42
SRARP	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	1
HSPB7	66410	120316	41936	88233	38597	145940	47405	82638	45765	97095	50427	57748	30082	54211	46956	81034	20121	16352	12304	15360
CLCNKA	108	91	37	42	47	125	104	35	32	69	65	53	23	107	53	33	429	69	284	135
CLCNKB	441	354	112	284	153	578	185	196	156	459	226	163	116	192	191	178	25	40	48	17
FAM131C	42	66	18	41	34	90	23	32	21	60	22	32	13	25	20	37	34	25	31	23
EPHA2	3699	3308	1048	2699	577	3217	1182	4860	2076	2688	1448	1039	530	818	391	1171	7064	1066	5594	3954
EPHA2-AS1	62	83	21	51	20	88	49	58	40	72	41	29	32	50	22	66	166	31	181	62
ARHGEF19	39	55	19	32	34	82	52	131	54	57	16	51	5	33	14	30	23	31	45	13
ANO7L1	41	31	17	32	19	67	23	24	16	41	11	24	13	39	26	23	41	13	21	15
CPLANE2	134	136	37	90	44	117	57	81	56	130	56	63	24	77	44	66	95	39	47	43
FBXO42	1431	1470	507	1010	673	2100	633	1265	682	1520	575	809	495	731	652	853	1041	639	753	634
SZRD1	3047	3539	1407	2572	1015	4540	1690	3799	1905	3485	1427	1877	945	1568	1185	2203	3372	908	2467	1855
SPATA21	1	1	0	0	0	2	6	4	1	5	1	2	1	1	0	1	11	6	15	12
NECAP2	588	645	196	411	237	969	382	916	458	609	297	413	200	426	323	354	427	249	451	250
LINC01772	43	153	41	83	52	119	70	85	44	119	53	69	43	96	73	91	88	59	47	38
CROCCP3	459	448	154	260	211	456	247	273	151	424	182	273	112	385	211	292	289	192	216	150
RNU1-1	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	1	1	0	5	1	1	0	0	0	1	1	0	1	0	0	3	0	0	0	1
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	437	481	189	414	177	498	238	309	181	469	237	288	125	322	261	274	408	112	254	209
LOC124900584	639	671	146	369	214	746	306	491	238	551	272	333	155	379	261	351	237	141	214	168
CROCCP2	224	145	34	58	51	125	58	94	38	131	61	90	24	92	50	79	54	27	51	29
MST1P2	35	7	0	11	11	7	9	17	8	16	13	10	0	14	15	4	7	9	12	13
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ESPNP	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0
LOC124903858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	0	2	1	0	0	2	5	0	0	3	0	1	0	1	0	3	0	0	0
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	23	13	3	12	7	14	8	5	5	24	8	9	6	10	5	3	1	3	1	5
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	171	94	21	61	36	208	62	77	44	93	68	85	27	71	55	39	48	48	59	53
TRN-GTT4-1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
CROCC	711	528	101	291	256	564	266	642	338	508	235	286	93	383	159	209	295	155	415	184
MFAP2	792	712	194	735	583	1338	822	1256	785	928	528	732	240	935	690	373	155	372	410	226
LOC105376806	411	137	19	105	80	266	101	144	56	190	101	131	42	176	169	69	20	14	36	42
ATP13A2	1366	1269	343	835	409	1366	649	1243	630	1034	551	714	252	608	397	656	804	254	538	508
SDHB	3025	3205	1146	1968	754	4765	1171	2622	1374	2921	1260	1366	821	1148	1239	1882	2509	907	1440	1543
PADI2	227	32	5	110	447	145	201	174	77	285	141	295	97	435	223	11	66	160	93	53
LOC124903861	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1
LOC105376808	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1
LINC02783	0	0	0	0	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	1
PADI1	19	13	1	3	3	3	2	18	12	6	4	3	2	3	3	9	11	6	14	8
PADI3	6	1	2	2	0	0	0	1	1	0	0	0	0	0	0	2	26	4	19	16
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	11	3
PADI6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	8	1	2	1
RCC2	1869	2061	632	1230	649	2205	913	2392	1197	1676	590	971	435	904	531	977	2013	448	2009	861
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	4	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	9	3	6	1
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
ARHGEF10L	3583	2909	826	2000	876	3423	1516	1758	1150	3112	1446	1540	797	1727	1366	1560	1926	681	1446	1378
LINC02810	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	0	2	1
ACTL8	0	3	0	1	0	3	1	0	0	0	0	0	0	0	0	0	13	2	14	13
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
LOC105376812	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0
IGSF21	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	7	1	6	8
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	8
LOC124903865	0	0	0	0	2	3	0	2	0	0	0	7	0	1	1	0	0	3	0	0
KLHDC7A	0	51	8	0	4	0	2	0	0	2	0	1	0	0	3	27	154	62	23	55
PAX7	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	9	3
TAS1R2	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	0	7	1	3	5
ALDH4A1	2722	4052	1120	1872	483	2876	1158	1711	914	2503	1256	998	673	1236	1099	2109	2087	326	1139	1207
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0
LOC124903866	5	13	0	8	2	15	4	5	2	15	7	5	2	4	8	5	21	7	10	14
IFFO2	345	233	107	251	114	262	136	413	151	258	151	128	62	145	87	148	460	102	351	257
LOC105376815	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	4	2
UBR4	23291	19859	7956	11942	5752	18551	11148	11531	6814	18921	9721	12383	5066	11922	8197	12085	10426	4251	9534	6488
EMC1-AS1	47	34	9	18	15	32	18	23	4	26	24	19	7	17	10	16	31	11	49	26
EMC1	2994	2669	1074	2027	846	3169	1428	2821	1409	2569	1224	1461	796	1434	990	1716	2553	743	2265	1612
MRTO4	982	829	250	531	272	1185	342	1048	537	673	330	404	215	404	260	461	733	191	1055	423
AKR7L	8	9	4	4	5	12	3	13	11	8	7	2	2	6	4	9	12	4	10	1
AKR7A3	6	12	2	7	4	11	3	14	6	8	1	3	0	6	1	9	10	4	22	4
LOC124903867	26	33	27	33	26	45	19	59	30	53	12	26	12	18	25	37	60	14	30	15
LOC100506730	78	187	87	107	85	176	45	216	90	160	59	70	56	61	79	139	153	44	90	59
AKR7A2	721	988	247	565	371	1151	437	922	471	913	433	455	206	503	355	505	714	299	618	436
SLC66A1	509	519	147	377	135	759	322	524	296	552	258	255	133	347	275	289	577	127	844	344
CAPZB	7780	5710	2074	5100	1910	10599	3595	7490	3794	6534	3130	3903	2078	2995	2621	3839	3346	1381	2305	2348
LOC124903868	4	2	3	0	0	0	1	2	0	1	1	1	2	1	3	2	0	0	0	2
LOC124903869	0	3	0	6	0	2	3	0	2	4	2	2	6	1	4	1	5	1	5	1
LOC105376819	12	11	0	2	3	8	6	5	8	12	3	3	1	6	8	0	8	1	6	7
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC105376817	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
MICOS10-DT	0	0	0	0	0	1	1	0	0	1	1	0	0	1	2	1	0	1	1	2
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	2004	1795	687	942	364	3085	739	1688	825	1547	768	834	417	665	652	1015	1228	380	945	774
RPS14P3	35	22	19	12	9	59	7	36	10	16	6	15	12	23	13	15	59	15	29	19
NBL1	1	1	0	0	0	3	2	1	0	0	0	0	1	0	0	1	1	0	3	0
HTR6	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	3	1	1	0
TMCO4	288	151	60	218	139	333	152	235	139	275	125	162	68	201	101	97	181	106	183	119
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	1	10	9
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	4	4
OTUD3	974	985	432	672	247	1273	373	851	386	801	391	430	207	411	405	545	1412	238	945	670
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PLA2G2A	0	0	0	2	1	0	8	4	2	1	0	3	0	4	2	0	4	2	8	3
PLA2G5	17	0	0	5	0	2	6	11	5	13	5	4	2	2	3	0	5	0	10	2
PLA2G2D	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0
PLA2G2F	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	5
LOC117779438	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	5	0
PLA2G2C	0	0	0	0	2	3	2	0	0	0	0	0	0	2	0	1	0	1	2	3
UBXN10	28	17	5	16	29	35	16	55	22	29	20	24	9	15	17	9	31	6	24	13
LOC105376825	0	0	0	0	0	4	0	1	0	2	0	1	0	0	1	0	4	0	1	2
LOC105376826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
VWA5B1	1	0	0	0	0	1	0	10	2	0	0	0	0	2	0	0	38	7	27	20
LOC124903870	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	1	1
LINC01141	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	5	1
LOC124903871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1
CAMK2N1	32	5	1	30	33	35	32	97	49	18	8	25	3	21	7	3	18	33	52	13
MUL1	1545	1583	556	1008	408	2105	694	1224	585	1360	692	683	427	711	597	924	1305	397	1018	768
FAM43B	77	11	4	35	28	123	42	82	49	112	25	57	22	70	21	4	10	8	36	16
CDA	0	1	0	2	2	3	7	9	5	4	0	13	1	6	2	1	3	1	9	2
PINK1	1531	1277	342	858	304	1654	589	1056	506	1334	647	760	327	726	564	828	743	266	517	438
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	139	216	71	138	69	242	93	197	107	141	72	116	54	125	58	171	308	75	353	105
DDOST	6242	5559	1893	4335	1743	7618	3955	6313	3378	5927	3215	3696	1512	3553	2670	3127	3998	1428	4277	2879
KIF17	23	9	2	9	10	21	17	19	12	12	3	5	2	6	6	14	66	9	48	33
SH2D5	24	17	13	12	1	11	30	105	45	12	6	6	7	21	6	7	297	11	298	167
HP1BP3	6145	6623	2615	4989	2420	8270	2908	6705	3347	5861	2567	3489	1823	2934	2851	3982	4684	1620	3633	2580
EIF4G3	4264	5189	2230	3533	1487	5645	2044	5084	2397	4221	1893	2572	1280	1970	1755	3338	2537	1350	1389	1458
LOC105376830	3	0	2	1	1	1	1	0	1	3	1	2	0	1	1	3	4	1	4	7
LOC105376829	0	0	0	0	2	0	2	0	0	0	0	0	0	1	1	3	7	4	5	3
MIR1256	9	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1
ECE1	7730	4477	1601	5285	1763	7766	3660	6373	3231	5801	3393	3894	1422	3267	2158	2292	2757	1230	3905	2789
LOC124903872	15	4	5	10	5	7	10	7	7	6	6	10	2	12	5	3	10	4	12	8
