	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	DAU_1	DAU_2	DAU_3	DAU_4	GEF_1	GEF_2	GEF_3	GEF_4
PGD	1484	3036	4704	4633	2424	3698	1977	2259	5063	1057	2433	1748	11265	7659	4515	6913	1371	2053	2958	824
CENPS-CORT	2	7	9	2	1	2	2	1	2	1	0	2	4	1	2	2	1	1	6	2
CENPS	19	39	38	32	22	26	17	10	48	12	21	18	28	23	16	16	17	10	30	15
CORT	1	18	16	8	6	11	4	4	22	5	16	5	23	17	4	10	3	3	7	3
DFFA	871	1869	2274	2216	1100	1964	1022	999	2738	880	1548	817	1889	909	1201	860	782	979	1575	581
PEX14	382	762	832	678	367	705	388	412	1046	259	489	237	267	187	259	248	302	395	456	187
CASZ1	3868	9519	8172	6000	3101	8368	4584	4406	9741	2393	7209	2271	2768	1990	2504	3210	3347	4602	4625	2417
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	5	18	11	10	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	9	7	1	5	0	0	0	0
C1orf127	10	14	16	7	2	22	6	10	37	6	15	7	103	48	34	73	18	18	14	4
TARDBP	2635	5280	5943	5871	2954	7334	3692	2920	8659	2164	3873	2394	3796	1900	3386	2946	3032	3428	4248	1840
MASP2	74	138	167	138	72	126	80	71	181	108	107	38	238	181	165	136	120	137	146	55
SRM	264	734	902	1137	635	711	424	456	918	266	543	286	705	623	299	361	186	374	477	162
EXOSC10	840	1834	1913	1990	1059	1640	1154	1043	2839	757	1280	598	1241	1127	919	1009	859	1115	1214	551
EXOSC10-AS1	3	0	11	7	4	1	0	1	11	0	5	2	39	74	26	30	0	3	1	0
MTOR	1587	3449	3626	3296	1808	3720	1976	1695	4323	1206	2875	1442	1505	1374	1424	1628	1420	1750	2343	898
MTOR-AS1	1	0	1	8	1	0	4	3	1	0	2	1	3	2	5	2	1	4	2	0
LOC124904848	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
ANGPTL7	22	27	35	172	85	61	19	15	37	8	22	7	8	5	19	9	16	25	25	13
UBIAD1	330	760	737	733	326	598	356	373	901	271	524	282	725	861	413	419	333	408	455	226
LOC105376737	0	0	2	2	0	0	1	0	0	0	0	0	1	3	4	1	0	0	0	0
LOC105376739	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
LOC105376740	1	0	5	3	0	3	2	0	3	2	1	0	6	4	2	0	1	4	2	2
LOC124903841	0	0	0	0	0	0	0	0	0	0	0	0	3	4	2	1	0	0	0	0
DISP3	4	13	4	7	5	6	6	24	7	2	7	3	985	557	474	611	3	54	1	1
LOC124903842	0	0	0	0	0	0	0	0	0	0	0	0	35	7	18	7	0	4	0	0
LINC01647	0	0	0	0	0	7	0	0	1	0	0	0	9	6	1	3	0	0	0	0
FBXO2	51	36	135	102	40	177	51	61	145	80	34	34	1209	335	894	683	45	140	64	12
FBXO44	283	520	639	526	279	832	312	295	653	339	336	138	452	481	440	348	325	390	390	139
FBXO6	39	117	102	97	57	147	56	62	129	33	77	38	123	124	121	91	68	102	50	30
MAD2L2	327	658	633	671	359	712	379	304	826	253	464	173	518	430	180	370	206	269	349	126
DRAXIN	4	11	4	16	6	1	11	8	2	4	7	3	75	91	24	60	3	14	1	1
AGTRAP	176	325	365	407	220	302	208	238	460	152	222	82	588	351	285	304	124	256	139	79
C1orf167	0	1	0	3	0	0	2	0	1	0	0	0	4	18	0	9	0	0	1	1
C1orf167-AS1	0	2	0	0	0	0	0	0	0	0	0	0	6	4	0	2	0	0	0	1
MTHFR	1593	3491	3060	2635	1341	3772	1759	1731	4148	1187	2441	1008	1961	1075	944	1543	1735	2121	1829	968
CLCN6	959	1479	1649	1470	802	1667	1077	1184	1984	477	1240	600	1251	1311	879	1533	934	1163	1032	413
NPPA-AS1	3	8	9	37	22	17	7	11	10	2	10	5	9	10	8	3	3	10	4	0
NPPA	16649	35217	30137	78016	38736	53213	11585	10405	42494	4140	32222	11820	23400	55799	882	6681	2757	3105	8669	3692
NPPB	5837	10344	13866	26926	11180	13289	2888	2558	12812	1769	8655	3964	410	4887	125	569	1247	869	3484	1802
RNU5E-1	1	2	0	2	0	6	2	1	3	1	0	1	57	39	39	16	0	2	1	0
LOC124903843	1	2	6	1	1	4	2	8	9	5	1	2	287	253	149	151	0	15	3	0
KIAA2013	705	1324	1504	1469	701	1478	713	753	2148	557	1075	429	1749	1304	635	913	595	744	757	311
PLOD1	3081	4433	4052	6657	3404	6540	3568	3119	9201	2690	3759	1289	1556	2636	898	1354	1548	2407	2113	966
MFN2	7122	12335	12615	12547	6638	18341	6194	5632	18885	3377	11062	5035	4423	3476	3983	3880	5059	4885	8880	3671
MIIP	360	499	517	780	404	912	283	282	926	110	380	150	245	339	140	163	127	249	165	92
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	0	7	1	7	4	0	21	13	6	4	3	1	11	7	11	6	0	5	0	2
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	8	15	8	95	45	18	44	31	40	26	9	1	85	79	47	62	4	27	0	7
LOC124903844	0	1	0	0	0	0	0	0	0	0	0	0	3	3	1	2	0	2	0	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	1710	7550	4716	4933	2567	4319	3248	2556	5101	3085	3153	1933	1530	1213	1907	1069	2678	3597	3680	2385
LOC124903845	2	8	2	8	3	8	9	4	14	6	2	2	1	2	3	1	3	6	7	2
SNORA59A	9	19	18	10	2	3	7	9	7	12	6	3	0	1	0	4	3	18	13	6
LINC02766	1	15	4	26	22	1	5	3	5	2	3	10	14	5	8	4	0	3	6	6
DHRS3	498	5090	3393	5329	2735	1432	1922	1613	1590	1321	1531	1196	2181	1022	741	1111	526	1498	2434	1524
MIR6730	1	4	3	5	1	0	3	3	4	2	1	2	1	0	0	1	0	3	3	1
AADACL4	0	14	2	6	2	0	3	9	1	2	1	2	6	7	6	2	3	13	3	5
LOC124903846	0	0	0	0	0	0	0	0	0	0	0	0	4	4	14	6	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	9	0	0	1	0	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
CFAP107	0	0	0	0	0	0	0	1	0	0	0	0	3	1	1	1	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	0	1	0	2	3	1	1	0	2	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
HNRNPCL1	0	1	2	1	0	3	0	0	5	0	3	0	7	0	1	0	1	0	0	0
PRAMEF2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
PRAMEF18	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	2	0	0	0	0	3	0	1	8	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	22	0	0	0	0
LRRC38	24	10	5	12	4	17	1	4	15	1	8	3	7	38	10	4	0	6	3	1
LOC102724856	6	6	13	6	3	16	9	4	19	1	7	1	0	2	9	0	0	3	3	1
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PDPN	791	2695	3078	2863	1236	1794	1065	985	2288	395	1455	1226	524	743	239	228	649	896	2051	957
LOC105378612	0	0	0	0	0	0	0	0	0	0	0	0	7	3	3	1	0	0	0	0
LOC105376756	0	1	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
PRDM2	827	1871	2234	1889	927	1742	1084	967	2499	720	1526	948	2432	2594	1900	2082	870	1090	1482	600
KAZN	99	162	327	425	192	240	98	106	272	96	180	113	154	181	100	105	89	106	271	65
LOC107985467	0	1	2	4	0	3	2	0	3	0	0	0	11	12	15	15	0	3	0	2
LOC124903847	0	0	0	0	0	0	0	0	1	1	0	0	1	3	7	5	0	0	0	1
KAZN-AS1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	1	0
LOC124903850	1	1	0	0	1	13	6	0	1	1	0	0	9	3	6	6	2	2	1	0
LOC105376759	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC124903848	5	5	17	4	6	4	4	3	7	4	2	5	12	6	4	3	5	5	14	4
LOC107985469	0	1	1	1	0	3	0	0	0	0	0	0	1	3	1	1	0	0	1	0
LOC124903849	0	0	0	0	0	0	0	0	0	0	0	0	3	2	1	0	0	0	0	0
TMEM51-AS1	4	3	6	9	4	14	3	4	9	15	6	3	23	41	15	24	4	7	4	1
TMEM51	142	239	298	327	199	446	153	125	430	113	183	65	208	384	125	223	93	135	152	55
TMEM51-AS2	0	0	2	10	1	9	2	1	0	3	3	2	5	3	2	7	2	2	4	0
FHAD1	1	4	5	4	2	2	3	3	2	4	6	1	13	12	19	7	1	2	2	1
LOC124903853	1	0	0	0	0	0	0	0	0	1	0	0	3	2	5	1	0	0	0	0
LOC124903852	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	1	0	0
FHAD1-AS1	0	3	3	1	3	3	3	1	3	2	4	0	1	0	1	0	2	2	1	0
LOC124903851	2	1	0	1	0	2	3	0	2	1	1	1	0	0	3	0	3	1	1	1
EFHD2-AS1	1	6	0	2	0	5	3	1	4	3	0	0	3	4	2	4	1	1	1	1
EFHD2	191	329	347	512	253	492	230	199	482	107	240	80	208	269	109	233	142	196	168	83
CTRC	0	5	0	2	0	0	0	0	0	0	2	1	11	20	6	9	0	2	0	0
CELA2A	1	0	0	0	0	0	1	0	5	0	0	0	3	4	2	4	0	0	0	0
LOC105376767	1	0	0	1	0	4	0	0	3	1	0	0	5	6	6	3	0	0	0	0
CELA2B	6	5	5	10	7	0	16	4	13	6	6	7	18	8	4	6	4	7	6	2
CASP9	475	782	961	683	348	1220	523	493	1249	344	571	275	344	226	347	325	437	545	513	231
DNAJC16	482	1224	1290	1089	610	951	624	532	1978	438	944	518	1049	787	608	617	480	517	780	389
SCARNA21B	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0
AGMAT	7	9	16	17	23	17	8	12	25	13	19	8	44	41	28	36	12	7	9	2
LOC124903854	2	2	1	2	1	4	2	2	5	0	2	1	6	5	5	12	1	2	2	1
DDI2	716	1348	1450	1401	744	1773	787	650	1885	604	1217	683	1374	740	999	644	784	821	862	564
RSC1A1	1	2	1	3	0	3	0	1	3	1	2	0	1	1	2	1	0	4	1	0
PLEKHM2	2297	4246	3792	3796	1956	4566	2252	2396	5598	1283	3581	1136	2687	1231	2076	3033	1842	2406	2026	1128
SLC25A34	169	250	117	158	107	222	138	167	304	94	152	21	121	90	143	138	168	223	50	59
SLC25A34-AS1	1	0	0	2	0	5	0	0	0	0	0	0	8	7	2	4	0	1	0	0
TMEM82	1	0	0	0	0	1	0	0	0	0	1	1	20	13	4	4	0	2	0	0
FBLIM1	3319	6193	4730	5055	2712	8387	3544	3401	10884	1767	5224	1500	950	523	1123	1154	3158	3573	2656	1808
UQCRHL	36	78	25	61	41	111	50	24	160	27	70	12	44	54	24	21	30	42	32	18
SPEN-AS1	180	375	406	291	140	555	162	172	514	115	230	93	624	572	404	667	146	220	213	91
SPEN	1364	2864	2539	2816	1452	3397	1834	1592	2967	1156	2542	1142	1483	1787	1762	2479	1208	1608	1614	765
LOC124904815	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ZBTB17	407	994	864	697	415	1113	432	442	1166	244	641	236	276	250	312	549	342	501	458	263
LOC124903855	60	89	58	75	29	84	79	85	87	26	64	42	6	19	50	36	42	77	45	25
SRARP	0	0	0	0	0	0	0	0	1	0	1	0	1	3	0	2	0	0	0	0
HSPB7	50427	97095	120316	82638	45765	66410	57748	47405	145940	38597	88233	41936	2165	1686	6544	7603	46956	54211	81034	30082
CLCNKA	65	69	91	35	32	108	53	104	125	47	42	37	195	55	262	682	53	107	33	23
CLCNKB	226	459	354	196	156	441	163	185	578	153	284	112	68	41	48	137	191	192	178	116
FAM131C	22	60	66	32	21	42	32	23	90	34	41	18	18	12	24	32	20	25	37	13
EPHA2	1448	2688	3308	4860	2076	3699	1039	1182	3217	577	2699	1048	4408	2983	3947	3803	391	818	1171	530
EPHA2-AS1	41	72	83	58	40	62	29	49	88	20	51	21	176	335	134	142	22	50	66	32
ARHGEF19	16	57	55	131	54	39	51	52	82	34	32	19	83	212	36	82	14	33	30	5
ANO7L1	11	41	31	24	16	41	24	23	67	19	32	17	12	27	12	14	26	39	23	13
CPLANE2	56	130	136	81	56	134	63	57	117	44	90	37	12	8	36	26	44	77	66	24
FBXO42	575	1520	1470	1265	682	1431	809	633	2100	673	1010	507	614	486	592	449	652	731	853	495
SZRD1	1427	3485	3539	3799	1905	3047	1877	1690	4540	1015	2572	1407	1785	1100	1644	1576	1185	1568	2203	945
SPATA21	1	5	1	4	1	1	2	6	2	0	0	0	22	28	17	18	0	1	1	1
NECAP2	297	609	645	916	458	588	413	382	969	237	411	196	460	426	397	327	323	426	354	200
LINC01772	53	119	153	85	44	43	69	70	119	52	83	41	89	79	51	62	73	96	91	43
CROCCP3	182	424	448	273	151	459	273	247	456	211	260	154	199	182	191	249	211	385	292	112
RNU1-1	0	0	0	0	0	4	0	0	0	0	0	0	0	2	1	2	0	1	1	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	1	1	1	0	0	1	0	0	1	1	5	0	0	0	0	0	0	0	3	1
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
NBPF1	237	469	481	309	181	437	288	238	498	177	414	189	73	42	153	78	261	322	274	125
LOC124900584	272	551	671	491	238	639	333	306	746	214	369	146	148	155	156	209	261	379	351	155
CROCCP2	61	131	145	94	38	224	90	58	125	51	58	34	17	26	21	34	50	92	79	24
MST1P2	13	16	7	17	8	35	10	9	7	11	11	0	20	31	3	22	15	14	4	0
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ESPNP	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
LOC124903858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	3	0	0	5	0	0	0	2	0	0	1	2	3	0	0	2	1	0	0	1
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	8	24	13	5	5	23	9	8	14	7	12	3	0	1	0	0	5	10	3	6
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	68	93	94	77	44	171	85	62	208	36	61	21	18	19	41	21	55	71	39	27
TRN-GTT4-1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0
CROCC	235	508	528	642	338	711	286	266	564	256	291	101	458	296	342	539	159	383	209	93
MFAP2	528	928	712	1256	785	792	732	822	1338	583	735	194	256	322	270	125	690	935	373	240
LOC105376806	101	190	137	144	56	411	131	101	266	80	105	19	8	11	22	12	169	176	69	42
ATP13A2	551	1034	1269	1243	630	1366	714	649	1366	409	835	343	394	645	310	318	397	608	656	252
SDHB	1260	2921	3205	2622	1374	3025	1366	1171	4765	754	1968	1146	1136	920	1001	823	1239	1148	1882	821
PADI2	141	285	32	174	77	227	295	201	145	447	110	5	57	39	70	15	223	435	11	97
LOC124903861	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0
LOC105376808	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0
LINC02783	1	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI1	4	6	13	18	12	19	3	2	3	3	3	1	9	6	8	4	3	3	9	2
PADI3	0	0	1	1	1	6	0	0	0	0	2	2	15	3	11	10	0	0	2	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0	6	1	5	2	0	0	0	0
PADI6	0	0	0	0	0	0	0	2	0	0	0	0	0	4	2	1	0	0	0	0
RCC2	590	1676	2061	2392	1197	1869	971	913	2205	649	1230	632	3223	4808	1622	2736	531	904	977	435
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	0	0	0	1	1	4	0	1	1	0	0	0	6	9	3	4	0	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARHGEF10L	1446	3112	2909	1758	1150	3583	1540	1516	3423	876	2000	826	212	109	676	579	1366	1727	1560	797
LINC02810	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0
ACTL8	0	0	3	0	0	0	0	1	3	0	1	0	4	1	10	2	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	0	0	0	3	0	0	0	0	1	0	0	1	2	2	1	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
LOC124903865	0	0	0	2	0	0	7	0	3	2	0	0	0	0	0	0	1	1	0	0
KLHDC7A	0	2	51	0	0	0	1	2	0	4	0	8	13	6	7	3	3	0	27	0
PAX7	0	0	0	0	0	3	0	0	0	0	0	0	8	11	9	5	0	0	0	0
TAS1R2	1	2	0	0	0	0	0	0	0	0	0	1	5	11	6	9	0	0	0	0
ALDH4A1	1256	2503	4052	1711	914	2722	998	1158	2876	483	1872	1120	1972	2471	715	1229	1099	1236	2109	673
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
LOC124903866	7	15	13	5	2	5	5	4	15	2	8	0	5	11	11	5	8	4	5	2
IFFO2	151	258	233	413	151	345	128	136	262	114	251	107	653	701	266	463	87	145	148	62
LOC105376815	0	0	0	0	0	4	0	0	0	0	0	0	2	4	1	1	0	0	2	0
UBR4	9721	18921	19859	11531	6814	23291	12383	11148	18551	5752	11942	7956	7062	8213	7420	11316	8197	11922	12085	5066
EMC1-AS1	24	26	34	23	4	47	19	18	32	15	18	9	48	32	44	36	10	17	16	7
EMC1	1224	2569	2669	2821	1409	2994	1461	1428	3169	846	2027	1074	2484	2155	1689	1134	990	1434	1716	796
MRTO4	330	673	829	1048	537	982	404	342	1185	272	531	250	1586	2485	924	868	260	404	461	215
AKR7L	7	8	9	13	11	8	2	3	12	5	4	4	51	158	21	30	4	6	9	2
AKR7A3	1	8	12	14	6	6	3	3	11	4	7	2	28	36	16	21	1	6	9	0
LOC124903867	12	53	33	59	30	26	26	19	45	26	33	27	46	32	24	19	25	18	37	12
LOC100506730	59	160	187	216	90	78	70	45	176	85	107	87	157	139	82	77	79	61	139	56
AKR7A2	433	913	988	922	471	721	455	437	1151	371	565	247	686	548	438	442	355	503	505	206
SLC66A1	258	552	519	524	296	509	255	322	759	135	377	147	1245	817	643	1288	275	347	289	133
CAPZB	3130	6534	5710	7490	3794	7780	3903	3595	10599	1910	5100	2074	1580	1426	1523	1585	2621	2995	3839	2078
LOC124903868	1	1	2	2	0	4	1	1	0	0	0	3	0	0	2	1	3	1	2	2
LOC124903869	2	4	3	0	2	0	2	3	2	0	6	0	1	1	2	1	4	1	1	6
LOC105376819	3	12	11	5	8	12	3	6	8	3	2	0	14	22	3	8	8	6	0	1
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
LOC105376817	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
LOC124904816	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
MICOS10-DT	1	1	0	0	0	0	0	1	1	0	0	0	9	4	5	5	2	1	1	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	768	1547	1795	1688	825	2004	834	739	3085	364	942	687	703	611	801	443	652	665	1015	417
RPS14P3	6	16	22	36	10	35	15	7	59	9	12	19	68	61	37	31	13	23	15	12
NBL1	0	0	1	1	0	1	0	2	3	0	0	0	2	16	4	4	0	0	1	1
HTR6	1	0	0	0	0	0	0	1	0	2	0	0	4	10	0	2	0	0	0	0
TMCO4	125	275	151	235	139	288	162	152	333	139	218	60	235	282	154	164	101	201	97	68
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	3	0	1	0	0
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTUD3	391	801	985	851	386	974	430	373	1273	247	672	432	897	810	752	932	405	411	545	207
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PLA2G2A	0	1	0	4	2	0	3	8	0	1	2	0	9	5	4	3	2	4	0	0
PLA2G5	5	13	0	11	5	17	4	6	2	0	5	0	2	2	6	1	3	2	0	2
PLA2G2D	0	0	0	2	0	0	0	0	2	0	0	0	5	2	0	1	0	0	0	0
PLA2G2F	0	0	0	0	0	2	0	0	0	0	0	0	5	2	4	7	0	0	0	0
LOC117779438	0	0	0	0	0	1	0	0	0	0	0	0	2	1	2	3	1	0	0	0
PLA2G2C	0	0	0	0	0	0	0	2	3	2	0	0	0	2	1	0	0	2	1	0
UBXN10	20	29	17	55	22	28	24	16	35	29	16	5	10	14	7	4	17	15	9	9
LOC105376825	0	2	0	1	0	0	1	0	4	0	0	0	1	1	3	2	1	0	0	0
LOC105376826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
VWA5B1	0	0	0	10	2	1	0	0	1	0	0	0	11	13	14	12	0	2	0	0
LOC124903870	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	1	0	0	5	6	2	0	0	0	0	0
LOC124903871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMK2N1	8	18	5	97	49	32	25	32	35	33	30	1	97	131	38	53	7	21	3	3
MUL1	692	1360	1583	1224	585	1545	683	694	2105	408	1008	556	1080	1225	689	1096	597	711	924	427
FAM43B	25	112	11	82	49	77	57	42	123	28	35	4	159	170	32	25	21	70	4	22
CDA	0	4	1	9	5	0	13	7	3	2	2	0	3	6	8	4	2	6	1	1
PINK1	647	1334	1277	1056	506	1531	760	589	1654	304	858	342	709	463	403	651	564	726	828	327
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	72	141	216	197	107	139	116	93	242	69	138	71	501	520	367	250	58	125	171	54
DDOST	3215	5927	5559	6313	3378	6242	3696	3955	7618	1743	4335	1893	5095	6955	3124	4235	2670	3553	3127	1512
KIF17	3	12	9	19	12	23	5	17	21	10	9	2	56	96	45	84	6	6	14	2
SH2D5	6	12	17	105	45	24	6	30	11	1	12	13	205	187	225	596	6	21	7	7
HP1BP3	2567	5861	6623	6705	3347	6145	3489	2908	8270	2420	4989	2615	2418	2132	2629	2131	2851	2934	3982	1823
EIF4G3	1893	4221	5189	5084	2397	4264	2572	2044	5645	1487	3533	2230	1081	773	1024	1013	1755	1970	3338	1280
LOC105376830	1	3	0	0	1	3	2	1	1	1	1	2	4	1	0	2	1	1	3	0
LOC105376829	0	0	0	0	0	0	0	2	0	2	0	0	2	2	3	4	1	1	3	0
MIR1256	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	1
ECE1	3393	5801	4477	6373	3231	7730	3894	3660	7766	1763	5285	1601	4334	3473	2918	3639	2158	3267	2292	1422
LOC124903872	6	6	4	7	7	15	10	10	7	5	10	5	9	15	13	10	5	12	3	2
