	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	DOX_1	DOX_2	DOX_3	GEF_1	GEF_2	GEF_3
MFN2	5459	3705	5472	5556	8010	4021	8307	5053	6022	11628	4734	4469	5326	4147	3417	5175	3712
MIIP	229	133	165	147	963	235	526	215	304	529	216	198	261	119	104	140	100
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	0	2	1	2	2	2	0	1	0	61	30	3	0	2	0	1	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	21	6	8	9	24	10	12	3	4	72	41	20	37	53	1	2	11
LOC124903844	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
MIR4632	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VPS13D	3780	2022	2247	2345	2185	1898	2615	1790	2205	5973	2485	2044	2539	1594	2391	2819	2298
LOC124903845	2	4	7	8	6	4	5	6	3	6	4	1	3	0	13	8	12
SNORA59A	8	6	5	4	52	3	10	5	10	20	10	7	4	1	8	11	3
LINC02766	2	7	7	2	1	8	5	7	5	29	16	1	3	24	5	3	9
DHRS3	1142	1112	1186	1217	4365	1321	1725	901	1079	5068	2032	2115	3615	2903	804	1077	1316
MIR6730	1	3	2	0	3	3	1	0	0	2	2	2	0	5	0	0	3
AADACL4	1	2	1	0	0	5	8	0	0	15	12	0	2	7	0	7	0
LOC124903846	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HNRNPCL1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0
PRAMEF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC38	2	2	1	1	11	6	2	4	8	3	2	0	3	3	1	1	0
LOC102724856	2	4	3	1	12	3	8	4	11	3	2	1	1	1	2	3	4
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	939	583	787	721	1584	566	1132	992	1092	1630	705	238	163	296	891	878	536
LOC105378612	0	0	0	2	0	0	0	1	0	0	0	1	1	5	0	0	0
LOC105376756	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	900	577	857	782	687	771	1114	600	775	1300	535	1947	1766	2114	564	970	798
KAZN	85	79	78	60	130	84	135	84	111	216	70	72	97	91	68	132	101
LOC107985467	0	3	4	2	0	2	0	1	2	2	0	6	2	5	3	1	0
LOC124903847	0	1	1	2	0	0	0	1	2	1	1	2	4	0	8	3	0
KAZN-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903850	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
LOC105376759	0	0	0	0	0	5	0	1	0	0	0	0	1	0	1	1	3
LOC124903848	0	13	8	7	21	18	24	7	13	2	1	8	16	3	13	10	13
LOC107985469	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0
LOC124903849	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51-AS1	6	1	1	2	8	7	3	1	6	10	4	27	22	16	1	5	0
TMEM51	85	73	68	70	368	95	147	63	87	294	119	119	201	180	45	53	62
TMEM51-AS2	0	7	2	1	5	5	2	0	0	6	1	2	17	4	0	3	0
FHAD1	2	0	0	1	4	4	2	1	1	2	5	3	16	5	0	3	0
LOC124903853	1	0	0	0	0	0	0	0	0	0	3	1	2	0	0	0	0
LOC124903852	3	0	3	0	0	0	0	2	0	3	0	0	0	0	0	0	0
FHAD1-AS1	5	1	0	3	0	0	0	1	3	4	2	2	0	0	3	3	0
LOC124903851	3	1	0	1	0	0	0	5	2	4	1	0	3	1	0	5	0
EFHD2-AS1	3	0	0	3	0	0	0	0	3	2	0	0	0	1	2	2	2
EFHD2	147	124	143	159	575	119	249	145	201	382	138	91	138	100	146	141	160
CTRC	0	1	0	0	2	0	0	0	0	0	1	1	3	5	0	0	0
CELA2A	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0
LOC105376767	0	1	0	0	0	0	0	0	0	0	0	7	6	7	2	0	0
CELA2B	1	3	2	1	4	3	10	2	6	6	1	10	4	4	0	2	7
CASP9	386	247	309	344	615	288	688	281	322	613	258	422	746	302	291	315	298
DNAJC16	404	283	366	349	409	310	555	303	358	824	347	814	777	772	245	340	285
SCARNA21B	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
AGMAT	6	0	6	3	11	2	7	3	1	13	2	25	27	26	10	9	4
LOC124903854	0	2	1	0	7	0	1	1	0	3	0	2	12	5	1	2	1
DDI2	637	319	509	482	483	523	744	488	581	945	412	1331	1175	865	406	534	485
RSC1A1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	2	2	0
PLEKHM2	1928	1236	1516	1285	3824	1421	3334	1790	2125	3899	1467	2517	3577	2611	1450	1587	1450
SLC25A34	55	32	55	65	100	47	161	52	55	100	37	106	181	78	56	48	44
SLC25A34-AS1	0	0	0	0	0	0	0	0	1	0	1	0	3	0	0	0	0
TMEM82	0	0	0	0	0	0	0	1	0	2	0	7	4	10	0	0	0
FBLIM1	2422	1477	1893	2085	4453	1761	4502	2520	2816	6564	2593	1067	1726	1182	2373	2247	1889
UQCRHL	6	4	5	13	14	6	4	7	5	16	15	16	20	34	2	3	7
SPEN-AS1	164	93	109	82	460	92	285	100	132	208	79	701	888	709	109	147	103
SPEN	1496	860	1277	914	1095	1510	1813	1051	1265	2201	868	1674	2380	1506	794	1151	1210
LOC124904815	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ZBTB17	425	227	296	271	891	254	694	292	427	751	294	220	401	187	230	302	277
LOC124903855	40	125	49	38	21	41	68	46	35	59	34	21	58	35	53	60	67
SRARP	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
HSPB7	56264	39950	52281	47139	105082	35694	105899	45887	55635	90743	33331	9539	16656	5690	38035	54924	45605
CLCNKA	73	37	41	25	94	42	112	32	35	77	42	665	1128	420	53	49	70
CLCNKB	210	123	125	139	330	68	343	123	164	296	107	59	93	60	114	167	118
FAM131C	47	37	37	28	95	22	92	34	58	63	29	11	46	18	39	45	28
EPHA2	1699	803	1095	724	2129	1370	2175	1365	1623	2327	832	5488	7238	5574	425	664	513
EPHA2-AS1	35	36	27	15	58	33	47	23	37	54	22	112	167	192	27	45	58
ARHGEF19	15	13	10	6	77	8	28	15	19	86	34	36	40	77	13	16	33
ANO7L1	19	19	10	21	6	22	24	11	15	25	10	13	21	14	23	13	12
CPLANE2	75	46	67	40	169	53	116	49	58	92	38	57	73	19	53	62	48
FBXO42	888	430	519	588	965	415	901	471	576	1088	460	625	880	597	442	515	472
SZRD1	1552	994	1283	1411	2246	900	2455	1132	1450	3307	1396	1893	2896	2502	890	1290	1042
SPATA21	0	3	2	4	0	6	3	4	4	5	0	8	12	14	0	4	2
NECAP2	248	182	199	213	454	170	406	175	187	592	272	341	396	326	160	235	238
LINC01772	53	36	44	40	115	68	83	42	43	110	51	113	187	68	54	54	78
CROCCP3	147	161	142	120	228	238	329	128	176	302	88	334	677	147	163	215	265
RNU1-1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	0	1	2	0	1	1	2	0	1	0	0	4	0
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	249	173	174	128	210	234	228	155	194	452	166	136	153	63	143	201	240
LOC124900584	216	161	174	200	557	197	606	157	198	481	170	165	266	106	170	238	258
CROCCP2	75	54	49	24	46	53	112	39	40	98	30	36	50	9	49	68	62
MST1P2	14	10	1	3	14	3	15	3	2	13	2	27	13	18	6	6	13
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ESPNP	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
LOC124903858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	0	2	0	9	0	0	0	0	2	0	0	1	4	0	0	3
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC112267871	4	6	6	3	4	4	6	4	4	14	6	0	0	0	11	6	11
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	48	32	34	26	125	23	79	23	39	70	36	35	23	15	38	33	26
TRN-GTT4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
CROCC	258	198	206	165	629	192	583	169	254	504	145	753	1931	450	206	222	242
MFAP2	478	174	199	212	474	153	547	230	314	1274	490	82	80	360	273	250	228
LOC105376806	61	11	28	28	94	32	151	28	30	119	28	5	8	12	21	36	24
ATP13A2	548	388	471	326	1500	504	1238	495	617	980	384	315	520	280	408	516	523
SDHB	1156	656	932	1219	2080	551	1407	770	844	2040	895	1066	1088	870	639	819	631
PADI2	56	17	21	27	34	10	46	57	101	140	52	8	9	38	91	34	18
LOC124903861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376808	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
PADI1	2	2	3	1	9	2	2	5	4	2	1	1	1	0	0	0	5
PADI3	0	0	0	0	0	1	0	0	2	0	1	0	3	3	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
PADI6	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RCC2	667	373	460	418	1033	638	1134	576	612	1460	666	1834	2326	2755	358	430	595
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	0	0	0	0	0	0	2	0	0	0	1	8	12	4	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF10L	1342	915	988	888	2819	1075	2426	1188	1440	2486	856	624	1049	302	1033	1080	1305
LINC02810	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0
ACTL8	0	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	0
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IGSF21	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903863	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC124903865	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0
KLHDC7A	11	10	11	16	24	9	22	10	30	14	3	85	99	68	8	15	6
PAX7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
TAS1R2	0	0	0	0	7	0	0	0	0	0	0	0	2	6	0	0	0
ALDH4A1	1279	792	1002	990	2340	935	2319	1093	1373	1822	748	1479	1247	2016	892	1148	963
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LOC124903866	4	2	1	1	7	2	14	1	1	10	3	3	5	9	1	0	3
IFFO2	120	47	104	76	193	115	140	113	135	196	102	225	216	255	58	90	98
LOC105376815	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	1
UBR4	11400	7049	7977	5896	8918	11617	10244	8447	9742	12843	4855	10032	10027	6210	7229	8236	10515
EMC1-AS1	1	5	12	14	25	16	15	14	7	22	4	93	91	64	11	7	11
EMC1	979	619	766	718	1001	746	1326	759	935	1936	868	1673	1752	1856	640	817	732
MRTO4	315	145	202	257	941	171	462	167	211	478	265	893	824	1327	134	206	159
AKR7L	3	4	9	2	11	1	13	0	6	15	1	15	15	57	3	6	2
AKR7A3	1	7	3	4	8	0	13	1	4	7	6	30	16	24	5	1	4
LOC124903867	28	24	9	6	25	14	13	11	13	24	12	24	21	18	14	21	7
LOC100506730	86	54	56	53	81	60	110	39	50	106	50	102	106	95	55	61	58
AKR7A2	438	250	311	305	937	225	597	259	322	638	286	443	410	444	227	314	213
SLC66A1	217	168	158	176	589	158	492	125	183	527	201	974	1063	1045	130	166	221
CAPZB	2442	1446	2163	2188	5490	1742	3733	2032	2354	5487	2391	1469	1974	1289	1565	2109	1656
LOC124903868	0	1	1	0	0	3	1	5	1	2	0	1	4	0	3	0	0
LOC124903869	0	3	3	3	0	4	2	3	4	0	1	4	4	4	2	1	2
LOC105376819	2	3	2	1	8	5	12	6	2	8	4	5	7	9	5	2	8
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LOC105376817	0	0	0	0	0	1	0	0	0	2	0	0	2	5	0	0	0
LOC124904816	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
MICOS10-DT	0	0	0	1	0	0	0	0	0	0	1	2	3	7	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	546	347	466	752	1322	267	638	416	469	1104	493	518	467	563	301	369	297
RPS14P3	13	8	10	26	21	10	14	9	5	15	8	26	61	41	7	10	18
NBL1	0	3	4	2	4	0	3	0	1	2	1	2	7	7	1	0	0
HTR6	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
TMCO4	155	99	102	96	267	110	240	148	184	432	165	251	356	234	143	102	116
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTUD3	282	225	344	361	376	269	529	303	378	617	247	640	676	674	228	391	191
PLA2G2E	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PLA2G2A	0	0	0	0	0	1	1	1	0	2	0	0	0	4	0	0	0
PLA2G5	3	1	0	1	8	3	0	2	4	13	1	0	3	2	0	0	0
PLA2G2D	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
PLA2G2F	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0
LOC117779438	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
PLA2G2C	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0
UBXN10	18	11	4	9	22	6	21	8	10	23	11	3	0	1	7	3	0
LOC105376825	0	0	0	1	0	0	1	0	2	0	2	0	0	0	0	0	0
LOC105376826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VWA5B1	0	0	0	0	0	0	3	0	1	2	0	0	8	4	0	0	0
LOC124903870	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
LOC124903871	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
CAMK2N1	6	0	2	2	24	9	4	0	6	39	18	21	20	74	2	3	1
MUL1	685	474	682	798	1309	402	1035	541	708	1382	572	986	1183	1278	457	653	418
FAM43B	3	17	19	19	31	6	18	14	18	26	15	6	6	51	11	9	12
CDA	0	0	0	0	0	0	6	1	0	5	3	0	0	3	0	1	0
PINK1	619	422	500	542	1033	434	1153	525	742	977	345	731	1044	614	463	537	465
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	93	88	104	107	166	80	129	110	116	225	109	460	515	620	96	109	79
DDOST	2422	1278	1640	1748	3241	1243	3076	1636	2052	4125	1702	3616	3557	4190	1385	1703	1249
KIF17	3	4	4	9	1	4	6	5	3	8	4	40	41	36	3	6	8
SH2D5	5	3	5	6	18	2	8	6	4	6	7	334	464	353	0	9	8
HP1BP3	2799	1393	2045	2108	2068	1501	3228	1898	2096	4330	1797	2314	2013	2183	1583	2002	1729
EIF4G3	2391	1154	1675	1442	1767	1552	2237	1491	1734	3005	1338	1806	2188	756	1143	1538	1598
LOC105376830	0	2	2	0	0	1	0	1	0	0	0	0	9	1	4	0	2
LOC105376829	0	1	0	1	3	1	2	0	1	2	3	0	2	2	1	1	0
MIR1256	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
ECE1	3334	1790	2284	1815	4651	2353	4266	2741	3425	5068	2166	4941	6660	5026	1698	1977	1886
LOC124903872	9	12	9	2	1	3	10	3	5	15	3	8	36	8	18	9	2
ECE1-AS1	1	10	7	4	9	10	11	10	20	19	8	66	96	90	17	9	11
LOC105376832	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
NBPF3	58	28	39	18	24	28	60	30	37	129	60	12	14	9	20	41	31
ALPL	4	3	4	7	17	6	4	5	2	30	13	10	15	26	5	2	7
LINC02596	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
RAP1GAP	245	139	132	129	304	129	333	135	140	157	71	117	165	112	162	128	160
USP48	1030	516	680	752	1211	571	1006	684	707	1630	653	725	658	448	580	660	580
LDLRAD2	28	14	12	24	51	28	40	12	16	30	18	14	37	7	16	26	15
HSPG2	18306	13727	14471	7774	12705	22973	28290	15630	21168	22049	6383	15279	22200	5325	12522	14944	21341
CELA3B	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
CELA3A	1	0	0	0	0	0	0	0	0	0	0	4	2	3	0	0	0
LINC01635	4	4	2	0	0	2	1	1	2	9	4	0	20	4	3	3	6
LINC00339	192	98	114	141	414	70	242	104	114	197	78	264	222	229	110	126	96
CDC42	2930	1839	2513	3036	4522	1407	3147	2142	2330	5797	2788	3692	2637	3313	1691	2662	1501
WNT4	14	8	11	7	29	11	19	14	20	227	92	29	46	81	19	14	6
LOC105376845	0	1	2	0	1	6	3	5	2	11	5	5	3	8	3	1	1
LOC105376850	5	2	2	2	12	4	4	3	1	8	1	2	4	16	6	2	11
LOC107985377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
MIR4418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376856	18	25	27	7	13	7	16	11	23	21	6	9	3	1	28	20	38
ZBTB40	908	466	581	495	949	765	1089	638	717	1389	536	901	1091	559	559	650	919
EPHA8	0	2	1	0	14	3	3	2	4	2	0	2	2	2	3	0	0
MIR6127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C1QA	0	0	0	0	0	0	0	0	0	8	2	0	0	1	0	0	0
C1QC	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	0
C1QB	0	0	0	0	0	0	0	0	0	13	5	0	0	2	0	0	0
EPHB2	245	123	178	135	455	305	267	285	397	1755	779	931	1044	1258	136	127	133
MIR4684	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903874	0	0	0	1	0	3	0	0	0	4	1	4	2	1	0	0	0
LACTBL1	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
TEX46	0	0	0	1	0	0	0	0	0	0	2	3	3	3	1	0	0
KDM1A	1684	797	1142	1160	2732	1007	2009	1089	1183	2221	1039	1479	1648	1323	885	1070	968
MIR3115	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LUZP1	2179	894	1635	1393	1528	1734	2096	1420	1704	2829	1205	1986	2405	2566	1012	1221	1524
HTR1D	0	0	0	2	2	0	0	0	0	1	0	1	4	9	0	1	0
LINC01355	42	88	126	186	163	84	158	74	67	231	95	120	142	77	70	139	91
HNRNPR	1907	1122	1627	1787	2384	1170	1965	1277	1427	3307	1532	1459	1177	1277	1096	1693	1061
ZNF436	2052	1021	1778	1848	1818	1082	2221	1246	1539	2893	1389	2757	2413	2153	1242	1759	1197
ZNF436-AS1	64	62	94	69	57	64	147	63	89	129	32	356	372	269	92	101	133
TCEA3	2533	1270	1424	1628	3889	765	2906	1046	1290	2222	871	1521	1573	868	1356	1779	1197
LOC124903875	9	13	10	9	9	12	8	5	1	23	7	49	70	16	11	14	12
ASAP3	973	714	759	618	1397	764	1383	830	1065	2001	743	855	1272	786	686	793	815
E2F2	58	50	44	46	59	59	89	51	61	81	40	133	110	276	21	45	27
LOC101928163	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
LOC124903876	0	0	0	0	1	0	2	0	0	0	0	11	4	27	0	2	0
LOC105376859	1	4	2	1	0	1	6	1	1	6	8	49	49	217	2	2	0
ID3	66	36	57	55	205	49	73	78	87	448	156	87	186	272	30	49	37
LOC107984928	0	0	1	0	1	0	0	0	0	0	1	0	3	11	2	0	0
MDS2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
RPL11	7232	3503	4368	6001	18375	2399	8452	3634	4198	11046	4875	3472	3184	2852	3075	4273	3017
ELOA	829	516	832	789	1376	700	1374	673	829	1632	727	1365	1467	1325	539	849	812
ELOA-AS1	10	5	10	5	17	7	19	14	7	20	8	18	25	15	14	15	12
PITHD1	495	289	417	486	1232	261	817	355	396	831	385	2075	1908	2081	351	398	363
LOC105376860	0	1	1	0	7	3	8	0	1	5	0	4	15	19	0	1	3
LYPLA2	535	313	385	448	1827	330	945	313	465	1029	424	1557	2150	1138	314	343	438
GALE	381	170	196	320	735	267	595	194	231	524	205	1154	1758	868	122	161	292
HMGCL	329	175	207	258	663	168	402	172	165	529	202	839	769	801	153	190	175
LOC105376861	1	1	0	2	0	0	3	0	0	1	0	0	4	2	0	2	0
FUCA1	129	72	112	87	305	103	180	115	103	294	141	1358	947	2177	75	99	98
CNR2	1	0	0	0	0	0	1	0	1	0	0	3	7	13	0	0	0
MIR378F	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LOC124903877	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
PNRC2	717	403	634	746	1039	352	812	643	653	1557	656	788	444	973	513	680	433
SRSF10	1892	1018	1493	1934	1579	770	1491	1321	1464	3113	1327	1746	1265	1557	1296	1760	895
LOC105378615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376863	0	0	0	0	0	0	0	0	0	0	0	4	3	1	0	1	0
LOC107984931	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0
MYOM3	32	64	80	57	118	59	27	370	369	858	307	23	24	141	195	71	86
MYOM3-AS1	0	0	0	0	0	0	0	0	3	4	4	0	0	3	0	0	0
LOC124903878	3	1	5	0	1	0	8	4	3	6	2	8	1	8	0	4	3
LOC105376864	11	1	2	8	8	1	1	7	6	8	2	7	10	8	6	1	4
IL22RA1	3	2	1	0	4	1	3	0	3	19	1	2	10	10	0	0	0
LOC124903879	74	33	44	42	92	39	76	52	54	180	76	11	31	4	51	30	41
IFNLR1	47	29	35	34	34	52	82	44	63	130	45	45	39	28	37	36	31
LINC02800	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	1
GRHL3-AS1	0	0	4	2	0	0	1	0	0	0	1	32	28	9	1	0	0
GRHL3	5	0	2	0	9	4	2	1	0	8	1	84	112	28	3	0	2
STPG1	141	53	76	59	128	46	172	59	96	196	65	84	75	73	74	60	82
NIPAL3	922	438	634	601	788	447	912	558	682	991	409	423	483	490	522	674	527
RCAN3AS	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0	0	0
RCAN3	141	79	173	136	138	120	196	66	123	306	115	266	219	209	72	165	127
NCMAP-DT	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
NCMAP	2	3	2	10	7	0	6	1	3	5	0	8	9	15	3	1	0
SRRM1	2127	1184	1523	1570	2430	1594	2997	1324	1527	3131	1260	2219	2393	2453	1263	2118	1611
LOC124904829	0	1	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
CLIC4	11200	8068	11983	11972	7406	5261	9374	10452	11632	22245	9570	7956	4413	5443	9149	12370	6106
LOC105376876	0	0	1	0	2	1	0	1	1	1	0	0	0	2	0	0	0
RUNX3	0	0	0	1	0	0	1	0	1	1	0	49	37	112	2	2	0
MIR6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
