	CTRL_1	CTRL_2	CTRL_3	CTRL_4	CTRL_5	CTRL_6	CTRL_7	CTRL_8	CTRL_9	CTRL_10	CTRL_11	CTRL_12	EPI_1	EPI_2	EPI_3	EPI_4	GEF_1	GEF_2	GEF_3	GEF_4
PGD	5063	4633	2424	3698	1484	1977	2259	3036	1057	2433	1748	4704	1203	1557	2239	1791	824	2958	2053	1371
CENPS-CORT	2	2	1	2	2	2	1	7	1	0	2	9	0	3	0	4	2	6	1	1
CENPS	48	32	22	26	19	17	10	39	12	21	18	38	7	12	15	22	15	30	10	17
CORT	22	8	6	11	1	4	4	18	5	16	5	16	2	3	11	7	3	7	3	3
DFFA	2738	2216	1100	1964	871	1022	999	1869	880	1548	817	2274	276	409	513	500	581	1575	979	782
PEX14	1046	678	367	705	382	388	412	762	259	489	237	832	42	64	164	179	187	456	395	302
CASZ1	9741	6000	3101	8368	3868	4584	4406	9519	2393	7209	2271	8172	252	356	2494	1939	2417	4625	4602	3347
LOC105376733	0	0	0	0	0	0	0	0	0	0	0	0	13	15	88	109	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	0	0	0	0	3	5	10	10	0	0	0	0
C1orf127	37	7	2	22	10	6	10	14	6	15	7	16	7	20	26	24	4	14	18	18
TARDBP	8659	5871	2954	7334	2635	3692	2920	5280	2164	3873	2394	5943	799	1107	2602	3158	1840	4248	3428	3032
MASP2	181	138	72	126	74	80	71	138	108	107	38	167	34	44	120	85	55	146	137	120
SRM	918	1137	635	711	264	424	456	734	266	543	286	902	203	270	384	386	162	477	374	186
EXOSC10	2839	1990	1059	1640	840	1154	1043	1834	757	1280	598	1913	231	280	813	741	551	1214	1115	859
EXOSC10-AS1	11	7	4	1	3	0	1	0	0	5	2	11	1	3	15	10	0	1	3	0
MTOR	4323	3296	1808	3720	1587	1976	1695	3449	1206	2875	1442	3626	348	500	832	1205	898	2343	1750	1420
MTOR-AS1	1	8	1	0	1	4	3	0	0	2	1	1	3	8	13	27	0	2	4	1
LOC124904848	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0
ANGPTL7	37	172	85	61	22	19	15	27	8	22	7	35	11	20	37	24	13	25	25	16
UBIAD1	901	733	326	598	330	356	373	760	271	524	282	737	60	100	185	185	226	455	408	333
LOC105376737	0	2	0	0	0	1	0	0	0	0	0	2	0	2	2	6	0	0	0	0
LOC105376739	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	5	0	0	0	0
LOC105376740	3	3	0	3	1	2	0	0	2	1	0	5	4	5	7	14	2	2	4	1
LOC124903841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0
DISP3	7	7	5	6	4	6	24	13	2	7	3	4	55	67	201	95	1	1	54	3
LOC124903842	0	0	0	0	0	0	0	0	0	0	0	0	4	5	18	24	0	0	4	0
LINC01647	1	0	0	7	0	0	0	0	0	0	0	0	2	5	3	12	0	0	0	0
FBXO2	145	102	40	177	51	51	61	36	80	34	34	135	159	212	269	299	12	64	140	45
FBXO44	653	526	279	832	283	312	295	520	339	336	138	639	147	245	855	738	139	390	390	325
FBXO6	129	97	57	147	39	56	62	117	33	77	38	102	12	14	77	33	30	50	102	68
MAD2L2	826	671	359	712	327	379	304	658	253	464	173	633	72	98	125	170	126	349	269	206
DRAXIN	2	16	6	1	4	11	8	11	4	7	3	4	32	58	126	104	1	1	14	3
AGTRAP	460	407	220	302	176	208	238	325	152	222	82	365	70	107	98	95	79	139	256	124
C1orf167	1	3	0	0	0	2	0	1	0	0	0	0	7	6	63	39	1	1	0	0
C1orf167-AS1	0	0	0	0	0	0	0	2	0	0	0	0	2	10	13	17	1	0	0	0
MTHFR	4148	2635	1341	3772	1593	1759	1731	3491	1187	2441	1008	3060	194	292	807	859	968	1829	2121	1735
CLCN6	1984	1470	802	1667	959	1077	1184	1479	477	1240	600	1649	231	279	1020	914	413	1032	1163	934
NPPA-AS1	10	37	22	17	3	7	11	8	2	10	5	9	7	11	9	31	0	4	10	3
NPPA	42494	78016	38736	53213	16649	11585	10405	35217	4140	32222	11820	30137	107184	104403	72219	98486	3692	8669	3105	2757
NPPB	12812	26926	11180	13289	5837	2888	2558	10344	1769	8655	3964	13866	18288	9278	15858	9574	1802	3484	869	1247
RNU5E-1	3	2	0	6	1	2	1	2	1	0	1	0	4	10	36	30	0	1	2	0
LOC124903843	9	1	1	4	1	2	8	2	5	1	2	6	10	20	94	88	0	3	15	0
KIAA2013	2148	1469	701	1478	705	713	753	1324	557	1075	429	1504	306	491	648	923	311	757	744	595
PLOD1	9201	6657	3404	6540	3081	3568	3119	4433	2690	3759	1289	4052	4206	4820	11130	12464	966	2113	2407	1548
MFN2	18885	12547	6638	18341	7122	6194	5632	12335	3377	11062	5035	12615	3548	3005	6861	8214	3671	8880	4885	5059
MIIP	926	780	404	912	360	283	282	499	110	380	150	517	79	59	207	178	92	165	249	127
MIR6729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF8	6	7	4	0	0	21	13	7	4	3	1	1	9	16	48	40	2	0	5	0
MIR7846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TNFRSF1B	40	95	45	18	8	44	31	15	26	9	1	8	28	20	101	73	7	0	27	4
LOC124903844	0	0	0	0	0	0	0	1	0	0	0	0	1	2	5	14	0	0	2	0
MIR4632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
VPS13D	5101	4933	2567	4319	1710	3248	2556	7550	3085	3153	1933	4716	324	465	1014	863	2385	3680	3597	2678
LOC124903845	14	8	3	8	2	9	4	8	6	2	2	2	3	0	6	0	2	7	6	3
SNORA59A	7	10	2	3	9	7	9	19	12	6	3	18	1	0	7	3	6	13	18	3
LINC02766	5	26	22	1	1	5	3	15	2	3	10	4	14	19	54	56	6	6	3	0
DHRS3	1590	5329	2735	1432	498	1922	1613	5090	1321	1531	1196	3393	375	760	481	303	1524	2434	1498	526
MIR6730	4	5	1	0	1	3	3	4	2	1	2	3	0	0	0	0	1	3	3	0
AADACL4	1	6	2	0	0	3	9	14	2	1	2	2	2	3	15	12	5	3	13	3
LOC124903846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	0	1	0
LOC124904811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
CFAP107	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0
PRAMEF12	0	0	0	0	0	0	0	0	0	1	0	0	2	1	2	0	0	0	2	0
PRAMEF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
HNRNPCL1	5	1	0	3	0	0	0	1	0	3	0	2	0	1	0	1	0	0	0	1
PRAMEF2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
PRAMEF18	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
PRAMEF17	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	1	0	0	0	0	0	3	2	7	6	0	0	0	0
LRRC38	15	12	4	17	24	1	4	10	1	8	3	5	3	3	17	12	1	3	6	0
LOC102724856	19	6	3	16	6	9	4	6	1	7	1	13	2	3	1	4	1	3	3	0
LOC107984918	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0
PDPN	2288	2863	1236	1794	791	1065	985	2695	395	1455	1226	3078	441	605	551	997	957	2051	896	649
LOC105378612	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	4	0	0	0	0
LOC105376756	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	4	0	0	0	0
LOC124900446	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
PRDM2	2499	1889	927	1742	827	1084	967	1871	720	1526	948	2234	297	350	631	515	600	1482	1090	870
KAZN	272	425	192	240	99	98	106	162	96	180	113	327	74	110	193	218	65	271	106	89
LOC107985467	3	4	0	3	0	2	0	1	0	0	0	2	6	10	3	13	2	0	3	0
LOC124903847	1	0	0	0	0	0	0	0	1	0	0	0	5	8	5	8	1	0	0	0
KAZN-AS1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
LOC124903850	1	0	1	13	1	6	0	1	1	0	0	0	0	0	8	12	0	1	2	2
LOC105376759	0	0	0	1	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0
LOC124903848	7	4	6	4	5	4	3	5	4	2	5	17	14	7	14	33	4	14	5	5
LOC107985469	0	1	0	3	0	0	0	1	0	0	0	1	1	2	2	4	0	1	0	0
LOC124903849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TMEM51-AS1	9	9	4	14	4	3	4	3	15	6	3	6	1	2	17	20	1	4	7	4
TMEM51	430	327	199	446	142	153	125	239	113	183	65	298	32	27	81	65	55	152	135	93
TMEM51-AS2	0	10	1	9	0	2	1	0	3	3	2	2	0	0	5	8	0	4	2	2
FHAD1	2	4	2	2	1	3	3	4	4	6	1	5	13	31	101	76	1	2	2	1
LOC124903853	0	0	0	0	1	0	0	0	1	0	0	0	0	3	2	6	0	0	0	0
LOC124903852	2	0	0	0	0	0	0	0	0	1	0	0	0	0	2	6	0	0	1	0
FHAD1-AS1	3	1	3	3	0	3	1	3	2	4	0	3	3	0	9	7	0	1	2	2
LOC124903851	2	1	0	2	2	3	0	1	1	1	1	0	3	4	22	34	1	1	1	3
EFHD2-AS1	4	2	0	5	1	3	1	6	3	0	0	0	3	3	14	13	1	1	1	1
EFHD2	482	512	253	492	191	230	199	329	107	240	80	347	131	165	239	250	83	168	196	142
CTRC	0	2	0	0	0	0	0	5	0	2	1	0	9	7	29	26	0	0	2	0
CELA2A	5	0	0	0	1	1	0	0	0	0	0	0	2	4	9	8	0	0	0	0
LOC105376767	3	1	0	4	1	0	0	0	1	0	0	0	3	4	12	16	0	0	0	0
CELA2B	13	10	7	0	6	16	4	5	6	6	7	5	1	1	19	12	2	6	7	4
CASP9	1249	683	348	1220	475	523	493	782	344	571	275	961	132	244	1484	986	231	513	545	437
DNAJC16	1978	1089	610	951	482	624	532	1224	438	944	518	1290	151	186	265	331	389	780	517	480
SCARNA21B	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0
AGMAT	25	17	23	17	7	8	12	9	13	19	8	16	8	17	41	37	2	9	7	12
LOC124903854	5	2	1	4	2	2	2	2	0	2	1	1	0	5	21	6	1	2	2	1
DDI2	1885	1401	744	1773	716	787	650	1348	604	1217	683	1450	169	189	266	293	564	862	821	784
RSC1A1	3	3	0	3	1	0	1	2	1	2	0	1	0	1	3	0	0	1	4	0
PLEKHM2	5598	3796	1956	4566	2297	2252	2396	4246	1283	3581	1136	3792	412	529	1492	1400	1128	2026	2406	1842
SLC25A34	304	158	107	222	169	138	167	250	94	152	21	117	45	72	428	293	59	50	223	168
SLC25A34-AS1	0	2	0	5	1	0	0	0	0	0	0	0	2	1	6	5	0	0	1	0
TMEM82	0	0	0	1	1	0	0	0	0	1	1	0	2	6	39	19	0	0	2	0
FBLIM1	10884	5055	2712	8387	3319	3544	3401	6193	1767	5224	1500	4730	566	566	1657	1689	1808	2656	3573	3158
UQCRHL	160	61	41	111	36	50	24	78	27	70	12	25	22	33	56	62	18	32	42	30
SPEN-AS1	514	291	140	555	180	162	172	375	115	230	93	406	38	63	97	93	91	213	220	146
SPEN	2967	2816	1452	3397	1364	1834	1592	2864	1156	2542	1142	2539	317	340	1103	851	765	1614	1608	1208
LOC124904815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ZBTB17	1166	697	415	1113	407	432	442	994	244	641	236	864	58	86	213	289	263	458	501	342
LOC124903855	87	75	29	84	60	79	85	89	26	64	42	58	31	32	112	98	25	45	77	42
SRARP	1	0	0	0	0	0	0	0	0	1	0	0	3	4	16	30	0	0	0	0
HSPB7	145940	82638	45765	66410	50427	57748	47405	97095	38597	88233	41936	120316	2283	2764	9353	9577	30082	81034	54211	46956
CLCNKA	125	35	32	108	65	53	104	69	47	42	37	91	25	37	246	189	23	33	107	53
CLCNKB	578	196	156	441	226	163	185	459	153	284	112	354	47	77	321	555	116	178	192	191
FAM131C	90	32	21	42	22	32	23	60	34	41	18	66	2	3	15	8	13	37	25	20
EPHA2	3217	4860	2076	3699	1448	1039	1182	2688	577	2699	1048	3308	776	1290	1218	800	530	1171	818	391
EPHA2-AS1	88	58	40	62	41	29	49	72	20	51	21	83	36	52	189	149	32	66	50	22
ARHGEF19	82	131	54	39	16	51	52	57	34	32	19	55	26	11	63	60	5	30	33	14
ANO7L1	67	24	16	41	11	24	23	41	19	32	17	31	2	9	65	88	13	23	39	26
CPLANE2	117	81	56	134	56	63	57	130	44	90	37	136	2	4	22	35	24	66	77	44
FBXO42	2100	1265	682	1431	575	809	633	1520	673	1010	507	1470	73	130	164	170	495	853	731	652
SZRD1	4540	3799	1905	3047	1427	1877	1690	3485	1015	2572	1407	3539	736	864	1784	1623	945	2203	1568	1185
SPATA21	2	4	1	1	1	2	6	5	0	0	0	1	9	9	46	50	1	1	1	0
NECAP2	969	916	458	588	297	413	382	609	237	411	196	645	115	146	285	219	200	354	426	323
LINC01772	119	85	44	43	53	69	70	119	52	83	41	153	11	14	29	40	43	91	96	73
CROCCP3	456	273	151	459	182	273	247	424	211	260	154	448	40	63	176	159	112	292	385	211
RNU1-1	0	0	0	4	0	0	0	0	0	0	0	0	1	1	0	3	0	1	1	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01783	1	0	0	1	1	0	0	1	1	5	0	1	2	0	6	2	1	3	0	0
TRE-TTC4-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF1	498	309	181	437	237	288	238	469	177	414	189	481	57	39	146	183	125	274	322	261
LOC124900584	746	491	238	639	272	333	306	551	214	369	146	671	48	110	391	293	155	351	379	261
CROCCP2	125	94	38	224	61	90	58	131	51	58	34	145	5	27	106	69	24	79	92	50
MST1P2	7	17	8	35	13	10	9	16	11	11	0	7	7	7	62	53	0	4	14	15
RNU1-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
ESPNP	1	0	0	0	0	0	0	0	1	0	0	0	1	2	7	2	0	0	0	0
LOC124903858	0	0	0	0	0	0	0	0	0	0	0	0	1	1	7	9	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MST1L	0	5	0	0	3	0	2	0	0	1	2	0	0	0	5	2	1	0	0	1
MIR3675	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
LOC112267871	14	5	5	23	8	9	8	24	7	12	3	13	0	0	5	1	6	3	10	5
TRE-TTC3-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC105376805	208	77	44	171	68	85	62	93	36	61	21	94	7	2	27	36	27	39	71	55
TRN-GTT4-1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
CROCC	564	642	338	711	235	286	266	508	256	291	101	528	53	119	297	198	93	209	383	159
MFAP2	1338	1256	785	792	528	732	822	928	583	735	194	712	359	461	1531	634	240	373	935	690
LOC105376806	266	144	56	411	101	131	101	190	80	105	19	137	5	4	51	48	42	69	176	169
ATP13A2	1366	1243	630	1366	551	714	649	1034	409	835	343	1269	173	245	317	241	252	656	608	397
SDHB	4765	2622	1374	3025	1260	1366	1171	2921	754	1968	1146	3205	942	1479	1081	3518	821	1882	1148	1239
PADI2	145	174	77	227	141	295	201	285	447	110	5	32	46	49	734	276	97	11	435	223
LOC124903861	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	3	0	0	0	0
LOC105376808	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0
LINC02783	0	1	5	0	1	0	0	0	0	0	0	0	0	2	4	5	0	0	0	0
PADI1	3	18	12	19	4	3	2	6	3	3	1	13	7	12	18	38	2	9	3	3
PADI3	0	1	1	6	0	0	0	0	0	2	2	1	9	6	20	25	0	2	0	0
MIR3972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0	0	0	0	11	8	36	45	0	0	0	0
PADI6	0	0	0	0	0	0	2	0	0	0	0	0	2	4	57	31	0	0	0	0
RCC2	2205	2392	1197	1869	590	971	913	1676	649	1230	632	2061	606	845	1624	1258	435	977	904	531
RCC2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC124903862	1	1	1	4	0	0	1	0	0	0	0	0	2	4	10	9	0	0	0	0
LOC124904837	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0
ARHGEF10L	3423	1758	1150	3583	1446	1540	1516	3112	876	2000	826	2909	83	132	832	625	797	1560	1727	1366
LINC02810	0	0	0	0	0	0	0	0	0	2	0	0	2	6	17	19	0	0	0	0
ACTL8	3	0	0	0	0	0	1	0	0	1	0	3	1	1	1	0	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0
LOC105376812	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0	0	0	0	0	3	10	10	0	0	0	0
IGSF21	0	0	3	0	0	0	0	0	1	0	0	0	3	9	2	1	0	0	0	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0	0	0
LOC124903864	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC124903863	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	7	0	0	0	0
LOC124903865	3	2	0	0	0	7	0	0	2	0	0	0	0	0	0	3	0	0	1	1
KLHDC7A	0	0	0	0	0	1	2	2	4	0	8	51	6	2	7	4	0	27	0	3
PAX7	0	0	0	3	0	0	0	0	0	0	0	0	10	11	27	30	0	0	0	0
TAS1R2	0	0	0	0	1	0	0	2	0	0	1	0	2	2	24	20	0	0	0	0
ALDH4A1	2876	1711	914	2722	1256	998	1158	2503	483	1872	1120	4052	1430	1969	4776	7131	673	2109	1236	1099
MIR4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR1290	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
LOC124903866	15	5	2	5	7	5	4	15	2	8	0	13	2	4	9	14	2	5	4	8
IFFO2	262	413	151	345	151	128	136	258	114	251	107	233	126	147	355	314	62	148	145	87
LOC105376815	0	0	0	4	0	0	0	0	0	0	0	0	2	8	29	22	0	2	0	0
UBR4	18551	11531	6814	23291	9721	12383	11148	18921	5752	11942	7956	19859	1274	1611	7043	7125	5066	12085	11922	8197
EMC1-AS1	32	23	4	47	24	19	18	26	15	18	9	34	7	13	42	28	7	16	17	10
EMC1	3169	2821	1409	2994	1224	1461	1428	2569	846	2027	1074	2669	1454	1847	3475	4733	796	1716	1434	990
MRTO4	1185	1048	537	982	330	404	342	673	272	531	250	829	264	288	1034	735	215	461	404	260
AKR7L	12	13	11	8	7	2	3	8	5	4	4	9	33	35	121	95	2	9	6	4
AKR7A3	11	14	6	6	1	3	3	8	4	7	2	12	8	20	16	27	0	9	6	1
LOC124903867	45	59	30	26	12	26	19	53	26	33	27	33	32	46	36	65	12	37	18	25
LOC100506730	176	216	90	78	59	70	45	160	85	107	87	187	104	127	161	177	56	139	61	79
AKR7A2	1151	922	471	721	433	455	437	913	371	565	247	988	384	571	1035	1390	206	505	503	355
SLC66A1	759	524	296	509	258	255	322	552	135	377	147	519	102	132	180	223	133	289	347	275
CAPZB	10599	7490	3794	7780	3130	3903	3595	6534	1910	5100	2074	5710	3225	3926	8702	8306	2078	3839	2995	2621
LOC124903868	0	2	0	4	1	1	1	1	0	0	3	2	0	1	0	8	2	2	1	3
LOC124903869	2	0	2	0	2	2	3	4	0	6	0	3	1	2	2	5	6	1	1	4
LOC105376819	8	5	8	12	3	3	6	12	3	2	0	11	2	4	19	7	1	0	6	8
LOC105376818	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
LOC105376817	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
LOC124904816	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
MICOS10-DT	1	0	0	0	1	0	1	1	0	0	0	0	0	1	5	0	0	1	1	2
MICOS10-NBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MICOS10	3085	1688	825	2004	768	834	739	1547	364	942	687	1795	338	483	691	1321	417	1015	665	652
RPS14P3	59	36	10	35	6	15	7	16	9	12	19	22	3	11	7	11	12	15	23	13
NBL1	3	1	0	1	0	0	2	0	0	0	0	1	2	9	5	9	1	1	0	0
HTR6	0	0	0	0	1	0	1	0	2	0	0	0	5	4	28	15	0	0	0	0
TMCO4	333	235	139	288	125	162	152	275	139	218	60	151	53	48	103	149	68	97	201	101
RNF186	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0
LOC105376823	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTUD3	1273	851	386	974	391	430	373	801	247	672	432	985	238	320	737	697	207	545	411	405
PLA2G2E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G2A	0	4	2	0	0	3	8	1	1	2	0	0	4	2	39	22	0	0	4	2
PLA2G5	2	11	5	17	5	4	6	13	0	5	0	0	3	2	3	25	2	0	2	3
PLA2G2D	2	2	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0
PLA2G2F	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0
LOC117779438	0	0	0	1	0	0	0	0	0	0	0	0	2	3	1	11	0	0	0	1
PLA2G2C	3	0	0	0	0	0	2	0	2	0	0	0	0	1	0	2	0	1	2	0
UBXN10	35	55	22	28	20	24	16	29	29	16	5	17	2	4	3	12	9	9	15	17
LOC105376825	4	1	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	1
LOC105376826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0
VWA5B1	1	10	2	1	0	0	0	0	0	0	0	0	9	12	35	49	0	0	2	0
LOC124903870	0	2	0	0	0	0	0	0	0	0	0	0	0	3	1	4	0	0	0	0
LINC01141	0	0	0	0	0	0	0	0	1	0	0	0	3	2	16	13	0	0	0	0
LOC124903871	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	14	0	0	0	0
CAMK2N1	35	97	49	32	8	25	32	18	33	30	1	5	27	22	54	59	3	3	21	7
MUL1	2105	1224	585	1545	692	683	694	1360	408	1008	556	1583	92	86	168	99	427	924	711	597
FAM43B	123	82	49	77	25	57	42	112	28	35	4	11	7	8	26	25	22	4	70	21
CDA	3	9	5	0	0	13	7	4	2	2	0	1	0	5	15	4	1	1	6	2
PINK1	1654	1056	506	1531	647	760	589	1334	304	858	342	1277	402	594	1006	1801	327	828	726	564
MIR6084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PINK1-AS	242	197	107	139	72	116	93	141	69	138	71	216	140	174	448	434	54	171	125	58
DDOST	7618	6313	3378	6242	3215	3696	3955	5927	1743	4335	1893	5559	7010	7757	22612	24547	1512	3127	3553	2670
KIF17	21	19	12	23	3	5	17	12	10	9	2	9	14	33	87	76	2	14	6	6
SH2D5	11	105	45	24	6	6	30	12	1	12	13	17	43	63	171	102	7	7	21	6
HP1BP3	8270	6705	3347	6145	2567	3489	2908	5861	2420	4989	2615	6623	1487	2010	5908	6544	1823	3982	2934	2851
EIF4G3	5645	5084	2397	4264	1893	2572	2044	4221	1487	3533	2230	5189	1071	1388	2406	3134	1280	3338	1970	1755
LOC105376830	1	0	1	3	1	2	1	3	1	1	2	0	1	1	0	0	0	3	1	1
LOC105376829	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	0	3	1	1
MIR1256	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ECE1	7766	6373	3231	7730	3393	3894	3660	5801	1763	5285	1601	4477	3851	3387	7448	10733	1422	2292	3267	2158
LOC124903872	7	7	7	15	6	10	10	6	5	10	5	4	1	8	0	13	2	3	12	5
ECE1-AS1	6	17	8	21	5	13	6	14	5	5	8	11	8	7	38	32	5	7	22	8
